PG,SG,SF,PF,C,G,F,UTIL
42698274,42698333,42698218,42698290,42698270,42698285,42698197,42698221
42698203,42698274,42698278,42698299,42698192,42698296,42698285,42698290
42698274,42698208,42698203,42698200,42698270,42698333,42698389,42698285
42698249,42698234,42698278,42698290,42698270,42698213,42698312,42698227
42698274,42698208,42698230,42698329,42698294,42698285,42698197,42698270
42698241,42698274,42698312,42698389,42698192,42698227,42698256,42698270
42698296,42698333,42698203,42698290,42698270,42698325,42698197,42698221
42698325,42698285,42698278,42698200,42698343,42698227,42698197,42698270
42698203,42698325,42698285,42698290,42698294,42698234,42698197,42698270
42698325,42698274,42698285,42698200,42698192,42698296,42698290,42698270
42698227,42698267,42698203,42698290,42698221,42698285,42698278,42698270
42698249,42698234,42698278,42698290,42698270,42698285,42698218,42698221
42698213,42698234,42698329,42698200,42698270,42698296,42698285,42698274
42698249,42698325,42698285,42698389,42698192,42698281,42698197,42698270
42698244,42698281,42698230,42698200,42698270,42698274,42698278,42698256
42698241,42698325,42698218,42698230,42698270,42698227,42698285,42698274
42698213,42698267,42698278,42698200,42698221,42698274,42698389,42698285
42698244,42698262,42698320,42698256,42698221,42698203,42698285,42698270
42698325,42698208,42698218,42698290,42698256,42698227,42698285,42698270
42698241,42698333,42698262,42698329,42698192,42698285,42698290,42698221
42698213,42698274,42698230,42698256,42698260,42698241,42698290,42698270
42698203,42698252,42698329,42698290,42698192,42698333,42698285,42698270
42698241,42698208,42698278,42698200,42698256,42698333,42698312,42698270
42698237,42698234,42698278,42698230,42698270,42698227,42698285,42698274
42698213,42698325,42698285,42698290,42698260,42698333,42698197,42698227
42698325,42698208,42698278,42698197,42698270,42698320,42698290,42698221
42698227,42698262,42698230,42698200,42698294,42698285,42698290,42698270
42698203,42698208,42698230,42698299,42698270,42698285,42698278,42698290
42698227,42698333,42698218,42698299,42698343,42698274,42698285,42698192
42698213,42698333,42698389,42698200,42698270,42698244,42698285,42698227
42698213,42698262,42698208,42698389,42698270,42698333,42698203,42698274
42698249,42698325,42698299,42698290,42698192,42698274,42698285,42698221
42698213,42698208,42698389,42698200,42698270,42698274,42698290,42698285
42698274,42698333,42698218,42698200,42698270,42698285,42698290,42698221
42698325,42698208,42698320,42698256,42698192,42698285,42698278,42698270
42698213,42698274,42698329,42698290,42698221,42698312,42698278,42698197
42698241,42698274,42698203,42698290,42698256,42698296,42698218,42698285
42698249,42698285,42698203,42698256,42698260,42698227,42698278,42698290
42698213,42698333,42698285,42698197,42698343,42698227,42698256,42698270
42698325,42698333,42698285,42698389,42698192,42698227,42698290,42698197
42698325,42698333,42698278,42698290,42698343,42698241,42698197,42698192
42698249,42698333,42698278,42698290,42698343,42698274,42698203,42698192
42698213,42698274,42698208,42698290,42698343,42698241,42698278,42698244
42698213,42698333,42698203,42698197,42698343,42698325,42698278,42698274
42698203,42698274,42698278,42698329,42698221,42698244,42698290,42698241
42698249,42698333,42698299,42698290,42698343,42698274,42698197,42698192
42698213,42698208,42698278,42698299,42698343,42698333,42698197,42698274
42698249,42698325,42698290,42698197,42698260,42698274,42698256,42698227
42698274,42698333,42698262,42698200,42698343,42698234,42698290,42698197
42698213,42698333,42698208,42698290,42698343,42698249,42698278,42698221
42698244,42698333,42698230,42698290,42698343,42698274,42698197,42698221
42698244,42698274,42698278,42698389,42698192,42698227,42698290,42698256
42698249,42698234,42698278,42698197,42698294,42698241,42698290,42698274
42698241,42698208,42698262,42698290,42698221,42698267,42698278,42698274
42698296,42698234,42698278,42698290,42698256,42698227,42698203,42698274
42698241,42698281,42698278,42698256,42698294,42698227,42698197,42698274
42698244,42698274,42698329,42698256,42698221,42698241,42698278,42698227
