P,P,C,1B,2B,3B,SS,OF,OF,OF,Projection,Salary,Ownership,Ceiling,MC_EV,MC_Top1Pct
42441370,42441365,42441507,42441555,42441465,42441434,42441397,42441396,42441522,42441647,98.28,47900,8.68,187.35,0.0528,0.0000
42441366,42441367,42441569,42441406,42441558,42441434,42441491,42441474,42441398,42441453,103.66,48800,13.95,194.26,0.0792,0.0000
42441370,42441366,42441439,42441455,42441425,42441434,42441432,42441396,42441640,42441453,102.08,49800,17.36,190.40,0.0645,0.0000
42441365,42441366,42441646,42441455,42441425,42441434,42441432,42441411,42441396,42441640,99.35,49800,19.18,186.15,0.0616,0.0000
42441370,42441364,42441507,42441405,42441563,42441450,42441421,42441482,42441595,42441387,98.67,50000,7.29,185.90,0.0704,0.0000
42441366,42441372,42441456,42441406,42441454,42441403,42441496,42441453,42441398,42441640,103.44,49700,19.58,189.90,0.0469,0.0000
42441364,42441375,42441409,42441406,42441634,42441478,42441496,42441404,42441398,42441674,99.54,49300,10.89,186.76,0.0499,0.0000
42441365,42441364,42441719,42441406,42441567,42441496,42441432,42441640,42441450,42441396,102.70,48300,13.87,186.80,0.0528,0.0000
42441370,42441372,42441507,42441406,42441454,42441434,42441496,42441595,42441398,42441453,104.08,48000,21.54,193.10,0.0733,0.0000
42441372,42441364,42441456,42441509,42441548,42441617,42441399,42441411,42441565,42441443,97.49,47600,6.61,179.25,0.0587,0.0000
42441375,42441364,42441501,42441430,42441425,42441434,42441491,42441596,42441453,42441387,102.36,49900,13.69,191.61,0.0557,0.0000
42441374,42441364,42441639,42441426,42441498,42441445,42441614,42441386,42441398,42441553,96.98,48800,8.07,180.95,0.0440,0.0000
42441364,42441375,42441486,42441405,42441563,42441616,42441399,42441450,42441387,42441553,97.80,49700,8.86,183.61,0.0675,0.0000
42441375,42441366,42441456,42441406,42441425,42441466,42441496,42441396,42441640,42441595,100.52,47500,15.96,186.26,0.0528,0.0000
42441366,42441364,42441644,42441406,42441454,42441434,42441511,42441398,42441625,42441452,104.80,49200,21.83,192.70,0.0821,0.0000
42441372,42441370,42441668,42441401,42441593,42441434,42441397,42441398,42441522,42441438,98.46,48700,19.66,186.95,0.0469,0.0000
42441364,42441370,42441420,42441389,42441634,42441445,42441605,42441553,42441395,42441595,97.79,48600,9.25,180.90,0.0440,0.0000
42441365,42441364,42441834,42441475,42441425,42441509,42441432,42441396,42441398,42441582,103.37,49900,19.62,189.65,0.0411,0.0000
42441372,42441363,42441456,42441475,42441465,42441617,42441511,42441395,42441595,42441396,97.40,48700,11.38,179.65,0.0499,0.0000
42441364,42441373,42441639,42441389,42441572,42441450,42441399,42441396,42441603,42441553,97.65,49000,7.42,183.20,0.0528,0.0000
42441369,42441370,42441456,42441406,42441454,42441574,42441437,42441603,42441392,42441400,97.46,49800,13.10,181.65,0.0469,0.0000
42441364,42441375,42441501,42441406,42441548,42441434,42441421,42441450,42441438,42441453,105.02,49800,14.46,194.61,0.0528,0.0000
42441364,42441371,42441486,42441406,42441591,42441632,42441399,42441387,42441482,42441603,96.80,49000,11.23,184.10,0.0675,0.0000
42441364,42441370,42441507,42441401,42441471,42441496,42441397,42441396,42441647,42441553,102.09,49700,9.49,190.05,0.0675,0.0000
42441363,42441364,42441622,42441652,42441475,42441536,42441407,42441386,42441482,42441453,96.95,49900,6.68,180.75,0.0557,0.0000
42441366,42441370,42441648,42441406,42441454,42441434,42441397,42441567,42441398,42441453,103.42,50000,19.33,192.40,0.0968,0.0000
42441366,42441364,42441501,42441406,42441454,42441466,42441491,42441438,42441625,42441450,102.41,48800,18.49,189.70,0.0733,0.0000
42441365,42441364,42441834,42441430,42441425,42441466,42441432,42441396,42441584,42441640,100.44,48300,14.15,186.65,0.0469,0.0000
42441367,42441364,42441456,42441444,42441574,42441509,42441437,42441427,42441596,42441453,102.34,47800,13.29,188.76,0.0499,0.0000
42441365,42441370,42441448,42441444,42441425,42441496,42441432,42441640,42441482,42441396,98.66,48800,12.07,186.50,0.0528,0.0000
42441370,42441364,42441507,42441401,42441505,42441572,42441416,42441438,42441398,42441603,99.12,49500,11.06,185.90,0.0528,0.0000
42441370,42441378,42441501,42441406,42441548,42441390,42441491,42441396,42441625,42441391,97.42,49400,11.03,187.60,0.0704,0.0000
42441366,42441365,42441501,42441406,42441558,42441434,42441502,42441398,42441453,42441534,103.63,49000,24.04,194.15,0.0733,0.0000
42441371,42441364,42441569,42441410,42441418,42441572,42441416,42441624,42441395,42441457,97.00,49500,7.64,180.10,0.0499,0.0000
42441374,42441364,42441409,42441449,42441498,42441572,42441614,42441398,42441433,42441553,97.32,47700,10.63,180.95,0.0469,0.0000
42441366,42441364,42441486,42441632,42441558,42441458,42441399,42441482,42441565,42441395,97.37,48400,8.69,181.70,0.0763,0.0000
42441369,42441364,42441569,42441389,42441494,42441574,42441437,42441596,42441392,42441482,97.60,49100,7.26,182.95,0.0469,0.0000
42441372,42441364,42441456,42441389,42441465,42441572,42441511,42441411,42441565,42441625,98.96,47600,11.35,180.25,0.0616,0.0000
42441364,42441374,42441639,42441389,42441498,42441509,42441407,42441395,42441595,42441433,97.19,49700,7.72,179.10,0.0645,0.0000
42441367,42441372,42441456,42441406,42441465,42441796,42441421,42441595,42441408,42441411,97.64,48200,11.78,180.81,0.0763,0.0000
42441365,42441370,42441507,42441455,42441425,42441466,42441496,42441630,42441398,42441396,98.53,49300,19.50,186.50,0.0440,0.0000
42441372,42441370,42441456,42441455,42441465,42441796,42441385,42441396,42441595,42441411,97.58,48800,12.75,180.95,0.0616,0.0000
42441365,42441364,42441719,42441455,42441425,42441466,42441511,42441457,42441396,42441438,100.18,49700,11.14,184.65,0.0411,0.0000
42441364,42441370,42441501,42441628,42441418,42441652,42441397,42441522,42441450,42441398,100.34,48600,9.45,185.90,0.0587,0.0000
42441369,42441375,42441569,42441444,42441425,42441508,42441437,42441596,42441400,42441396,97.32,48300,10.30,185.36,0.0557,0.0000
42441364,42441366,42441507,42441406,42441454,42441434,42441447,42441453,42441504,42441625,103.40,48900,21.93,191.70,0.0645,0.0000
42441369,42441364,42441501,42441444,42441442,42441574,42441437,42441400,42441512,42441596,98.40,47900,9.85,183.95,0.0616,0.0000
42441364,42441370,42441486,42441405,42441554,42441458,42441399,42441411,42441658,42441453,98.47,49600,6.07,182.90,0.0675,0.0000
42441372,42441364,42441507,42441632,42441558,42441458,42441399,42441388,42441396,42441658,98.95,49200,9.82,183.25,0.0675,0.0000
42441370,42441367,42441409,42441401,42441688,42441450,42441397,42441647,42441522,42441453,97.87,47800,6.88,187.46,0.0528,0.0000
42441371,42441364,42441420,42441401,42441418,42441508,42441649,42441453,42441457,42441624,96.81,48300,6.21,177.10,0.0616,0.0000
42441364,42441373,42441609,42441555,42441558,42441537,42441421,42441396,42441398,42441512,96.97,47700,8.53,183.20,0.0528,0.0000
42441372,42441364,42441441,42441558,42441465,42441509,42441511,42441392,42441595,42441396,99.65,48700,9.47,181.25,0.0411,0.0000
42441369,42441364,42441834,42441414,42441505,42441390,42441432,42441504,42441395,42441534,97.25,49900,14.16,179.95,0.0469,0.0000
42441375,42441364,42441439,42441410,42441435,42441434,42441437,42441553,42441602,42441464,98.45,48700,11.88,183.61,0.0821,0.0000
42441365,42441372,42441409,42441555,42441425,42441496,42441432,42441396,42441640,42441398,101.10,50000,13.79,188.85,0.0499,0.0000
42441372,42441364,42441456,42441665,42441465,42441509,42441399,42441411,42441595,42441386,100.47,49900,12.47,182.25,0.0939,0.0000
42441364,42441366,42441448,42441455,42441425,42441466,42441432,42441398,42441595,42441640,102.77,49500,12.70,187.70,0.0557,0.0000
42441364,42441369,42441698,42441406,42441418,42441572,42441437,42441593,42441427,42441392,98.51,49600,14.17,179.95,0.0499,0.0000
42441366,42441369,42441569,42441406,42441454,42441434,42441421,42441453,42441596,42441398,103.65,49700,16.83,194.45,0.0675,0.0000
42441366,42441364,42441531,42441444,42441574,42441434,42441491,42441398,42441453,42441547,102.96,48600,16.29,190.70,0.0851,0.0000
42441365,42441364,42441439,42441652,42441425,42441496,42441432,42441396,42441658,42441438,100.28,49500,10.07,184.80,0.0469,0.0000
42441365,42441364,42441531,42441455,42441688,42441466,42441496,42441505,42441453,42441396,100.17,47900,10.94,185.80,0.0323,0.0000
42441370,42441363,42441409,42441444,42441558,42441450,42441437,42441596,42441427,42441453,99.88,49300,11.53,190.30,0.0411,0.0000
42441371,42441364,42441569,42441406,42441418,42441572,42441407,42441422,42441624,42441718,97.85,47100,5.57,180.25,0.0440,0.0000
42441364,42441366,42441436,42441406,42441558,42441434,42441491,42441453,42441522,42441450,106.46,49600,14.77,197.70,0.0733,0.0000
42441372,42441366,42441456,42441406,42441465,42441496,42441511,42441443,42441411,42441625,97.56,47500,12.03,180.90,0.0528,0.0000
42441370,42441364,42441456,42441401,42441572,42441603,42441397,42441522,42441438,42441658,99.51,47700,7.43,185.90,0.0616,0.0000
42441366,42441375,42441531,42441406,42441425,42441434,42441421,42441398,42441553,42441453,104.03,49900,19.95,194.11,0.0557,0.0000
42441364,42441372,42441507,42441558,42441563,42441632,42441399,42441482,42441427,42441387,96.82,48500,9.77,183.25,0.0616,0.0000
42441365,42441364,42441834,42441705,42441425,42441466,42441432,42441640,42441396,42441452,100.89,47100,21.47,187.65,0.0411,0.0000
42441369,42441365,42441448,42441444,42441548,42441574,42441437,42441596,42441396,42441392,97.12,49200,8.47,183.40,0.0616,0.0000
42441364,42441374,42441439,42441406,42441574,42441450,42441437,42441392,42441453,42441596,102.63,50000,12.76,189.95,0.0645,0.0000
42441365,42441370,42441507,42441401,42441454,42441496,42441397,42441453,42441438,42441522,100.67,49700,13.32,191.50,0.0704,0.0000
