P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score,MLB $4K Hot Corner [5 Entry Max] ROI,MLB $4K Hot Corner [5 Entry Max] Sim Dupes,MLB $4K Hot Corner [5 Entry Max] Win Rate,MLB $4K Hot Corner [5 Entry Max] Cash Rate,MLB $4K Hot Corner [5 Entry Max] ROI StDev,MLB $12K Chin Music [Single Entry] ROI,MLB $12K Chin Music [Single Entry] Sim Dupes,MLB $12K Chin Music [Single Entry] Win Rate,MLB $12K Chin Music [Single Entry] Cash Rate,MLB $12K Chin Music [Single Entry] ROI StDev,MLB $200K Sinker de Mayo [$50K to 1st] ROI,MLB $200K Sinker de Mayo [$50K to 1st] Sim Dupes,MLB $200K Sinker de Mayo [$50K to 1st] Win Rate,MLB $200K Sinker de Mayo [$50K to 1st] Cash Rate,MLB $200K Sinker de Mayo [$50K to 1st] ROI StDev,MLB $15K Base Hit [Single Entry] ROI,MLB $15K Base Hit [Single Entry] Sim Dupes,MLB $15K Base Hit [Single Entry] Win Rate,MLB $15K Base Hit [Single Entry] Cash Rate,MLB $15K Base Hit [Single Entry] ROI StDev,MLB $7.5K Solo Shot ROI,MLB $7.5K Solo Shot Sim Dupes,MLB $7.5K Solo Shot Win Rate,MLB $7.5K Solo Shot Cash Rate,MLB $7.5K Solo Shot ROI StDev,MLB $30K Four-Seamer [20 Entry Max] ROI,MLB $30K Four-Seamer [20 Entry Max] Sim Dupes,MLB $30K Four-Seamer [20 Entry Max] Win Rate,MLB $30K Four-Seamer [20 Entry Max] Cash Rate,MLB $30K Four-Seamer [20 Entry Max] ROI StDev
42974872,42974871,42975065,42974942,42975020,42974998,42974891,42974997,42975054,42974896,,82.77,66.23749924,84.39999771,102.9624977,113.4499969,131.2149971,153.656994,73.15,49800,1,67.7,80.19443896,78.97745437,79.7531836,78.53619901,163.4809517,78.30850664,77.09152206,77.86725128,76.6502667,4.753280463,0.839307904,-0.131333336,0,0.001142857,0.209142857,5.903793975,-0.189857148,0,0.000428571,0.187571429,5.417383859,-0.014126983,0,0,0.21,15.45674369,-0.089523815,0,0.001428571,0.167428571,6.24082671,-0.052214289,0,0.000285714,0.212428571,14.05741798,0.203214284,0,0.000571429,0.210714286,19.35090654
42974869,42974871,42975082,42974908,42975126,42975120,42974958,42975036,42974910,42974890,,94.12,72.29999924,92.19999695,111.0999985,122.7799995,143.8425026,167.379503,110.41,49100,1,68.7,87.48576553,85.05861844,86.25999506,83.83284798,171.5473548,85.10740611,82.68025902,83.88163564,81.45448855,8.99492592,8.128540218,0.023999998,0,0.001428571,0.259428571,5.979015835,-0.095714282,0,0.000428571,0.222714286,5.235786868,0.126785722,0,0,0.254,19.07497418,-0.092500001,0,0.001142857,0.211428571,4.978356459,-0.079357145,0,0,0.255571429,7.268406827,-0.157250002,0,0.000142857,0.246428571,8.425247593
42974867,42974871,42975119,42975039,42974941,42975075,42974901,42975027,42974920,42974962,,97.56,74.78750229,91.29999924,110.9000015,122.4724972,141.6175026,171.916994,119.16,50000,1,97.95,89.95167208,87.24406915,88.54171209,85.83410916,174.057631,87.46870325,84.76110031,86.05874326,83.35114032,9.218932836,-1.471281238,-0.029809525,0,0.000285714,0.266285714,4.871748843,-0.108857147,0,0.000428571,0.227714286,5.062739048,-0.078452393,0,0,0.256285714,12.23492814,-0.064523809,0,0.000571429,0.214,5.181802271,0.089285716,0,0.000285714,0.263142857,14.21406732,-0.082285713,0,0.000142857,0.248285714,10.52077986
42974867,42974879,42974956,42974913,42974918,42975232,42974965,42974960,42975128,42974925,,88.99,70.47500038,87.875,107.1999969,118.6875015,140.775,155.900994,89.97,49200,1,122.2,82.40416902,80.21220172,81.2317818,79.03981451,167.8803056,80.517816,78.32584871,79.34542878,77.15346149,4.546805684,-16.94899052,-0.174190477,0,0.001142857,0.214285714,5.673293651,-0.225571416,0,0.000285714,0.193,4.522240893,0.458928585,0,0.000285714,0.218714286,35.77454358,-0.261785716,0,0.000857143,0.165714286,4.731976036,-0.023500003,0,0.000285714,0.221571429,13.91916869,-0.048964288,0,0.000285714,0.211428571,14.14436456
42974867,42974878,42974956,42975035,42975012,42974957,42974965,42974918,42975016,42974925,,89.59,69.07499886,87.02500153,104.6124992,113.4724972,132.1125061,155.210497,71.75,49900,1,140.5,83.49701141,81.75074878,82.49899626,80.75273363,168.8943909,82.25028412,80.50402149,81.25226897,79.50600634,3.871787606,-20.23642808,-0.243428573,0,0.000857143,0.205714286,4.97447258,-0.252857149,0,0.000571429,0.177428571,5.751224154,0.526904732,0,0.000285714,0.201,47.73281719,-0.293214291,0,0.001142857,0.161714286,4.917787159,-0.020142857,0,0.000428571,0.203571429,16.35382794,0.007535715,0,0.000428571,0.198285714,16.7048312
42974867,42974872,42975123,42975035,42974984,42974923,42975141,42975023,42974892,42974925,,91.72,72.47500038,89.39999771,107.8749981,118.1650013,139.385006,162.312003,110.69,49500,1,151.25,84.72532207,82.18332573,83.42042146,80.87842512,169.590236,82.31893551,79.77693917,81.0140349,78.47203856,7.659894267,-3.071998432,-0.072000004,0,0.001428571,0.246857143,5.894368321,-0.129714278,0,0.001,0.21,6.245585728,0.150436506,0,0.000142857,0.239714286,25.62166884,-0.113809526,0,0.001428571,0.197142857,5.718927757,-0.05721429,0,0.000285714,0.241,11.24525789,-0.053892858,0,0.000285714,0.232714286,11.96053033
42974876,42974870,42974956,42975039,42974941,42974966,42975105,42974888,42974920,42974974,,97.46,75.72500229,95.15000153,115.9250011,128,146.2650002,171.2219969,127.95,50000,1,104.3,89.07590908,86.03645018,87.48579129,84.44633238,173.6756647,86.31800353,83.27854463,84.72788574,81.68842683,11.15332611,16.94957316,0.128380954,0,0.001142857,0.290285714,6.1572691,-0.101142857,0,0.000142857,0.251285714,3.53484588,-0.150634916,0,0,0.282714286,7.134743479,-0.004880952,0,0.000571429,0.234,4.990473662,0.033928573,0,0.000142857,0.289714286,10.31782914,-0.183428574,0,0,0.273142857,5.158185404
42975423,42974879,42974968,42974952,42974921,42974943,42974893,42974935,42974915,42975129,,77.58,61.40000153,79.5,97.67500114,108.4225018,125.0099972,144.5525031,32.26,49000,1,52.55,77.06931297,76.82189684,77.11696278,76.86954665,160.3644939,76.13646536,75.88904923,76.18411516,75.93669903,2.430022884,-36.23043299,-0.236095235,0,0.001142857,0.173714286,5.627148365,-0.240142852,0,0.000571429,0.15,6.073715171,0.760912687,0,0.000428571,0.166142857,57.05585561,-0.281785697,0,0.000857143,0.140285714,5.177972613,-0.152214287,0,0.000285714,0.174571429,11.96758614,-0.128499997,0,0.000285714,0.168857143,11.98651477
42974869,42974870,42975082,42975021,42974921,42974966,42974901,42975117,42975150,42974892,,90.55,75.64999771,93.82500076,114.2125015,124.3750031,141.25,160.908994,115.25,49300,1,97.65,83.67265719,81.10361167,82.37304701,79.80400149,168.6062875,81.16396138,78.59491586,79.8643512,77.29530568,9.803882173,-1.028100587,-0.149047628,0,0.000857143,0.252,5.105773954,-0.06857143,0,0.000857143,0.221,6.493463771,0.410674598,0,0.000142857,0.256857143,35.02010421,-0.170595229,0,0.001142857,0.200285714,4.94314244,-0.180285715,0,0,0.256714286,6.423140766,-0.120178569,0,0.000142857,0.250571429,8.987263946
42974868,42974872,42975066,42975035,42974918,42974923,42974965,42975002,42975036,42974925,,85.04,70.08749962,87.375,105.1750011,114.1950008,131.0725029,149.7605,73.77,49400,1,125.95,79.71936609,78.02526047,78.82076831,77.12666269,165.2249341,78.23144038,76.53733477,77.3328426,75.63873698,4.419301046,-19.43606883,-0.1815238,0,0.001142857,0.214285714,5.519915018,-0.215857141,0,0.000285714,0.191857143,4.571401601,0.25944443,0,0.000142857,0.215857143,29.72456588,-0.220476195,0,0.000571429,0.171428571,4.902955192,-0.16371429,0,0,0.218142857,7.837276905,0.243821427,0,0.000428571,0.214571429,18.38679145
42974868,42974869,42974981,42974913,42975112,42974926,42974965,42975016,42974918,42975128,,88.96,72.96249962,89.05000305,109.0625,120.3649982,140.2949997,158.5089999,103.69,49600,1,88.95,82.61312009,80.2471662,81.42703808,79.06108419,167.536151,80.25958646,77.89363257,79.07350445,76.70755056,5.757901202,-7.159794122,-0.045904759,0,0.001428571,0.229714286,6.148004249,-0.16371429,0,0.000571429,0.210571429,5.398440457,0.24305556,0,0.000142857,0.236,33.22558856,-0.124880947,0,0.000857143,0.188857143,5.358135224,-0.143285718,0,0.000142857,0.239857143,9.605419815,-0.043857142,0,0.000142857,0.236428571,11.47907396
42974867,42974871,42975124,42975098,42974944,42974894,42975101,42974970,42974939,42974993,,99.03,73.05000305,92.09999847,111.5249996,120.8649982,141.1025055,160.860506,104.6,49000,1,39.95,87.55438441,84.43301719,85.56085686,82.43948964,175.5522169,86.16439294,83.04302571,84.17086539,81.04949817,6.948038326,-2.009149082,-0.068380952,0,0.000857143,0.262857143,5.10036011,-0.114,0,0.000428571,0.217285714,5.181637554,-0.046230159,0,0,0.250571429,14.36214307,-0.155833334,0,0.000285714,0.212,4.078098163,0.201857142,0,0.000571429,0.254571429,18.51262927,-0.096035718,0,0.000142857,0.238714286,10.23059467
42974868,42974876,42975040,42974995,42974921,42974966,42974912,42975117,42974935,42974924,,86.98,73.96249962,91.59999847,111.1374989,121.7224972,142.2024971,163.106506,98.79,49500,1,88.6,83.76613011,82.05359654,83.13060545,81.41807188,166.1861904,81.17062805,79.45809448,80.53510339,78.82256982,6.547742927,9.062245488,-0.090285718,0,0.000571429,0.248285714,4.997685901,-0.131285716,0,0.000428571,0.221428571,5.113409031,0.180555552,0,0.000142857,0.253428571,27.91430004,-0.105476193,0,0.000857143,0.194857143,5.31359123,-0.110928576,0,0.000142857,0.255857143,9.030273525,-0.021678573,0,0.000285714,0.252714286,13.17413925
42974869,42974872,42975123,42974913,42974903,42974923,42974927,42974920,42975027,42975293,,93.55,74.68749809,93.55000305,113.8125,124.9075008,141.7349968,160.210997,123.33,50000,1,103,84.01013568,80.80280885,82.22484298,79.01751615,170.6581906,81.52932599,78.32199916,79.74403329,76.53670647,10.9396736,3.48999016,-0.071047619,0,0.001428571,0.28,5.569141154,-0.175285712,0,0.000285714,0.241285714,4.227447416,0.329563491,0,0.000142857,0.280285714,33.77423286,-0.20404762,0,0.000571429,0.213428571,4.384767044,-0.007142859,0,0.000285714,0.282857143,13.59484121,-0.151178572,0,0.000142857,0.270857143,8.783852278
42974867,42974878,42974904,42975021,42974941,42974953,42975101,42974905,42974993,42975069,,93.97,70.67499733,89.74999619,110.5999985,122.4000015,141.4974968,165.2564999,89.38,49500,1,83.5,87.65442202,85.58967155,86.55874763,84.49399715,171.8941008,85.84286818,83.77811771,84.74719378,82.68244331,5.248030905,-14.27253634,-0.172666669,0,0.000571429,0.226857143,4.953529657,-0.156142864,0,0.000428571,0.188,5.491595835,0.120238081,0,0.000142857,0.214571429,26.83477139,-0.093690477,0,0.000857143,0.182571429,5.661612055,-0.034071431,0,0.000285714,0.214714286,11.85776924,0.057071425,0,0.000428571,0.206428571,15.19635843
42974876,42974867,42975123,42974913,42975105,42974937,42974893,42974932,42974960,42975293,,97.75,80.48749924,98.875,117.6124992,128.8075035,147.4599968,173.255,150.1,49000,1,77.9,88.71035306,85.17871303,86.91589344,83.38425341,173.3278391,85.29327145,81.76163142,83.49881183,79.9671718,13.00194763,10.94702482,-0.031333331,0,0.000571429,0.333142857,4.072158953,-0.015000001,0,0.000428571,0.284142857,5.053347634,-0.128809523,0,0,0.317571429,7.112988683,-0.055595238,0,0.000571429,0.264857143,4.348258916,0.051357144,0,0.000285714,0.327571429,13.25525196,-0.100071423,0,0.000142857,0.309857143,8.126641168
42974877,42974867,42974990,42974986,42974918,42975232,42975120,42975003,42974910,42974890,,88.89,70.55000305,88.65000153,107.6999969,117.3649982,134.8200027,151.0625031,81.07,49900,1,84.65,81.45080151,79.34462855,80.19296851,78.08679555,168.1442158,80.16361464,78.05744168,78.90578164,76.79960868,5.54457399,-23.64432365,-0.206857145,0,0.001428571,0.214,5.701556788,-0.256857149,0,0.000285714,0.190857143,4.662569204,0.23892856,0,0.000142857,0.212285714,33.43508678,-0.289642841,0,0.000571429,0.171428571,4.576543225,0.119285711,0,0.000571429,0.217285714,18.78882708,0.113464292,0,0.000428571,0.209285714,17.50822528
42974876,42974871,42975031,42974942,42974903,42974987,42975120,42975070,42974890,42974896,,93.92,74.23749924,92.04999924,111.9874973,123.2149979,143.8350029,162.0625031,115.6,50000,1,75.35,85.32530731,82.46258613,83.74513918,80.882418,171.2278619,83.05781628,80.19509509,81.47764815,78.61492696,9.021948814,-7.770778239,0.05447619,0,0.000571429,0.264,5.648054923,-0.109714285,0,0.000428571,0.228857143,4.771784949,-0.058611113,0,0,0.256285714,14.30993316,-0.084285714,0,0.000571429,0.207714286,4.655988963,-0.042714285,0,0.000142857,0.261714286,9.58664438,-0.040928572,0,0.000285714,0.251857143,11.32936373
42974867,42974872,42975123,42975098,42974984,42974894,42974927,42974939,42975023,42975002,,92.76,73.31249809,91.17499924,110.3125,122.3499996,138.7024971,163.406494,113.98,49500,1,103.25,85.4276417,82.80981156,84.0638963,81.44606616,170.3733862,83.02913288,80.41130274,81.66538748,79.04755734,9.703229391,9.957291186,-0.049904764,0,0.000571429,0.264857143,5.210464287,-0.079285715,0,0.000285714,0.234857143,5.057026532,-0.032261908,0,0,0.269571429,10.11427543,-0.049642857,0,0.001142857,0.212285714,5.571143932,-0.05957143,0,0.000142857,0.270428571,9.14683458,-0.011642858,1,0.000285714,0.260571429,11.27358602
42974869,42974867,42975153,42975035,42974918,42974926,42974912,42975008,42975016,42975128,,90.36,72.67499733,89.92499924,108.4874973,119.149995,137.8200027,160.904494,99.85,49200,1,100.25,84.33404063,82.1521637,83.237221,81.05534406,168.8257605,82.17568837,79.99381144,81.07886873,78.8969918,5.1621956,-3.347374871,-0.047333334,0,0.001428571,0.250285714,5.993092389,-0.13214286,0,0.000714286,0.215571429,6.008879018,0.377142854,0,0.000142857,0.246142857,30.00015495,-0.111547619,0,0.001142857,0.201714286,5.330262098,-0.194214281,0,0,0.245857143,6.58198352,-0.175035713,0,0.000142857,0.239285714,8.774440374
42974870,42974871,42974981,42974913,42975112,42974937,42975298,42975060,42974932,42974889,,90.6,72.25,89.17499924,110.6750011,122.1299992,139.402494,156.258,117.92,49200,1,43.35,81.7287361,78.68535758,80.06141424,77.01803572,168.4323298,79.26788796,76.22450944,77.6005661,74.55718758,5.972435549,-2.628817782,-0.014571428,0,0.002285714,0.229714286,6.99546409,-0.127999995,0,0.000714286,0.202142857,6.219983592,0.115476191,0,0,0.226,23.01066504,-0.003095238,0,0.001714286,0.184,6.768466095,-0.120071433,0,0,0.232285714,7.140026328,-0.133464288,0,0.000142857,0.22,10.7628206
42974867,42974870,42975082,42974913,42975105,42974966,42974912,42975150,42975008,42974905,,94.57,77.43749809,96.625,117.2749996,129.1949944,150.6549942,173.421994,147.95,49800,1,84.9,87.60976275,84.44637885,86.16018819,82.99680429,170.8760545,83.91790929,80.75452539,82.46833473,79.30495083,12.3272239,5.675918981,-0.136285707,0,0.000285714,0.304571429,3.554929175,-0.048857143,0,0.000428571,0.268,4.790034262,0.178452387,0,0.000142857,0.305142857,26.03167794,-0.071190476,0,0.000571429,0.245142857,4.557689231,-0.119071422,0,0.000142857,0.308714286,8.030038158,-0.08707143,0,0.000142857,0.299428571,8.232694685
42974877,42974867,42975066,42975223,42974918,42974926,42975022,42974892,42975016,42975057,,88.87,68.94999695,83.5,101.5500031,111.7449974,130.3000031,150.6574939,68.27,49000,1,90.65,81.85743857,80.00509321,80.71634741,78.86400205,168.4026733,80.86476713,79.01242177,79.72367597,77.87133061,3.683361284,-28.41202021,-0.342285722,0,0.000857143,0.176285714,4.816978818,-0.275714293,0,0.000714286,0.153285714,6.026993506,0.741746008,0,0.000142857,0.171571429,44.44882869,-0.379285723,0,0.000571429,0.138,4.395448977,0.058357142,0,0.000571429,0.177857143,18.77720055,-0.087464285,0,0.000285714,0.172,14.35727766
42974876,42974867,42974956,42974913,42975105,42974937,42975053,42974960,42975006,42974931,,98.08,77.53750229,97.47499847,116.1500015,126.4249985,151.4074944,171.606506,142.92,49300,1,62.9,88.62817053,85.13980902,86.79374506,83.30538355,173.753609,85.5007879,82.0124264,83.66636243,80.17800092,10.93676781,-5.860225856,-0.114,0,0.000571429,0.306285714,3.991783728,-0.123285707,0,0.000428571,0.254428571,4.634876826,0.16619046,0,0.000142857,0.289,26.37753359,-0.17761904,0,0.000571429,0.240857143,3.760933675,0.049357142,0,0.000428571,0.297428571,15.50590539,-0.085535714,0,0.000285714,0.282857143,12.97469082
42974868,42974870,42975270,42974986,42974918,42974957,42975022,42974962,42974892,42975033,,91.72,73.78750229,91.30000305,110.8624992,121.4300011,138.3575058,160.8725061,91.42,49900,1,108.6,85.29406387,83.19501526,84.17099292,82.0719443,170.1124721,83.48920185,81.39015323,82.36613089,80.26708228,6.847830749,-1.122787874,-0.164761901,0,0.001714286,0.225428571,5.973478117,-0.139142852,0,0.000857143,0.207714286,5.664197246,0.117341265,0,0,0.232142857,17.99500324,-0.208095238,0,0.000857143,0.190857143,5.025566574,-0.007714286,0,0.000428571,0.237142857,12.84537686,0.116892859,0,0.000428571,0.235,13.99022159
42974868,42974872,42974981,42974913,42975112,42974957,42975022,42974905,42974960,42975057,,90.18,72.83749771,92.77500153,111.7875004,123.2299976,145.25,167.4104939,110.49,49000,1,56.95,85.62714838,83.42815084,84.70978488,82.51078735,168.291181,82.69960976,80.50061223,81.78224627,79.58324873,8.559464997,-7.818122208,-0.109619051,0,0.000285714,0.254571429,4.802719089,-0.124285713,0,0.000428571,0.228428571,4.935466505,0.094801589,0,0,0.252857143,19.72658914,-0.128809527,0,0.000285714,0.203714286,4.548193799,0.01671429,0,0.000285714,0.257714286,11.40614169,-0.034285713,0,0.000142857,0.254857143,9.404145609
42974876,42974867,42974981,42974913,42975112,42974923,42974927,42974960,42974932,42975293,,99.87,81.20000076,100.7750015,119.5625019,131.0375,147.4799973,170.092003,160.26,49400,1,85.9,87.91809977,83.71414117,85.59626564,81.39230704,174.7036356,84.5935605,80.3896019,82.27172637,78.06776777,14.41822827,13.51590455,0.182380959,0,0.001714286,0.355142857,6.247689659,-0.029571429,0,0,0.301285714,2.777522756,-0.169087298,0,0,0.341,3.426959629,-0.02,0,0,0.280857143,3.652939238,-0.048214285,0,0,0.35,4.657477638,-0.201142855,1,0,0.332857143,2.534439787
42974876,42974872,42975270,42975035,42974918,42974926,42974965,42974936,42974910,42974925,,86.8,68.72500038,84.77500153,102.9624977,113.8150028,131.4224945,148.8620061,59.95,49100,1,125.65,80.87805123,79.34370525,79.94816142,78.41381544,166.9898698,79.99457251,78.46022653,79.0646827,77.53033673,3.776087322,-12.41801381,-0.247333333,0,0.000285714,0.199142857,4.223148701,-0.230285712,0,0.000571429,0.172714286,5.571549604,0.145515889,0,0.000142857,0.190571429,28.1122942,-0.16452381,0,0.001142857,0.159428571,5.729795019,0.036785718,0,0.000428571,0.196714286,16.33348418,0.173928574,0,0.000428571,0.193142857,17.87983741
42974867,42974879,42975270,42974972,42975012,42974937,42974901,42974892,42975092,42975033,,89.8,71.48749924,88.14999771,106.6500015,117.3000031,134.5600029,157.0045,91.72,49000,1,111.2,83.14118994,80.95751303,81.96356275,79.77988583,168.5437835,81.30066798,79.11699107,80.12304078,77.93936387,5.954614027,-23.69166762,-0.259238094,0,0.001142857,0.211428571,5.201236305,-0.289571427,0,0.000571429,0.181,5.122567209,0.741190478,0,0.000428571,0.203571429,42.31240691,-0.285833329,0,0.001142857,0.164857143,5.13497729,-0.104000002,0,0.000428571,0.207571429,13.40020237,-0.088642851,0,0.000428571,0.195857143,13.16056671
42974869,42975477,42974907,42974986,42975076,42975075,42974901,42974892,42974962,42974961,,90.9,73.97500038,93.29999924,111.5125008,123.0299995,144.7974998,167.853506,96.1,49600,1,73.9,86.96227335,85.16989646,86.22506436,84.43268746,169.3098174,84.53397864,82.74160175,83.79676965,82.00439276,8.006372632,-5.008322746,-0.012476191,0,0.000857143,0.247142857,5.979945577,-0.135714285,0,0.000428571,0.205428571,5.265478458,-0.087499999,0,0,0.229285714,12.62204033,0.03202381,0,0.002285714,0.194571429,6.927426819,0.047642857,0,0.000285714,0.237428571,13.7646603,-0.13014286,0,0,0.228428571,6.932883865
42974870,42974871,42974990,42974942,42974984,42974923,42974927,42975293,42975023,42974896,,93.18,74.75,93.67499924,114.6124992,124.8024998,144.1325058,163.5580031,129.89,49800,1,90.35,84.7238858,81.61373949,83.09753029,79.98738398,170.2439682,81.8988689,78.78872259,80.2725134,77.16236709,10.60525427,6.669853628,-0.013428572,0,0.000571429,0.269428571,5.016250797,-0.121142857,0,0.000285714,0.241428571,4.270249163,0.162063479,0,0.000142857,0.275571429,25.51744335,-0.050238099,0,0.001142857,0.213142857,5.431430059,-0.095571429,0,0,0.278857143,6.560617172,-0.168964289,0,0,0.267142857,4.398069708
42974867,42974884,42975119,42975039,42974941,42974899,42974891,42975027,42974920,42975096,,90.89,68.38750076,87.125,105.4999981,118.5099972,137.2074974,158.700497,90.18,49300,1,85.45,84.35507247,82.27034866,83.2201043,81.13538048,169.5127849,82.64077373,80.55604992,81.50580556,79.42108174,6.911599086,-13.04188371,-0.226285711,0,0.000285714,0.241428571,3.788349037,-0.177999996,0,0.000714286,0.197857143,5.595193938,0.598253995,0,0.000285714,0.227714286,37.48774393,-0.241071418,0,0.000285714,0.188,4.182169925,-0.088785712,0,0.000142857,0.230714286,10.65127002,-0.151535712,0,0.000142857,0.216285714,9.403517445
42974876,42974871,42975040,42975076,42974921,42974987,42974958,42975036,42974910,42974890,,92.34,74.62500191,92.54999924,111.2625008,121.7575005,138.3700058,167.133506,106.99,49200,1,33.35,86.88880428,84.71473083,85.87020495,83.69613151,170.2406133,84.44098123,82.26690778,83.4223819,81.24830845,8.410835075,-12.99453974,-0.075714283,0,0.000571429,0.255142857,4.878668897,-0.121714285,0,0.000428571,0.222285714,4.909198389,0.085793674,0,0,0.249285714,16.53298998,-0.152738094,0,0.000571429,0.203714286,4.499223306,0.082214288,0,0.000142857,0.257142857,10.52299855,-0.105500001,0,0.000142857,0.246428571,8.670964735
42974867,42974870,42975066,42975035,42975020,42974926,42974891,42974974,42975054,42975128,,88.82,70.19999695,87.34999847,104.3499985,114.3075024,133.1000061,152.0045,82.52,49200,1,73.9,81.65406271,79.56637339,80.43485186,78.34716255,168.0489397,80.26783815,78.18014884,79.0486273,76.96093799,3.914332584,-5.47307469,-0.098095238,0,0.001714286,0.212571429,6.477896204,-0.205142863,0,0.000571429,0.180428571,5.873326331,-0.035158731,0,0,0.208571429,15.83787051,-0.101547621,0,0.001714286,0.169714286,6.364364423,-0.00257143,0,0.000285714,0.209857143,14.61542397,0.154642861,0,0.000428571,0.203857143,17.76760506
42974868,42975423,42974981,42974913,42975105,42974937,42974958,42974905,42975003,42974910,,86.57,73.94999695,93.57500076,113.7625008,124.5225002,144.2124969,167.2274969,121.04,49900,1,47.55,83.52861239,81.36414776,82.80074917,80.63628455,165.1448683,79.94667138,77.78220676,79.21880817,77.05434354,9.296106426,-1.195904147,-0.103428572,0,0.001142857,0.264571429,5.058806653,-0.091571428,0,0.000285714,0.232428571,4.741926506,-0.207341276,0,0,0.262,6.840229559,-0.027380953,0,0.000857143,0.215142857,5.566315954,0.043571429,0,0.000285714,0.266428571,13.62978881,0.097785712,0,0.000285714,0.260285714,14.39207524
42974876,42974870,42975040,42974995,42974903,42974998,42974976,42974924,42975070,42974896,,87.32,71.93749809,90.95000076,110.4000053,120.9075008,139.3125031,161.400994,97.85,49200,1,126.3,83.35626589,81.52650481,82.598461,80.76869992,166.4634339,80.89820223,79.06844115,80.14039733,78.31063625,6.160955523,-13.30437362,-0.146761909,0,0.002,0.236285714,6.149281852,-0.196571432,0,0.000571429,0.196857143,5.74616731,0.361031741,0,0.000142857,0.224,31.03615714,-0.118214287,0,0.002,0.184857143,6.36353884,-0.090928569,0,0.000285714,0.230857143,12.52847597,-0.097285718,0,0.000285714,0.223142857,12.21655069
42974868,42974876,42975082,42975021,42974921,42974966,42974912,42975024,42975003,42974910,,89.35,76.18749809,92.32500076,111.6624985,125.0800026,140.3675056,165.3550061,112.22,49000,1,60.6,84.81488738,82.6807437,83.91410022,81.77995655,167.7356048,82.01560498,79.8814613,81.11481782,78.98067415,9.303636354,10.98568365,-0.116285712,0,0.000571429,0.260857143,4.580590679,-0.083,0,0.000285714,0.240142857,4.418346391,0.023412697,0,0,0.270571429,18.96434273,-0.06404762,0,0.000571429,0.214857143,5.026209588,-0.025857143,0,0.000285714,0.272714286,13.14094333,-0.023392859,0,0.000142857,0.265,10.3886526
42974869,42974867,42975066,42975035,42975076,42975075,42974965,42974905,42974962,42974918,,90.91,75.42499733,92.27500153,109.6124992,121.2074974,138.8000031,164.311003,109.81,49900,1,93.25,85.16371393,82.8593576,84.07246249,81.76810616,169.0018004,82.61565069,80.31129436,81.52439925,79.22004292,6.003775731,-8.713167906,-0.141904756,0,0.001142857,0.227428571,5.398611478,-0.176000003,0,0.000428571,0.197142857,5.294291421,0.288412705,0,0.000142857,0.224428571,34.24981281,-0.101785712,0,0.001142857,0.176285714,5.893634479,0.0035,0,0.000285714,0.228285714,13.53620222,-0.161428566,0,0.000142857,0.220428571,9.101730871
42974876,42974867,42975066,42975035,42974918,42974926,42974965,42974888,42975150,42975099,,91.54,70.28750229,88.07500076,107,117.2649998,137.0900032,156.1549939,94.51,49200,1,97.9,83.44823038,80.99898695,82.02897936,79.57973592,169.8630166,81.77750418,79.32826074,80.35825315,77.90900972,4.488592079,-12.81384975,-0.226476192,0,0.000571429,0.226285714,4.662951987,-0.164428569,0,0.000714286,0.190857143,6.248022375,0.489444435,0,0.000285714,0.219428571,47.36463859,-0.253928572,0,0.000857143,0.176,4.795559955,-0.190714285,0,0,0.224857143,7.046708117,0.056607142,0,0.000428571,0.214428571,16.50342254
42974868,42974867,42975019,42974995,42975126,42974947,42974991,42975117,42974915,42974935,,90.24,73.53750229,89.60000229,107.5499992,118.25,141.7574997,159.8180031,98.52,49500,1,105.2,84.07127672,81.91306357,82.96225942,80.80404627,168.8031993,82.03270646,79.87449331,80.92368916,78.76547601,6.517421453,8.128540218,-0.03752381,0,0.001142857,0.263714286,5.405445951,-0.107571427,0,0.000428571,0.229,5.195323699,-0.015357142,0,0,0.257285714,19.12942855,-0.058214288,0,0.001428571,0.214285714,5.636755264,-0.171642855,0,0,0.261285714,5.284236561,0.100321427,0,0.000285714,0.256285714,15.09268126
42974867,42974885,42974956,42974913,42975105,42974937,42974965,42974960,42975016,42974918,,88.82,72.43749809,89.35000229,109.5999985,122.5575035,141.4199944,162.455497,114.94,49000,1,93.55,83.25505594,80.8165681,82.14826962,79.70978178,167.1224936,80.36673771,77.92824987,79.25995139,76.82146354,7.269334536,-6.084058434,-0.14504762,0,0.001142857,0.245142857,5.33025589,-0.159571424,0,0.000571429,0.21,5.743726402,0.325079352,0,0.000142857,0.233428571,31.02962028,-0.131309524,0,0.001142857,0.195714286,5.552356309,-0.071000002,0,0.000285714,0.241428571,12.61713742,-0.108428572,0,0.000142857,0.230714286,11.26187826
