P,P,C,1B,2B,3B,SS,OF,OF,OF,Projection,Salary,Ownership,Ceiling,MC_EV,MC_Top1Pct
42429591,42429595,42429807,42429608,42429670,42429731,42429729,42429716,42429628,42429621,102.03,47700,10.70,183.56,0.0440,0.0000
42429593,42429604,42429728,42429625,42429670,42429644,42429639,42429696,42429621,42429615,102.12,48600,12.72,189.80,0.0557,0.0000
42429595,42429591,42429665,42429619,42429670,42429731,42429629,42429694,42429814,42429606,98.72,48800,8.65,179.56,0.0411,0.0000
42429595,42429592,42429661,42429619,42429636,42429744,42429616,42429660,42429621,42429776,98.18,49600,9.53,182.06,0.0704,0.0000
42429591,42429593,42429668,42429608,42429706,42429757,42429727,42429648,42429617,42429660,103.06,48800,20.46,187.80,0.0469,0.0000
42429595,42429593,42429665,42429608,42429670,42429739,42429729,42429628,42429638,42429694,100.75,48200,11.21,182.56,0.0704,0.0000
42429591,42429594,42429661,42429619,42429754,42429744,42429616,42429621,42429617,42429776,99.42,49800,12.00,182.40,0.0645,0.0000
42429593,42429591,42429807,42429625,42429710,42429644,42429652,42429617,42429621,42429660,111.11,49700,22.72,199.80,0.0733,0.0000
42429593,42429599,42429665,42429659,42429739,42429644,42429652,42429611,42429723,42429620,99.57,48300,13.14,183.86,0.0704,0.0000
42429595,42429591,42429665,42429608,42429710,42429840,42429729,42429610,42429628,42429694,99.20,48400,8.00,181.56,0.0469,0.0000
42429592,42429595,42429728,42429619,42429664,42429744,42429616,42429643,42429621,42429776,98.17,48600,12.16,180.06,0.0704,0.0000
42429596,42429592,42429641,42429625,42429664,42429644,42429729,42429660,42429645,42429621,101.21,49600,17.39,189.70,0.0645,0.0000
42429591,42429593,42429668,42429608,42429715,42429649,42429804,42429648,42429685,42429617,100.77,48900,16.11,185.80,0.0704,0.0000
42429596,42429595,42429728,42429625,42429686,42429795,42429639,42429660,42429621,42429606,101.41,49300,18.71,187.96,0.0616,0.0000
42429593,42429591,42429661,42429659,42429739,42429629,42429652,42429617,42429638,42429722,100.74,48900,15.98,184.80,0.0763,0.0000
42429592,42429593,42429661,42429785,42429742,42429644,42429616,42429744,42429660,42429606,98.70,48500,10.40,179.30,0.0792,0.0000
42429592,42429591,42429665,42429619,42429664,42429785,42429616,42429643,42429744,42429621,99.03,49700,11.45,181.30,0.0704,0.0000
42429593,42429595,42429665,42429659,42429706,42429702,42429652,42429638,42429660,42429620,101.65,47900,14.29,185.56,0.0792,0.0000
42429599,42429595,42429665,42429699,42429678,42429644,42429618,42429606,42429759,42429621,100.72,49600,23.85,186.62,0.0645,0.0000
42429593,42429595,42429665,42429625,42429719,42429731,42429612,42429814,42429694,42429628,99.03,47100,6.52,180.71,0.0499,0.0000
42429591,42429595,42429807,42429608,42429670,42429609,42429729,42429628,42429827,42429651,100.91,48400,9.22,181.56,0.0411,0.0000
42429591,42429593,42429668,42429625,42429754,42429649,42429822,42429650,42429621,42429648,102.00,47800,14.63,185.95,0.0469,0.0000
42429593,42429591,42429668,42429608,42429715,42429795,42429612,42429648,42429827,42429617,101.99,49200,12.26,184.80,0.0499,0.0000
42429595,42429594,42429661,42429625,42429664,42429744,42429616,42429776,42429660,42429643,99.77,47700,12.67,182.16,0.0645,0.0000
42429593,42429595,42429627,42429659,42429739,42429644,42429652,42429620,42429669,42429797,99.80,47500,16.17,184.56,0.0587,0.0000
42429593,42429591,42429641,42429623,42429732,42429644,42429673,42429660,42429638,42429621,106.36,50000,15.27,196.80,0.0821,0.0000
42429591,42429593,42429668,42429608,42429754,42429649,42429673,42429814,42429663,42429617,102.39,48400,14.91,187.80,0.0587,0.0000
42429593,42429595,42429724,42429659,42429739,42429644,42429652,42429648,42429660,42429611,101.96,47900,15.75,185.56,0.0792,0.0000
42429595,42429591,42429661,42429625,42429670,42429772,42429616,42429814,42429694,42429628,100.93,47500,8.42,181.56,0.0440,0.0000
42429598,42429593,42429728,42429625,42429754,42429644,42429613,42429621,42429703,42429660,102.67,48500,17.32,190.70,0.0616,0.0000
42429592,42429593,42429661,42429619,42429739,42429644,42429616,42429776,42429696,42429643,98.86,48400,9.35,184.30,0.1056,0.0000
42429592,42429591,42429705,42429619,42429824,42429744,42429616,42429643,42429703,42429621,97.97,48300,11.47,182.30,0.0645,0.0000
42429595,42429593,42429661,42429608,42429732,42429840,42429729,42429628,42429814,42429606,100.75,47600,8.16,184.56,0.0440,0.0000
42429593,42429595,42429807,42429608,42429670,42429609,42429673,42429694,42429628,42429814,100.41,48200,8.96,181.56,0.0469,0.0000
42429591,42429595,42429668,42429608,42429706,42429649,42429652,42429700,42429617,42429660,103.51,49800,25.57,189.56,0.0528,0.0000
42429595,42429591,42429668,42429608,42429835,42429649,42429822,42429617,42429660,42429645,101.24,48000,20.15,184.71,0.0557,0.0000
42429591,42429593,42429668,42429625,42429754,42429649,42429652,42429648,42429617,42429643,104.90,49800,20.49,192.80,0.0733,0.0000
42429593,42429594,42429641,42429659,42429706,42429739,42429652,42429638,42429660,42429620,98.71,48200,11.72,184.40,0.0675,0.0000
42429591,42429592,42429668,42429625,42429653,42429649,42429729,42429617,42429754,42429648,100.67,48800,15.55,186.30,0.0587,0.0000
42429591,42429595,42429668,42429619,42429754,42429649,42429613,42429648,42429751,42429617,101.05,49900,15.19,186.56,0.0733,0.0000
42429591,42429593,42429668,42429608,42429706,42429747,42429612,42429754,42429617,42429703,101.81,49400,11.15,186.80,0.0411,0.0000
42429593,42429594,42429665,42429625,42429678,42429644,42429652,42429621,42429660,42429648,106.90,49900,23.93,197.40,0.0469,0.0000
42429593,42429591,42429724,42429659,42429739,42429795,42429616,42429638,42429617,42429620,101.48,49400,13.72,184.80,0.0733,0.0000
42429591,42429593,42429724,42429655,42429653,42429739,42429652,42429685,42429620,42429621,100.17,48500,9.20,183.80,0.0675,0.0000
42429591,42429595,42429668,42429699,42429754,42429649,42429613,42429648,42429617,42429651,100.43,49200,20.57,185.56,0.0763,0.0000
42429593,42429591,42429705,42429659,42429739,42429702,42429673,42429606,42429638,42429621,102.45,49400,14.74,186.80,0.0440,0.0000
42429591,42429593,42429668,42429608,42429706,42429644,42429770,42429648,42429709,42429660,102.01,47700,19.11,185.80,0.0469,0.0000
42429591,42429596,42429728,42429625,42429835,42429644,42429616,42429621,42429660,42429663,102.26,48800,19.74,187.20,0.0645,0.0000
42429595,42429593,42429724,42429659,42429739,42429644,42429652,42429620,42429645,42429663,100.57,47600,12.79,184.56,0.0704,0.0000
