P,P,C,1B,2B,3B,SS,OF,OF,OF,Projection,Salary,Ownership,Ceiling,MC_EV,MC_Top1Pct
42441366,42441364,42441409,42441555,42441454,42441572,42441491,42441625,42441453,42441398,102.98,48200,14.76,190.70,0.1027,0.0000
42441372,42441364,42441609,42441389,42441465,42441617,42441511,42441411,42441522,42441395,98.33,49300,8.77,180.25,0.0675,0.0000
42441364,42441370,42441720,42441455,42441425,42441496,42441394,42441692,42441396,42441398,102.13,49900,14.43,188.05,0.0763,0.0000
42441366,42441372,42441456,42441406,42441554,42441434,42441496,42441453,42441625,42441398,103.45,48000,19.26,190.90,0.1144,0.0000
42441374,42441364,42441409,42441558,42441498,42441445,42441511,42441395,42441553,42441433,97.96,48600,8.38,183.95,0.0909,0.0000
42441372,42441370,42441486,42441406,42441574,42441434,42441437,42441392,42441596,42441400,99.69,49400,11.96,185.95,0.0909,0.0000
42441365,42441364,42441719,42441444,42441574,42441450,42441432,42441396,42441640,42441413,100.22,48600,15.58,184.65,0.1056,0.0000
42441372,42441365,42441501,42441406,42441425,42441466,42441432,42441396,42441640,42441453,103.16,49600,20.68,192.70,0.1173,0.0000
42441365,42441370,42441448,42441406,42441425,42441496,42441432,42441582,42441547,42441396,99.90,49600,11.22,186.50,0.0939,0.0000
42441364,42441366,42441668,42441406,42441454,42441688,42441407,42441398,42441453,42441625,104.41,48600,19.63,191.85,0.0821,0.0000
42441366,42441372,42441501,42441406,42441558,42441434,42441496,42441398,42441453,42441567,103.39,47800,19.15,191.90,0.1115,0.0000
42441370,42441366,42441507,42441444,42441454,42441574,42441397,42441427,42441392,42441596,97.20,49000,11.49,183.40,0.0851,0.0000
42441375,42441364,42441834,42441410,42441558,42441450,42441432,42441391,42441579,42441512,98.27,47100,13.35,186.61,0.1173,0.0000
42441363,42441364,42441531,42441503,42441475,42441536,42441407,42441452,42441596,42441398,98.99,49900,10.63,185.75,0.0851,0.0000
42441370,42441364,42441507,42441401,42441548,42441466,42441397,42441438,42441647,42441450,100.32,49300,7.81,188.90,0.1320,0.0000
42441366,42441375,42441569,42441406,42441454,42441434,42441421,42441398,42441453,42441553,104.52,49200,18.12,195.11,0.0851,0.0000
42441374,42441365,42441507,42441406,42441454,42441572,42441491,42441395,42441625,42441453,98.92,47100,15.66,187.40,0.0763,0.0000
42441372,42441364,42441456,42441509,42441465,42441466,42441432,42441595,42441617,42441386,99.45,48300,10.53,180.25,0.0792,0.0000
42441364,42441369,42441569,42441444,42441475,42441574,42441437,42441404,42441398,42441596,101.46,48900,10.75,190.95,0.1056,0.0000
42441365,42441364,42441659,42441455,42441572,42441466,42441432,42441396,42441452,42441640,99.70,47800,14.08,184.65,0.1291,0.0000
42441369,42441364,42441698,42441401,42441574,42441509,42441437,42441427,42441400,42441438,97.59,49600,10.10,179.95,0.0997,0.0000
42441375,42441364,42441439,42441410,42441548,42441434,42441629,42441483,42441388,42441464,97.94,49600,8.61,184.61,0.0733,0.0000
42441364,42441370,42441486,42441405,42441591,42441572,42441399,42441482,42441590,42441387,97.33,49500,7.28,183.90,0.0880,0.0000
42441365,42441364,42441420,42441410,42441688,42441466,42441496,42441541,42441640,42441396,99.44,48400,11.97,184.80,0.0792,0.0000
42441364,42441365,42441486,42441555,42441498,42441603,42441399,42441387,42441470,42441482,97.51,49800,5.38,183.65,0.0704,0.0000
42441363,42441366,42441501,42441406,42441558,42441445,42441491,42441625,42441522,42441453,99.16,47200,14.85,189.10,0.0997,0.0000
42441364,42441372,42441409,42441401,42441465,42441617,42441511,42441565,42441411,42441482,97.47,48700,7.92,180.25,0.0675,0.0000
42441364,42441370,42441507,42441401,42441442,42441508,42441397,42441603,42441522,42441625,98.61,47700,8.00,185.90,0.1291,0.0000
42441364,42441375,42441420,42441406,42441418,42441572,42441649,42441492,42441453,42441457,99.42,48100,9.80,181.61,0.0704,0.0000
42441370,42441365,42441439,42441406,42441425,42441496,42441432,42441396,42441625,42441640,101.19,48900,17.37,189.50,0.0909,0.0000
42441364,42441365,42441486,42441405,42441494,42441434,42441550,42441482,42441387,42441658,97.41,50000,7.43,182.65,0.0909,0.0000
42441369,42441366,42441569,42441406,42441558,42441508,42441437,42441596,42441427,42441392,97.87,48100,9.56,184.45,0.1115,0.0000
42441364,42441366,42441531,42441406,42441688,42441478,42441491,42441453,42441411,42441398,103.57,49900,12.86,191.70,0.0704,0.0000
42441364,42441374,42441639,42441558,42441425,42441445,42441629,42441395,42441450,42441398,98.75,48700,9.41,184.95,0.0997,0.0000
42441366,42441369,42441501,42441406,42441572,42441508,42441437,42441400,42441596,42441427,97.34,48100,11.68,182.45,0.0997,0.0000
42441370,42441364,42441507,42441555,42441688,42441508,42441397,42441438,42441400,42441522,98.69,47600,6.70,185.90,0.0909,0.0000
42441364,42441366,42441501,42441555,42441454,42441434,42441629,42441450,42441398,42441453,103.70,48800,15.89,190.70,0.0821,0.0000
42441370,42441364,42441507,42441475,42441465,42441603,42441397,42441438,42441427,42441522,98.92,48600,9.08,186.90,0.0997,0.0000
42441364,42441365,42441448,42441475,42441554,42441536,42441591,42441565,42441386,42441396,98.97,49700,8.71,183.65,0.0997,0.0000
42441369,42441364,42441436,42441455,42441574,42441572,42441437,42441596,42441392,42441400,98.35,49600,8.38,181.95,0.0880,0.0000
42441372,42441364,42441456,42441509,42441475,42441480,42441397,42441565,42441411,42441617,97.96,47700,8.57,180.25,0.0792,0.0000
42441364,42441366,42441569,42441406,42441442,42441434,42441432,42441640,42441625,42441398,105.96,49500,16.77,193.70,0.1027,0.0000
42441369,42441364,42441698,42441455,42441475,42441574,42441437,42441400,42441395,42441596,97.66,48200,9.34,180.95,0.1027,0.0000
42441370,42441371,42441507,42441401,42441572,42441434,42441397,42441438,42441522,42441453,99.78,48500,11.49,190.80,0.1232,0.0000
42441365,42441364,42441477,42441444,42441425,42441466,42441432,42441396,42441692,42441582,101.03,49500,21.60,187.65,0.0968,0.0000
42441366,42441364,42441531,42441406,42441498,42441434,42441496,42441723,42441453,42441398,104.59,48900,20.79,190.85,0.0763,0.0000
42441370,42441366,42441439,42441406,42441425,42441466,42441496,42441453,42441640,42441396,102.43,49500,18.87,191.55,0.0968,0.0000
42441364,42441375,42441486,42441410,42441465,42441632,42441399,42441595,42441482,42441387,96.87,49500,8.29,182.61,0.0909,0.0000
42441366,42441364,42441531,42441406,42441558,42441434,42441491,42441453,42441404,42441583,104.33,49100,18.25,193.70,0.1027,0.0000
