P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Saber Score
42614724,42614730,42615014,42614823,42614880,42615046,42614835,42614756,42614772,42614819,,100.54,85.61385155,107.5513535,129.4888496,140.7338493,162.5363518,190.9913489,173.28,49100,1,106.8,28.95047069
42614726,42614729,42615014,42614823,42614922,42615046,42614748,42614772,42614819,42614796,,96.74,82.84350395,103.5060043,125.831007,135.6785049,156.3610023,188.7074937,163.98,49100,1,115.05,-2.654589899
42614726,42614729,42615014,42614823,42614892,42615046,42614748,42614772,42614819,42614796,,94.21,80.02700233,100.5020027,123.552002,135.2594994,153.3745041,181.4054929,160.29,49300,1,95.05,-18.63570958
42614726,42614729,42615014,42614823,42614892,42614759,42614748,42614828,42614940,42614819,,85.75,74.18950653,92.62700272,114.6395035,124.1745007,143.179493,168.9029929,88.79,49800,1,109.05,-45.21927238
42614724,42614727,42614769,42614855,42615024,42614784,42615150,42614858,42614756,42614866,,108.5,90.33224869,108.2572517,127.6447487,139.682251,155.4922539,176.8427449,117.84,49900,1,120.3,31.39020503
42614727,42614725,42614821,42614778,42614856,42614759,42615013,42614907,42614791,42614953,,90.14,74.03350449,91.14599991,106.9710064,117.7110065,136.1509964,156.3589931,72,49100,1,95.4,-48.70896935
42614727,42614725,42614979,42614778,42614856,42614759,42614953,42614907,42614791,42614825,,90.99,74.85150146,92.4640007,107.5390053,118.3415012,134.7490128,166.5410014,86.83,49200,1,90.4,-62.07386851
42614724,42614727,42614769,42614774,42614948,42614971,42614751,42614989,42614933,42614897,,105.16,88.34424973,106.2442513,125.269249,135.899247,155.3917473,176.2737566,104.5,49300,1,104.3,15.20682573
42614724,42614733,42614910,42614774,42615150,42614971,42614751,42614832,42614858,42614756,,107.91,87.7852478,107.3477516,127.0102501,140.0052551,157.1202484,176.1567508,99.93,49700,1,113.2,50.46939254
42614735,42614724,42615017,42614763,42614873,42614805,42614915,42614746,42615002,42614843,,100.28,81.8857975,101.2358017,121.8107986,132.1532997,155.2633087,171.8908032,77.16,49000,1,92.85,37.57344484
42614735,42614724,42615017,42614763,42614873,42614805,42614915,42614795,42614746,42615002,,99.81,80.63580322,100.3358002,120.7732964,132.9432938,151.9108032,177.2678093,76.9,49700,1,97.85,34.9314481
42614735,42614726,42615017,42614763,42614873,42614805,42614915,42614795,42614746,42614843,,89.74,71.65794945,90.42045212,110.3454494,122.3229477,145.7279587,165.8729529,36.53,49800,1,70.15,-4.431797564
42614735,42614724,42615017,42614763,42615037,42614805,42614915,42614795,42614746,42614843,,100.92,81.16179848,100.8867989,122.1618023,131.7443016,155.5418045,182.9477982,88.38,49800,1,95.85,36.05452776
42614735,42614724,42614910,42614771,42614794,42614776,42614780,42614832,42615075,42614858,,106.35,87.65529633,106.6177979,126.4678001,136.6903,157.8752983,183.9842888,125.97,49900,1,130.85,26.6569674
42614743,42614733,42614755,42614771,42614930,42614778,42614751,42614877,42614940,42614752,,90.32,73.56140327,91.46140289,109.6488991,120.6864014,138.7014015,168.0139044,43.08,50000,1,80.2,-39.01445866
42614729,42614733,42614755,42614771,42614930,42614778,42614751,42614897,42614877,42614940,,88.3,69.82189751,87.38440323,108.3719044,118.3094025,134.2344109,161.3884055,33.44,49400,1,103.95,-46.23478055
42614743,42614729,42614755,42614771,42614930,42614778,42614751,42614877,42614940,42614819,,90.26,73.03350449,90.97100449,109.8585014,119.4534996,139.9034966,162.6754961,51.84,49200,1,119.75,-41.54888391
42614724,42614725,42614903,42614765,42614948,42614986,42614757,42614886,42614782,42614989,,100.19,85.77994919,101.7424469,121.4549503,132.5874504,152.944944,168.2529469,104.87,49900,1,121.1,-32.26309717
42614729,42614725,42614903,42614765,42614948,42614822,42614757,42614886,42614782,42614989,,90.06,73.72109985,92.37109756,111.4086018,122.1436016,144.2811028,161.0931059,62.65,49000,1,121.85,-46.23478055
42614724,42614729,42614903,42614765,42614948,42614822,42614757,42614782,42615003,42614989,,100.63,86.58435249,102.8593521,122.0843487,134.6743484,154.6818474,179.7993536,83.96,49100,1,138.75,-2.749277651
42614724,42614725,42614903,42614765,42614948,42614822,42614792,42614782,42615003,42614989,,99.56,83.24494743,102.2824478,120.4574451,130.8799515,146.7799461,177.4329404,102.72,49500,1,111.1,-17.22436696
42614724,42614725,42614903,42614765,42614948,42614986,42614757,42614782,42615003,42614989,,100.33,85.29244995,101.79245,121.9549503,131.57995,151.31745,171.8954559,104.71,49000,1,131.1,-17.82246381
42614731,42614726,42615014,42614809,42614794,42614778,42615060,42614828,42614753,42614819,,84.81,73.81200409,92.28700256,112.6119995,124.419503,144.7169907,166.6705025,69.95,49000,1,112.15,-48.88965786
42614743,42614726,42614821,42614809,42614794,42614778,42615060,42614828,42614753,42614819,,93.09,75.63200378,93.25699997,114.9320011,123.9694992,143.4519913,165.7839977,85.53,49400,1,123.3,-45.54199278
42614731,42614737,42615014,42614793,42614794,42614784,42614749,42614772,42614823,42614898,,93.34,80.44045067,100.8154488,123.990448,136.7979515,157.5254486,177.040451,122.96,49300,1,142.7,-3.347374871
42614727,42614725,42615014,42614823,42614820,42615046,42614875,42614746,42614772,42614898,,103.32,89.38149834,109.394001,131.656498,143.7590019,161.9690002,186.1694972,189.14,49400,1,121.4,37.62947917
42614737,42614725,42614901,42614823,42614794,42614799,42614875,42614796,42614772,42614898,,107.16,85.22555542,106.2755508,130.1005478,144.2205528,163.4480522,191.2845433,218.85,49000,1,164.95,0.357470266
42614737,42614725,42614901,42614763,42614820,42614799,42614875,42615002,42614746,42614899,,95.56,75.36304855,95.42555237,114.5380497,126.7255489,144.6880493,172.2825433,108.34,49400,1,132.95,-42.31478572
42614737,42614725,42615014,42614763,42614820,42615046,42614875,42614746,42614772,42614823,,96.22,82.80404663,102.0415535,122.5415535,133.324057,155.5665588,175.0810587,148.21,49800,1,130.95,-7.26736784
42614724,42614725,42615014,42614880,42614794,42614759,42614902,42614897,42614819,42614898,,103.49,90.10345459,108.1784477,130.7159462,143.7609489,168.0034485,191.5764516,169,49500,1,135.1,24.80244488
42614724,42614725,42615014,42614880,42614794,42614759,42614902,42614897,42615046,42614772,,105.71,91.25494957,111.2424507,134.3299484,144.2424492,165.1524559,186.32745,180.6,49400,1,145.1,28.83001268
42614731,42614724,42615014,42614880,42614794,42614759,42614902,42614897,42614772,42614819,,105.28,91.12735558,110.5273552,132.5898476,144.1848511,164.329847,191.2453407,154.56,49400,1,150.85,44.29903626
42614724,42614733,42614821,42614855,42615150,42614776,42614748,42614758,42615037,42614949,,103.37,87.33675003,104.411747,123.7242527,133.1342545,153.0692528,174.8632553,127.67,49300,1,118.2,5.58123216
42614724,42614740,42614821,42614855,42614874,42614776,42614748,42614758,42615037,42614949,,99.25,84.0365963,100.049099,118.8490982,128.1290924,143.7065971,171.3041028,111.4,49900,1,128.35,-9.95670855
42614737,42614724,42614821,42614855,42615150,42614776,42614748,42614758,42614949,42614905,,102.28,85.79229736,105.5797997,124.6673012,133.4273018,151.8122917,174.3702974,114.84,49800,1,138.85,9.419423342
42614727,42614738,42614901,42614855,42614789,42614799,42614780,42614756,42614796,42614898,,106.78,85.43639946,107.5238991,127.4613991,138.7588997,162.1389069,186.1528952,155.72,49700,1,141.2,-8.751826733
42614743,42614724,42614854,42614900,42614994,42614986,42614748,42614783,42614777,42614764,,107.05,88.96185303,106.6493492,126.1493568,138.2893517,153.8793587,177.6843591,114.56,49900,1,101,34.35492516
42614724,42614733,42615035,42614774,42614994,42614986,42614751,42614783,42614764,42614898,,104.85,86.33574867,105.0607529,124.0482521,134.4507591,152.4907478,178.9397453,116.67,49400,1,99.2,3.227499872
42614737,42614724,42615035,42614774,42614994,42614986,42614751,42614783,42614764,42614898,,103.84,84.3173027,103.4798012,124.6422977,133.9872978,153.4298096,176.6882944,110.2,49000,1,115.85,-0.275085005
42614743,42614724,42615035,42614774,42614994,42614986,42614751,42614791,42614783,42614764,,103.13,83.56135368,101.8363533,120.8488541,132.3613457,154.8663551,173.5183525,92.64,49600,1,125,7.113033533
42614727,42614736,42614821,42614900,42614874,42614891,42614915,42614795,42614746,42614758,,96.47,76.77485275,95.58734894,113.4623489,123.9523483,144.8498413,166.9388474,56.28,49400,1,98.5,6.183529273
42614727,42614733,42614854,42614900,42614874,42614891,42614766,42614940,42614746,42614758,,98.89,78.99979782,97.08730316,117.1998005,127.0122986,146.9172928,172.1168047,66.22,49800,1,96.5,16.46324992
42614724,42614733,42614890,42614900,42614874,42614891,42614766,42614828,42614758,42614825,,104.43,85.08574867,103.5357513,125.3357468,136.0257431,156.130748,177.0182422,99.94,49900,1,112.2,44.73353028
42614727,42614733,42614821,42614900,42614874,42614891,42614766,42614828,42614758,42614825,,98.09,80.08730125,96.48729706,118.4372997,129.2422951,148.8147987,168.6208046,76.51,49000,1,101.5,16.20075852
42614735,42614742,42614854,42614808,42614789,42614799,42614875,42614796,42614772,42614752,,98.66,77.86844826,98.61845016,121.1934509,132.9009483,153.0034538,172.4979539,151.73,49300,1,83.5,-37.48685718
42614735,42614729,42614854,42614808,42614789,42614799,42614875,42614833,42614796,42614752,,98.18,78.38745117,100.1374512,121.8624496,132.687439,150.8399483,177.9104512,128.43,50000,1,99.6,-28.70028317
42614727,42614736,42614854,42614808,42614789,42614799,42614875,42614949,42614796,42614752,,102.73,83.0978508,106.3603516,126.9728508,137.4603577,157.7203575,177.4308546,153.37,49200,1,96.5,-17.57286042
42614735,42614727,42614854,42614808,42614789,42614799,42614875,42614949,42614796,42614752,,102.56,85.0978508,105.4103508,125.2728519,136.4678558,159.6128517,178.3208485,155.16,49300,1,86.15,-13.85512799
42614735,42614727,42614910,42614770,42615024,42614822,42614748,42614858,42614832,42614756,,103.33,83.8123455,102.637352,124.6498451,135.3748413,157.0398529,180.2383504,86.79,49900,1,99.15,38.3135736
42614727,42614728,42614910,42614754,42614931,42614934,42614780,42614858,42614832,42614756,,102.44,82.12139511,100.4589005,123.5839005,135.5489037,153.7113991,175.9288959,80.6,49700,1,111.75,15.52954614
42614735,42614727,42614910,42614770,42614931,42614822,42614780,42614858,42614832,42614756,,103.18,81.38735008,103.4873505,124.4873505,135.6373466,159.4048592,181.3638414,78.33,49200,1,93.15,14.4882679
42614728,42614724,42615014,42614770,42614794,42614860,42614805,42614973,42614823,42614819,,98.03,85.45384979,105.2163544,126.2413483,138.2388405,159.5313423,187.5743452,150.85,49800,1,124.45,3.274842724
42614728,42614724,42615017,42614770,42614794,42614860,42614805,42614973,42614823,42614819,,104.26,85.90384483,104.1913452,124.1288471,136.5388412,157.788842,185.1293481,152.96,49700,1,126.45,9.862603992
42614727,42614733,42614769,42614834,42614761,42615046,42614902,42614897,42614810,42614753,,100.17,82.13530159,100.0353012,119.7853012,129.9503036,149.7452911,168.3402968,112.81,49100,1,100.5,-7.852578908
42614727,42614733,42614769,42614834,42614761,42615046,42614902,42614810,42614753,42614898,,102.18,84.5728035,102.6852951,123.0603008,135.6727997,153.992791,176.0528088,132.08,49100,1,94.5,10.01751944
42614740,42614724,42614901,42614912,42614794,42614799,42614902,42614898,42614772,42614752,,112.12,90.74710083,111.2970963,134.4095955,146.8546051,174.357106,195.6705948,211.32,49700,1,144.35,52.90492177
42614738,42614724,42614901,42614912,42614794,42614799,42614902,42614898,42614772,42614752,,114.62,94.46434784,114.5643463,138.0143471,149.7718437,176.316861,196.6173494,216,50000,1,154.9,83.06418657
42614724,42614733,42614901,42614912,42614789,42614799,42614902,42614796,42614898,42614772,,114.3,93.40774727,113.5077477,135.7327576,149.8902519,170.9602547,192.4917575,218.09,49300,1,109.2,39.20442164
42614724,42614733,42614901,42614912,42614794,42614799,42614902,42614796,42614898,42614772,,116.27,94.98474884,114.7347488,138.0347481,150.6747581,175.1072533,195.9607474,227.55,49200,1,135.2,64.07968998
42614724,42614742,42615014,42614770,42614794,42615046,42614875,42614772,42614819,42614752,,103.61,89.77635193,110.076355,131.6138535,143.7838524,164.0313515,186.9268459,190.85,49700,1,127.65,32.93069601
42614741,42614724,42615014,42614770,42614794,42615046,42614875,42614772,42614819,42614752,,106.11,94.36385155,113.9263535,134.9388542,147.3838432,166.478849,188.9408458,198.34,49800,1,108.75,57.80596137
42614732,42614733,42614854,42614770,42614874,42614776,42614748,42614758,42614905,42614949,,92.46,75.56484795,95.20235062,115.3273468,125.4998486,145.4798553,167.2828438,78.75,49600,1,56.65,-33.81646872
42614732,42614724,42614854,42614770,42614997,42614776,42614748,42614968,42614905,42614949,,96.97,80.69229889,100.5923004,119.8548031,130.3923035,150.0973,182.0318095,115.36,49100,1,54.45,-1.540196035
42614725,42614739,42614769,42614946,42614761,42614911,42614792,42614750,42615028,42614810,,83,64.87109947,82.52110291,102.8836002,116.2436066,137.621106,172.6711121,71.33,49900,1,90.55,-54.18233871
42614726,42614739,42614769,42614946,42614761,42614911,42614792,42614750,42615028,42614810,,81.66,62.84399891,81.59400177,100.8064957,114.0589985,135.6765121,162.1534822,49.81,49700,1,69.75,-55.74859977
42614729,42614739,42614769,42614946,42614761,42614911,42614792,42614750,42615028,42614753,,85.25,66.23999977,85.19000244,106.2900009,117.8225018,138.5599998,169.7274963,57.62,50000,1,106.2,-49.07903671
42614724,42614729,42615014,42614785,42614794,42614860,42614902,42614782,42615046,42614772,,105.84,91.44684982,111.4093475,132.8968468,144.6543449,164.4143478,189.6813475,164.21,49100,1,147.75,36.3601625
42614724,42614729,42614854,42614785,42614794,42614860,42614902,42614819,42615046,42614772,,114.83,91.87035179,113.1203537,133.8578453,147.5578552,169.2603516,194.391846,197.91,49700,1,143.75,50.68033338
42614728,42614724,42614854,42614946,42614850,42614911,42614748,42614924,42614750,42615000,,97.7,81.10935211,101.1343498,120.1968498,131.2068558,150.3968536,176.2953627,112.94,50000,1,96.45,-16.73384309
42614728,42614724,42614821,42615028,42614850,42614946,42614748,42614924,42614750,42615000,,96.66,80.92985153,99.34235382,117.90485,130.2998566,148.2423409,174.9943553,109.71,49700,1,97.45,-25.61510801
42614728,42614724,42614821,42614946,42614850,42614911,42614748,42614750,42615000,42615037,,96.09,79.63535309,98.71034622,116.83535,129.3428581,144.2178635,167.8488576,117.65,49700,1,99.45,-27.93438137
42614728,42614724,42614821,42614946,42614850,42614911,42614748,42614750,42615028,42615037,,96.69,79.59235382,98.31735229,116.5048523,129.3498619,148.5473587,175.7993585,120.59,49500,1,99.45,-26.85864568
42614732,42614727,42614769,42614834,42614839,42614857,42614749,42614982,42614866,42614810,,91.88,74.75834465,92.47084427,110.870842,123.1508503,139.7458557,162.6218314,74.36,49300,1,67.75,-34.7115159
42614724,42614727,42615039,42614823,42614820,42615046,42614915,42614843,42614746,42614819,,113.15,92.95575523,111.4182434,134.6932526,145.6582481,166.8432465,184.3142435,174.67,49400,1,88.3,19.44533885
42614727,42614725,42615039,42614823,42614820,42615046,42614915,42614795,42614746,42614819,,102.25,81.84250259,100.1300011,122.7550049,134.3049927,153.3049927,179.2789897,152.94,49100,1,86.4,-10.98509878
42614724,42614734,42614837,42614809,42614856,42614778,42614786,42614907,42614940,42614791,,91.21,73.95125198,91.83874893,110.7512531,119.7462536,140.4912544,158.8477452,58.15,49700,1,121.1,-29.64267433
42614727,42614734,42614837,42614809,42614856,42614778,42614786,42614907,42614791,42614825,,88.35,73.16530037,89.89029694,108.2402954,118.1402981,135.442807,155.2442955,60.21,49100,1,104.4,-42.30189621
42614727,42614734,42614837,42614817,42614789,42614799,42614786,42614907,42614791,42614825,,91.87,77.51330376,93.78830338,112.8257999,123.5933018,143.0657944,160.8677965,103.82,49600,1,118.4,-32.56004453
42614727,42614734,42614837,42614817,42614856,42614799,42614786,42614791,42614825,42614796,,94.45,77.79029846,96.09030151,114.9028034,124.9403,148.4628067,167.3493015,102.1,49900,1,114.4,-24.2639944
42614743,42614725,42614901,42614771,42614789,42614799,42614797,42614877,42614825,42614796,,96.24,77.07510567,96.77510071,118.9001007,129.4151016,152.1125977,176.0166068,137.34,49600,1,121.1,-29.54798341
42614743,42614731,42614901,42614771,42614789,42614799,42614797,42614877,42614752,42614825,,94.58,76.28649902,96.27399826,117.473999,130.5390007,153.1239937,173.436011,104.77,49000,1,114.85,-28.79497111
42614732,42614727,42615039,42614763,42614794,42615046,42614902,42614746,42614819,42614772,,107.38,86.73484993,108.0098419,126.6223545,137.6823502,157.2098541,183.810845,173.1,49500,1,112.75,22.61651754
42614732,42614727,42615039,42614763,42614794,42615046,42614915,42614746,42614819,42614772,,106.26,85.58485413,105.8598518,125.1973515,135.9098511,153.6798363,185.8133449,162.61,49400,1,108.75,13.56744915
42614727,42614724,42615039,42614763,42614794,42615046,42614915,42614819,42614898,42614772,,117.64,96.6807518,117.6432571,137.3557587,149.5532547,171.1607498,202.3032434,218.84,49100,1,131.3,79.70363498
42614731,42614724,42614769,42614834,42614873,42614860,42614805,42614973,42615031,42614753,,99.1,82.24384689,101.3063507,121.1438465,131.4088524,151.5088478,169.3258507,79.55,49100,1,104.85,6.850543618
42614744,42614728,42615039,42614763,42614761,42614799,42614915,42614746,42614843,42614796,,93.11,74.55259895,93.75260162,115.6401005,126.9776001,148.5000999,168.680097,84.07,49800,1,102.75,-28.19687426
42614744,42614725,42615039,42614763,42614820,42614799,42614915,42614746,42614796,42614825,,95.89,76.292202,95.10469818,117.492197,127.4846973,148.3347023,177.0126997,113.94,50000,1,79.4,-37.64177561
42614728,42614725,42615039,42614763,42614820,42614799,42614915,42614843,42614796,42614825,,97.11,80.3395977,98.85210037,118.5646,131.7420975,150.0896027,175.2610966,120.57,49400,1,71.55,-40.2364254
42614737,42614733,42615035,42614816,42614794,42614986,42614749,42614756,42614764,42614783,,96.26,76.92234612,95.88484955,115.9848461,129.3923553,149.2373482,166.435845,89.14,49600,1,163.05,-17.48685837
42614727,42614726,42614890,42614823,42614794,42614955,42614902,42614819,42614796,42614772,,109.38,87.17040062,108.9829025,132.5454102,144.5328979,164.2303925,187.9513919,208.24,49400,1,110.6,17.52189994
42614737,42614733,42615035,42614816,42614794,42614986,42614749,42614764,42614783,42614772,,98.73,79.22234917,98.08485031,119.4598522,131.1573563,151.8923569,169.6348572,115.78,49100,1,166.05,-8.390447497
42614737,42614724,42614890,42614823,42614794,42614955,42614875,42614819,42614796,42614772,,114.95,93.4083004,114.6707954,135.6208038,148.9782951,168.9732956,193.4872948,229.06,49200,1,158.85,48.1459111
42614727,42614726,42614890,42614823,42614794,42614955,42614875,42614819,42614796,42614772,,109.37,87.90789986,108.5579033,131.5954018,141.805397,163.1928917,187.2548949,210.68,49700,1,128.6,4.479723796
42614727,42614724,42615035,42614816,42614794,42614986,42614902,42614764,42614917,42614772,,114.37,95.4572525,114.432251,134.7322502,147.0322571,166.8822479,187.086245,182.23,49300,1,157.3,63.35244775
42614727,42614726,42615035,42614816,42614794,42614986,42614902,42614764,42614783,42614772,,104.22,83.5544014,104.3669014,124.7793999,135.7044006,155.0768951,176.9269006,142.67,49800,1,139.6,3.705136478
42614727,42614726,42615014,42614816,42614794,42614986,42614902,42614764,42614819,42614772,,99.19,86.11540031,106.8779068,127.7903938,139.1854027,160.7953934,178.139384,158.73,49400,1,125.6,10.9599106
42614727,42614724,42614846,42614823,42614820,42614857,42614902,42614843,42614772,42614898,,116.02,96.75474548,116.7422485,136.0672379,148.4997467,170.8547546,188.5947546,190.64,50000,1,97.3,88.01257014
42614731,42614724,42615039,42614763,42614820,42614759,42614902,42614843,42614795,42614898,,104.95,86.36634827,105.3413506,126.6788521,138.1388496,153.3413452,176.5683453,101.73,49800,1,87.85,26.39447749
42614727,42614726,42615039,42614763,42614820,42614759,42614902,42614843,42614795,42614898,,99.04,80.59189796,98.11689758,120.9668999,131.9969032,153.5569061,175.0459067,89.98,49700,1,58.6,-5.856025219
42614731,42614727,42615039,42614763,42614820,42615046,42614902,42614746,42614795,42614772,,105.03,85.3554039,105.3929024,125.0178986,136.5904007,154.8879044,178.8778896,121.68,49500,1,109.15,34.64318514
42614731,42614727,42615039,42614763,42614820,42614759,42614902,42614843,42614795,42614772,,102.17,82.99289894,101.9678955,122.3429012,132.225396,153.7104073,172.3899046,97.06,49800,1,95.15,20.5381602
42614731,42614727,42614846,42614763,42614820,42614857,42614915,42614843,42614795,42614772,,101.06,79.62789917,99.32789993,121.1903954,131.7354034,151.6204102,171.8339111,91.23,49500,1,92.15,23.65779281
42614735,42614734,42614890,42614754,42614789,42614799,42614953,42614815,42614752,42614825,,90.06,72.70635033,92.44385147,111.2938538,124.0563446,148.5213593,170.5728477,99.39,49100,1,75.95,-21.94471955
42614740,42614734,42614769,42614754,42614931,42614790,42614805,42614865,42614815,42614753,,83.83,66.68764877,84.72514725,102.500145,115.6151443,136.0651405,159.5041525,26.04,49800,1,110.45,-49.58244562
42614735,42614740,42614769,42614754,42614931,42614790,42614805,42614865,42614815,42614753,,87.02,70.39719772,87.17219925,108.2471943,118.4621967,136.3671982,161.9072015,30.31,49700,1,98.2,-50.39569139
42614724,42614733,42615014,42614823,42614794,42615046,42614751,42614832,42614758,42614898,,107.9,94.96074867,114.7607536,135.9107513,147.6182487,167.2207542,189.2337514,175.03,49700,1,127.2,85.65884233
42614724,42614733,42615014,42614765,42614794,42615046,42614751,42614832,42614898,42614823,,106.93,94.54824638,112.7107506,136.0732574,146.7982422,167.2157539,189.5957452,179.16,49500,1,114.2,48.73112738
42614729,42614724,42614979,42614850,42614761,42614911,42614792,42615028,42614772,42614825,,100.68,80.23085213,101.918354,120.9308491,133.8608498,153.9308563,174.2473473,139.58,49600,1,153.75,4.604383931
42614737,42614725,42614901,42614778,42614850,42614911,42614792,42614750,42614933,42614796,,89.25,71.17205048,88.40954971,108.5470505,117.709549,135.6270576,164.373058,91.01,49400,1,108.95,-58.88111591
42614737,42614725,42614890,42614778,42614850,42614911,42614792,42614750,42614933,42614796,,89.79,72.12555695,89.67554855,110.1630497,119.7655491,136.7530495,159.4135555,86.85,49400,1,101.95,-53.87250185
42614724,42614727,42614890,42614995,42614839,42614799,42614749,42614983,42614932,42614825,,107.2,89.32225037,109.1972504,128.8722534,140.3722534,161.1372528,179.4287413,146.6,49000,1,100.3,15.93406796
42614743,42614725,42614890,42614793,42614839,42614784,42614749,42614983,42614796,42614825,,95.12,77.06610107,95.64110184,117.2911034,127.6561054,148.8435951,173.5501071,95.95,49400,1,98.1,-37.24594116
42614738,42614727,42614890,42614793,42614839,42614784,42614749,42614983,42614796,42614825,,98.7,81.80989838,99.90990448,119.4098988,131.8324051,153.6273941,174.410412,97.37,49200,1,103.2,-19.31560934
42614743,42614727,42614890,42614793,42614839,42614784,42614749,42614983,42614752,42614825,,99.32,82.78090286,100.3559036,120.1934013,134.1309052,155.5809021,176.5939021,94.62,49900,1,90.3,-15.56341946
42614727,42614725,42615076,42614793,42615024,42614784,42614749,42614983,42614756,42614858,,94.78,75.6135006,93.97600174,113.6885033,124.3910069,142.6460068,165.4350101,80.09,49800,1,113.4,-49.85781908
42614727,42614725,42615076,42614793,42614839,42614784,42614749,42615003,42614782,42614989,,92.71,75.94550133,92.95800018,111.6579971,123.1629963,142.9054962,166.6869987,74.31,49200,1,100.4,-48.87677133
42614725,42614733,42614830,42614774,42614794,42615046,42614751,42614782,42614989,42614823,,96.9,76.73450089,96.53450012,115.6595001,126.9594967,148.1494972,169.4100002,132.26,49900,1,108.3,-37.15125322
42614726,42614729,42614854,42614785,42614873,42614776,42614748,42614949,42614973,42614885,,90.97,76.40899849,93.35899353,112.5464973,124.491494,144.2040054,168.3369997,76.69,49100,1,81.05,-14.40168321
42614724,42614729,42614854,42614847,42614880,42614776,42614748,42614933,42614949,42614885,,104.75,88.37184906,106.7093506,126.871851,138.2743523,159.8643448,179.8143567,122.21,49600,1,127.75,53.66213918
42614743,42614724,42614901,42614785,42614794,42615046,42614902,42614772,42614819,42614752,,115.89,94.01885414,115.0563583,136.6313553,148.4063438,169.9363419,194.3678386,211.09,49600,1,146,42.41874218
42614743,42614724,42614901,42614823,42614794,42614805,42614902,42614772,42615046,42614752,,114.5,93.67035103,114.5203476,137.1578522,150.0453491,165.457843,190.975843,213.83,49200,1,163,44.5830971
42614743,42614724,42615017,42614823,42614794,42614805,42614780,42614772,42614898,42614819,,115.58,93.9973526,114.7473526,139.0098457,150.9548424,173.5823479,203.728842,205.35,49400,1,163,74.47986603
42614743,42614724,42615017,42614785,42614794,42614805,42614902,42614772,42614819,42614823,,112.6,90.69735527,112.4473534,134.5723495,146.8048485,169.9698532,188.218342,189.03,49100,1,160,70.15535831
42614732,42614724,42614901,42614995,42615024,42614799,42614875,42614756,42614796,42614752,,107.38,88.09379578,107.1062965,127.956295,139.8213036,158.0063019,176.3692928,152.32,49800,1,112.45,0.632847287
42614732,42614724,42614901,42614995,42614839,42614799,42614875,42614796,42614898,42614752,,107.77,88.50630188,108.8312988,128.7437973,139.5887894,161.2262985,184.2572867,166.53,49000,1,86.45,11.72581241
42614724,42614727,42615017,42614785,42614794,42614860,42614805,42614973,42614772,42614898,,114.17,94.3097496,114.6972466,133.4097519,145.3797516,164.7647446,190.2277443,172.27,49600,1,144.3,94.88859773
42614728,42614724,42614910,42614880,42614803,42614962,42614780,42614933,42614756,42614832,,105.36,87.12785149,106.0903511,125.177845,136.1378555,156.77285,180.7738504,96.5,49800,1,144.45,26.50205195
42614728,42614724,42614910,42614880,42615150,42614784,42614780,42614933,42614756,42614832,,106.77,88.42784882,107.3903503,127.16535,138.7803513,159.0503502,175.6338564,100.91,49500,1,118.45,35.76626778
