F,F,F,F,F,F,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,MMA Default,MMA Sim Diversity 10,geomean1,Saber Score
42728122,42704866,42704858,42704859,42728127,42704861,,442.2,398.9025,457.6,517.255,554.049,614.0315,688.4438,164.62,49800,0,0,103.5072289,71.0540081,26.64747576,29.92732227
42728122,42704868,42704857,42704859,42704873,42704865,,439.63,395.945,459.885,524.805,560.244,622.3795,691.3045,165.375,49500,0,0,103.5034182,70.59922882,26.92530747,40.09946883
42728122,42728124,42704857,42704859,42704873,42704863,,435.89,390.0125,452.795,520.6075,559.8815,622.106,689.526,159.67,50000,1,0,103.4717614,170.1374503,26.0126168,59.03661847
42728122,42704866,42704875,42704857,42704859,42704865,,444.65,395.13,461.77,526.9725,558.9675,618.7865,689.6451,167.625,49900,0,0,103.4430619,71.32693526,27.23940373,80.1812768
42728122,42704868,42704858,42704859,42728127,42704865,,447.52,400.78,459.055,524.9825,561.1615,615.1005,684.8428,167.95,49800,0,0,103.3911243,71.87255268,27.11200476,57.55216479
42704868,42704866,42704872,42704857,42704859,42704865,,437.52,387.4725,457.14,522.33,557.289,612.207,689.8793,164.08,49900,0,0,103.3856885,70.32023663,26.66768771,77.94799805
42728122,42704866,42704862,42704859,42728127,42704861,,431.42,382.65,447.125,514.8875,553.769,614.702,689.2017,157.03,50000,2,0,103.359675,269.4975019,25.63777245,45.25431097
42704868,42704870,42704858,42704857,42704859,42704873,,457.28,401.6475,466.57,540.2325,576.613,640.8365,704.6806,194.435,49900,2,0,103.3546078,272.5040109,32.1584515,68.06859374
42728122,42704866,42704857,42704859,42704873,42704861,,434.31,390.3075,455.39,524.0275,557.766,615.695,692.204,162.045,49500,0,0,103.3347876,69.78068424,26.46397728,29.2345345
42728122,42704868,42704875,42704859,42728127,42704861,,431,380.4475,445.365,512.16,549.316,620.239,697.9525,165.045,49900,1,0,103.2715815,169.1030063,26.84827966,48.57620895
42704868,42704866,42728126,42704857,42704859,42704865,,434.96,379.3475,444.32,515.74,547.3105,610.8235,692.529,165.11,50000,0,0,103.2702945,69.83704952,26.88096118,82.37140179
42728122,42704866,42704857,42704874,42704859,42704873,,430.9,383.3275,450.495,519.17,557.6965,619.1845,699.0186,165.725,50000,0,0,103.2336109,69.03915854,27.19877618,45.08650899
42704868,42704860,42704858,42704857,42704859,42704873,,452.52,394.7275,460.775,529.0375,563.882,627.655,694.9368,182.96,50000,1,0,103.2065257,172.1431659,30.00866757,65.0220871
42728122,42704870,42704875,42704857,42704859,42728127,,435.65,380.7525,447.355,518.6275,559.545,628.3635,710.6372,179.35,49900,1,0,103.1946518,169.2704156,29.33424098,64.78536725
42728122,42704858,42704875,42704857,42704859,42704873,,450.9,402.565,465.295,532.795,566.1475,625.0315,700.9245,185.245,49700,0,0,103.1244923,71.68293946,30.35631802,64.42398429
42728122,42704866,42704862,42704857,42704859,42704869,,434.37,390.79,453.02,517.4375,548.3375,609.39,682.8618,155.425,49900,0,0,103.1064563,70.04103455,24.20216126,59.68205929
42728122,42704864,42704870,42704859,42728127,42704861,,424.02,373.125,437.2,508.1225,544.95,606.656,697.477,158.995,50000,0,0,103.0838708,68.09839907,25.79415086,29.58302796
42728122,42704866,42704875,42704859,42704873,42704863,,434.18,385.245,451.22,520.4375,553.1095,619.2325,691.1978,162.72,50000,1,0,103.0824154,169.7140548,26.49567208,43.81719828
42728122,42704866,42704857,42704859,42704873,42704863,,434.49,391.3075,451.65,521.5425,559.0675,620.0645,688.6541,161.27,49700,0,0,103.074504,69.84336565,26.29542115,43.24487448
42728122,42704868,42704870,42704859,42728127,42704867,,423.9,373.3,438.97,503.37,540.597,600.2505,692.6197,155.435,50000,0,0,103.0552305,68.24302106,23.86484208,27.95653641
42704868,42704866,42704875,42704857,42704859,42704861,,441.52,386.195,456.275,527.255,562.1505,624.295,697.4496,176.825,49900,2,0,103.0254961,270.483628,28.9728035,73.77420068
42728122,42704868,42704857,42704859,42728127,42704861,,431.31,388.4075,450.42,516.975,553.6275,622.4915,692.7071,163.595,49600,0,0,102.9789138,69.23231717,26.64536377,40.8911407
42728122,42704868,42704862,42704859,42728127,42704865,,436.74,383.215,451.295,518.6175,557.7665,620.6355,683.0854,160.36,50000,1,0,102.9784603,170.3160464,26.08469992,46.41185105
42704866,42704864,42704858,42704857,42704859,42704873,,452.11,398.92,465.125,530.5,565.128,621.8895,689.3584,178.89,50000,1,0,102.973295,172.2050923,29.30055815,71.11932039
42728124,42704868,42704870,42704859,42728127,42704865,,433.62,370.915,443.545,514.2425,549.8715,610.9675,693.4729,166.905,50000,0,0,102.9669882,69.51872877,27.10656769,55.6889534
42728122,42704862,42704875,42704857,42704859,42728127,,431.88,373.775,446.14,515.395,554.257,622.568,706.4206,174.675,49800,1,0,102.9497038,168.8190771,28.61482717,40.86536765
42728124,42704866,42704875,42704857,42704859,42704861,,437.68,379.6225,450.61,520.165,556.196,619.648,694.9085,170.695,50000,1,0,102.9452911,170.0187236,27.88982024,71.25266194
42728122,42704866,42704858,42704859,42704873,42704861,,450.44,409.4175,469.365,533.275,565.333,619.0055,678.0606,167.6,49900,0,0,102.9394864,72.36136426,27.19808053,54.52721119
42728124,42704868,42704858,42704859,42728127,42704861,,440.55,389.0075,447.005,513.615,551.4915,611.1965,690.2455,171.02,49900,1,0,102.9080355,170.564341,27.75937926,33.10718536
42728124,42704868,42704862,42704859,42704873,42704865,,438.09,382.2175,449.335,514.865,554.2945,614.1445,685.4736,165.21,50000,0,0,102.8499835,70.37474641,26.98814165,72.38863111
42728122,42704866,42704862,42704859,42704873,42704865,,439.74,393.23,456.12,522.2225,555.9405,616.9015,677.748,158.81,49900,0,0,102.824804,70.86441352,25.90713011,70.12959123
42728124,42704866,42704858,42704857,42704859,42704865,,454.2,405.1075,460.935,525.4125,556.412,617.88,679.304,173.6,49900,0,0,102.8018845,72.78826998,28.16377617,71.91967368
42704866,42704862,42704858,42704857,42704859,42704873,,448.27,395.1675,458.695,525.0125,560.0705,623.135,698.6385,185.23,49600,0,0,102.7995182,71.29368328,30.52549266,68.58490109
42704868,42704866,42704858,42704859,42704873,42704865,,447.47,394.85,455.49,524.585,555.6255,613.0985,685.692,174.4,49500,0,0,102.7950783,71.63716798,28.35599269,37.38435507
42728124,42704866,42704857,42704859,42704873,42728127,,429.74,374.3675,442.525,510.625,544.539,612.368,695.4098,166.135,49600,0,0,102.7504964,68.84557572,27.28766863,17.60369986
42728122,42704868,42704857,42704859,42728127,42704871,,425.93,374.9625,443.675,513.3825,550.902,614.2305,697.1979,164.81,49700,0,0,102.7264497,68.25141368,26.90101552,51.13640428
42728124,42704868,42704858,42704859,42704873,42704861,,448.79,396.8225,459.565,523.56,559.1,623.926,682.9438,174,50000,1,0,102.6650799,171.8716971,28.33295879,44.44975555
42704866,42704860,42704862,42704857,42704859,42728127,,428.26,365.825,437.425,498.7325,539.5165,609.7195,697.8893,167.86,49900,0,0,102.6459086,68.52031444,27.52580491,25.03916323
42704868,42704864,42704875,42704857,42704859,42728127,,432.67,369.2775,442.345,513.425,552.4555,615.657,702.9098,176.335,50000,0,0,102.6371081,68.94673436,28.92371683,94.61321831
42728122,42704868,42704875,42704859,42704873,42704861,,439.24,392.105,457.82,528.975,564.473,624.9835,686.7474,168.025,50000,1,0,102.6172116,170.4103624,27.40303356,53.94200087
42728124,42704860,42704875,42704857,42704859,42704873,,432.24,367.43,435.15,510.91,544.5445,612.6415,700.2122,172.725,50000,2,0,102.5945813,268.9682706,28.3213255,41.55815542
42704868,42704866,42704875,42704857,42704859,42704865,,441.6,382.845,453.475,520.505,560.8405,627.5435,691.9147,175.625,49700,3,0,102.5878245,370.5431835,28.68450495,76.95406079
42728124,42704866,42704870,42704859,42728127,42704861,,428.3,370.985,440.415,509.57,543.8745,603.0595,692.3472,163.575,50000,0,0,102.5849036,68.70018419,26.64213184,41.32143557
42728124,42704868,42704857,42704859,42704873,42704861,,432.66,377.6725,447.425,515.1875,556.492,626.769,692.4976,168.445,49600,0,0,102.576642,69.29101713,27.56822405,43.73539388
42728122,42704860,42704870,42704857,42704859,42704865,,438.08,385.1275,450.88,519.9375,552.4165,616.2365,685.9251,165.645,50000,1,0,102.5586574,170.2604016,26.8023694,54.70790267
42728122,42704862,42704858,42704857,42704859,42728127,,448.32,399.4375,462.67,528.19,568.8425,619.8775,689.7043,178.78,49900,1,0,102.5434136,171.529068,29.18632797,64.06680346
42728122,42704866,42704870,42704857,42704859,42704869,,438.14,394.83,460.13,518.4225,553.596,608.1715,679.2173,160.1,50000,1,0,102.5228526,170.4923731,24.81063493,51.69584155
42728122,42704864,42704858,42704859,42704873,42728127,,441.59,393.1025,451.875,521.48,553.9735,610.446,683.0039,167.11,50000,0,0,102.4966176,70.82447062,27.15200065,51.37312412
42728122,42704868,42704862,42704859,42704871,42704865,,429.04,380.93,445.355,508.925,546.755,611.271,685.0992,159.355,49900,0,0,102.4802756,69.02159528,25.88966942,72.09168673
42728122,42704868,42704870,42704859,42704861,42704865,,438.19,388.6025,457.77,525.1075,556.102,614.6625,680.0825,162.815,49900,0,0,102.4778331,70.45383729,26.28834295,48.13302755
42728122,42704866,42704858,42704859,42704873,42704871,,445.06,399.4325,460.315,523.155,559.468,611.4405,680.5418,168.815,50000,1,0,102.4752126,171.3804608,27.45903537,63.27933073
42728122,42728124,42704875,42704859,42704873,42704865,,435.48,384.255,449.19,516.9,549.9795,610.4395,682.2349,160.695,49900,0,0,102.4749242,70.0050135,26.11624142,45.55126131
42728124,42704866,42704875,42704857,42704859,42704865,,437.76,377.07,448.745,514.3225,549.2765,613.2135,688.8438,169.495,49800,0,0,102.4517791,70.07827907,27.61229808,55.67606688
42704866,42704870,42704862,42704857,42704859,42704873,,441.26,385.1375,451.785,522.5875,559.9865,636.11,699.1725,182.315,49900,2,0,102.4288881,270.1885156,30.1072177,69.30345297
42728122,42704866,42704875,42704859,42704873,42728127,,436.32,387.255,450.015,521.38,556.6845,614.6715,686.1187,165.715,50000,0,0,102.4178589,69.96492102,27.12415925,59.3937993
42704868,42704866,42704858,42704857,42704873,42704861,,434.43,376.0425,443.44,515.5925,555.567,612.6825,689.9247,169.705,49900,1,0,102.4065146,169.5678212,27.82513055,58.70100856
42728122,42728124,42704857,42704859,42728127,42704861,,427.47,375.825,443.96,512.3075,549.811,612.7355,685.4653,157.465,49700,1,0,102.4032598,168.7674127,25.64937859,39.06238973
42728122,42704868,42704857,42704859,42704873,42704871,,434.17,386.3325,452.435,523.245,560.0415,626.3785,689.0901,167.79,49800,1,0,102.3985319,169.5587698,27.45685907,65.82664847
42728122,42728124,42704857,42704859,42704873,42704871,,430.33,381.945,445.11,515.4425,553.832,617.3015,687.1978,161.66,49900,0,0,102.3867097,69.09386541,26.43054075,48.05122912
42704868,42704866,42704858,42704859,42704873,42728127,,449.71,394.2275,459.46,525.69,561.549,620.6055,683.2972,177.82,49900,0,0,102.3816152,71.89116016,29.13361514,66.54100418
42728124,42704868,42704857,42704859,42728127,42704861,,424.42,367.3675,437.465,507.0025,547.255,608.562,695.6178,165.465,49500,0,0,102.3788719,67.98366097,27.010126,17.35409498
42728124,42704862,42704858,42704857,42704859,42704873,,449.67,393.25,460.205,524.9725,562.239,625.2075,691.7076,183.63,49900,0,0,102.3743686,71.58776795,30.19719436,67.77164936
42704868,42704870,42704862,42704858,42704859,42704865,,452.15,394.2075,459.875,522.5175,564.607,624.782,690.5841,186,50000,2,0,102.3712318,271.9668363,30.32290314,66.25273228
42704868,42704864,42704858,42704857,42704859,42704861,,446.79,394.16,458.555,524.6825,560.6715,619.752,687.2649,178.22,49900,0,0,102.3590948,71.3431776,29.00254243,43.21909845
42704868,42704860,42704858,42704857,42704859,42728127,,444.28,385.9425,450.205,518.085,552.0015,609.5475,691.821,179.98,49900,0,0,102.3514877,70.83580975,29.40116457,62.68123388
42728122,42728124,42704875,42704859,42728127,42704861,,427.16,372.6175,438.845,508.4975,544.156,611.888,687.3101,158.915,50000,0,0,102.3375079,68.63810185,25.84470962,37.43589818
42728122,42704866,42704857,42704859,42704873,42704865,,434.39,391.195,452.515,515.455,553.853,609.806,681.3255,160.845,49300,1,0,102.3339061,169.8402397,26.20064321,21.30854428
42728122,42704870,42704875,42704857,42704859,42704873,,443.89,391.7025,457.355,529.135,570.2405,640.639,697.3346,182.33,50000,4,0,102.3192076,470.5777718,29.94036117,98.61500859
42728122,42704860,42704875,42704857,42704859,42728127,,430.89,370.4875,441.005,508.9625,547.237,612.5095,693.9853,167.875,50000,0,0,102.3184632,68.90957061,27.37325477,60.43507457
42704868,42704862,42704875,42704857,42704859,42704873,,437.07,374.2075,449.1,521.99,558.819,630.7615,705.5667,185.655,49700,1,0,102.2918888,169.3426815,30.75551963,54.32494879
42704868,42704862,42704875,42704857,42704859,42728127,,428.83,363.1025,438.21,511.97,550.186,615.5985,710.5623,182.675,49600,0,0,102.2917839,68.0353253,30.13289717,27.87053287
42728122,42704866,42704860,42704859,42728127,42704865,,430.51,379.0625,443.44,506.1625,539.709,595.1445,671.0047,149.03,50000,0,0,102.2668583,69.6475509,24.28132819,26.22247636
42704868,42704866,42704862,42704859,42704873,42704871,,431.23,377.2925,440.145,515.5325,549.851,611.2075,690.9807,169.225,50000,1,0,102.2535751,169.0402028,27.82013619,65.2887702
42704868,42704866,42704858,42704875,42704873,42704865,,434.2,370.495,437.355,506.135,545.066,612.9565,689.5327,169.955,50000,3,0,102.2507074,369.4980658,27.75804387,63.60204816
42704868,42704866,42704858,42704859,42704873,42704861,,447.39,395.8,459.665,526.0525,561.781,618.926,681.8168,175.6,49700,0,0,102.2409351,71.57761248,28.64098947,47.47470021
42728122,42704864,42704875,42704857,42704859,42704861,,433.4,382.4325,446.565,516.9925,558.6795,618.1835,688.6002,166.115,50000,0,0,102.2386945,69.41693846,27.00212712,61.12785935
42728122,42728124,42704857,42704859,42704873,42704865,,435.79,390.86,452.27,514.9625,554.569,615.3695,677.4368,159.245,49600,1,0,102.2294013,170.1343244,25.91885818,29.65194285
42728122,42704868,42704875,42704859,42704873,42704865,,439.32,386.4675,456.195,522.775,561.4415,619.121,681.4027,166.825,49800,0,0,102.1995869,70.46991792,27.13035525,58.25783014
42728122,42704866,42704870,42704859,42704873,42704865,,443.51,395.68,462.79,525.0275,559.738,616.376,673.6397,163.485,50000,0,0,102.1923162,71.31575204,26.5584689,77.27678418
42704866,42704870,42704858,42704857,42704859,42704873,,452.04,398.4275,463.67,530.9425,567.634,628.02,694.7216,189.905,49700,0,0,102.1872037,71.74502181,31.29294307,78.11160088
42704868,42704866,42704864,42704857,42704859,42728123,,430.88,381.715,446.505,507.235,543.1345,605.298,673.3115,152.01,49900,0,0,102.1791479,69.58809094,21.97416932,62.67254353
42704868,42704870,42704862,42704857,42704859,42728127,,438.26,376.3025,448.62,520.145,560.1445,627.835,700.6806,183.865,50000,4,0,102.1789403,469.6401485,30.31357529,67.79741645
42728124,42704866,42704872,42704857,42704859,42704865,,433.68,384.115,448.73,516.155,552.404,606.5805,676.5702,157.95,50000,0,0,102.1705475,69.8553322,25.67086807,56.97983503
42728124,42704864,42704870,42704859,42728127,42704861,,417.13,356.5875,424.29,493.43,535.0105,598.0035,697.3536,160.865,49900,0,0,102.164038,66.84974288,26.14726039,19.73360032
42728122,42704866,42704875,42704859,42704873,42704865,,434.08,383.42,449.85,515.3575,553.5535,609.113,682.1519,162.295,49600,1,0,102.1608159,169.7109288,26.40017236,41.29566252
42728122,42704866,42728126,42704859,42704873,42704865,,427.44,380.0325,441.55,504.855,540.996,602.609,676.2659,151.78,49900,0,0,102.1581611,69.00479487,24.74025644,33.71816278
42728122,42704868,42704857,42704859,42704863,42704861,,429.17,388.4525,450.55,516.3225,553.006,619.428,683.6928,160.6,49600,0,0,102.1580406,68.9814509,26.02797066,17.44878292
42728122,42704868,42704856,42704859,42704863,42728127,,418.64,371.9675,436.27,503.665,541.2935,600.483,686.0709,153.45,50000,0,0,102.1490002,67.44853228,24.94202077,22.68543243
42728122,42704870,42704875,42704857,42704859,42704863,,433.51,378.645,446.47,520.4825,562.196,625.4855,699.4501,176.355,49900,3,0,102.1447678,369.0195493,28.65454456,43.76985133
42704868,42704860,42704862,42704857,42704859,42704871,,425.8,363.9675,433.355,503.93,547.1775,608.436,698.6614,171.385,50000,2,0,102.1345858,267.9848524,28.07562324,40.07789493
42728122,42704866,42704870,42704859,42728127,42704865,,435.27,383.5975,454.275,518.5425,551.6205,610.266,677.9017,160.505,49900,0,0,102.1148906,70.00839588,26.02081259,65.65883756
42728122,42704870,42704862,42704857,42704859,42704861,,438.99,388.5925,456.54,526.37,566.6535,626.9805,689.5087,173.645,50000,1,0,102.111237,170.1103526,28.29964829,72.11325169
42704868,42704864,42704870,42704859,42728127,42704861,,420.97,358.5975,429.33,503.5025,542.4815,605.081,698.4972,166.995,49800,0,0,102.096948,67.3146473,27.16257871,28.89024317
42728122,42704868,42704858,42704857,42704863,42704865,,432.42,379.96,444.055,513.2425,548.371,602.988,677.8454,159.06,50000,0,0,102.0938455,69.61189512,25.7293894,58.28360319
42704868,42704862,42728126,42704857,42704859,42704873,,430.43,368.695,440.755,513.83,554.9035,617.314,697.7719,175.14,50000,1,0,102.0880484,168.6365475,28.82176042,61.89376116
42704868,42704866,42704857,42704859,42704873,42728127,,433.58,379.5625,447.28,515.2325,554.3675,616.3045,690.8157,172.265,49500,0,0,102.0786589,69.31048014,28.34726989,52.89204121
42728124,42704868,42704857,42704859,42704873,42704863,,432.84,378.62,445.9,520.59,558.2925,621.7605,686.6295,167.67,49800,0,0,102.0720226,69.35369854,27.39263468,30.0477773
42704868,42704864,42704858,42704857,42704859,42704871,,441.41,383.3425,451.645,518.4175,556.3445,618.3455,691.379,179.435,50000,0,0,102.0669269,70.3622741,29.28081038,55.41357398
42704866,42704860,42704858,42704857,42704859,42704873,,447.28,390.2925,455.31,519.7475,557.0185,614.045,685.1907,178.43,49800,0,0,102.0615611,71.38417682,29.20101815,47.52204716
42728122,42704868,42704858,42704857,42704861,42704865,,432.24,382.9175,447.34,511.9775,548.288,607.5855,678.6104,159.835,49800,1,0,102.0606036,169.5492137,25.89431721,51.11063123
42728122,42704866,42704858,42704859,42728127,42704865,,442.28,397.52,455.905,515.7525,547.836,606.2695,673.2322,163.42,49600,0,0,102.0496433,71.11356359,26.38231575,40.69756567
42728122,42728124,42704875,42704859,42704863,42704861,,425.02,374.5625,438.925,503.735,547.629,613.1635,683.3524,155.92,50000,0,0,102.0495952,68.38723558,25.24586827,18.7870115
42728122,42704868,42704857,42704874,42704859,42704861,,425.58,381.1175,445.915,514.395,549.2615,624.643,691.4327,165.055,49900,2,0,102.0405174,268.1772438,26.92213767,41.11917317
42704868,42704864,42704875,42704857,42704859,42704863,,430.53,373.8925,439.835,511.5325,548.915,615.831,696.0138,173.34,50000,0,0,102.0395015,68.69586809,28.25353256,76.67000294
42728122,42704862,42704875,42704857,42704859,42704873,,440.12,382.4525,454.795,527.0525,563.747,626.944,692.7595,177.655,49900,0,0,102.0364741,70.12643323,29.20608244,56.09347224
42728122,42704868,42704856,42704859,42704873,42704871,,421.32,376.335,443.57,505.3525,541.1235,607.4095,687.9271,158.42,50000,1,0,102.0316158,167.7123035,25.86639001,53.08561325
42728122,42704866,42704857,42704859,42704863,42704861,,423.93,379.155,445.135,512.1025,543.5235,614.7255,683.5272,156.07,49400,0,0,102.0228507,68.22246181,25.3274572,24.57441092
42728122,42704864,42704857,42704859,42704873,42704863,,423.32,378.0475,439.4,508.615,549.9715,609.133,687.5143,158.56,49600,1,0,102.0058353,167.9929243,25.80698977,32.54773915
42704868,42704866,42704870,42704859,42704873,42704861,,440.38,384.985,453.975,526.485,561.9845,629.617,683.6314,172.685,50000,4,0,102.005279,470.4724448,28.24853688,67.27244258
42704868,42704866,42704858,42704859,42728127,42704861,,439.15,386.6475,447.29,514.75,549.288,612.3205,684.5243,172.62,49600,1,0,101.9996669,170.2702563,28.06117409,21.8464151
42728124,42704868,42704875,42704859,42704873,42704861,,432.35,373.32,443.305,515.935,554.7705,614.799,689.482,169.895,49900,0,0,101.998609,69.16170624,27.77816792,59.78963375
42704868,42704866,42704875,42704857,42704859,42704871,,436.14,379.18,445.325,520.8925,556.3865,629.807,694.5511,178.04,50000,2,0,101.9942075,269.5027245,29.25078611,93.24921966
42704866,42704864,42704870,42704857,42704859,42704861,,434.54,378.7575,446.125,519.4225,555.0365,619.003,688.8999,170.775,50000,1,0,101.9867731,169.4790208,27.83526072,68.62355471
42728122,42704866,42704864,42704859,42704873,42704869,,427.64,384.96,444.735,508.84,542.69,595.089,665.8984,143.755,50000,0,0,101.9779509,69.33643718,22.51523724,21.54946625
42728122,42728124,42704857,42704859,42728127,42704871,,422.09,369.7825,437.235,508.57,545.673,603.069,688.2467,158.68,49800,0,0,101.9706268,67.78650925,25.89547425,40.19835293
42728122,42704866,42704858,42704857,42704859,42704869,,445.15,407.305,462.94,522.135,552.5495,606.456,669.9145,163.015,49700,0,0,101.9692602,71.59754078,25.15532528,43.60205531
42728122,42704868,42704858,42704859,42704871,42704861,,439.74,394.745,456.84,518.7325,553.92,616.1285,679.4154,168.145,49900,0,0,101.9629437,70.51854602,27.17974977,27.23797858
42728122,42728124,42704857,42704859,42704863,42728127,,427.65,377.7325,443.34,514.46,552.5855,608.9345,680.1576,156.69,49900,0,0,101.9577059,68.83009415,25.48601085,33.13295841
42704868,42704866,42704875,42704859,42728127,42704861,,422.71,364.685,428.305,505.7475,540.138,607.803,696.9715,168.515,49500,0,0,101.9559985,67.56026541,27.51170506,27.52624452
42728124,42704870,42704858,42704857,42704859,42704873,,453.44,395.2925,459.07,533.33,571.1065,627.407,689.5832,188.305,50000,0,0,101.9509819,72.03910647,30.95639092,65.82244635
42704868,42704866,42704858,42704859,42704873,42704863,,447.57,393.27,459.715,526.3525,557.8815,618.037,677.9845,174.825,49900,1,0,101.9508869,171.6402939,28.45856737,46.06335759
42704868,42704866,42704862,42704859,42704873,42704861,,436.61,381.4475,446.57,519.7975,560.8665,619.648,681.1025,168.01,49900,0,0,101.9382129,70.02110625,27.55574965,60.26726961
42704868,42704862,42704858,42704857,42704859,42728127,,445.27,387.555,455.61,522.8275,558.7615,619.409,694.3305,186.78,49700,0,0,101.9365594,70.74531621,30.73471715,67.30690002
42728122,42704868,42704858,42704859,42704863,42704865,,445.38,398.915,460.985,524.1375,557.6315,610.4645,669.5314,164.955,49800,0,0,101.9065434,71.62168641,26.48379922,40.58999121
42728122,42704866,42704856,42704859,42704873,42704863,,421.64,379.5975,441.665,506.3375,540.3525,610.56,679.8851,151.9,49900,0,0,101.9059233,67.99689935,24.77222967,29.36787903
42728122,42728124,42704857,42704859,42704863,42704865,,425.41,378.0375,439.54,509.0325,544.4915,603.6355,678.1358,153.27,49500,0,0,101.905664,68.57610197,24.80574875,22.79300541
42728124,42704868,42704858,42704857,42704859,42704867,,442.83,391,451.45,516.9825,549.721,608.704,676.5733,168.53,50000,0,0,101.9031495,71.02289516,25.83024909,21.63126767
42728122,42704864,42704862,42704857,42704859,42704867,,422.53,369.125,438.925,506.145,537.709,600.963,680.1887,151.83,50000,0,0,101.8973289,68.10561472,23.41296152,14.6992147
42728122,42704870,42704858,42704857,42704859,42728127,,452.09,398.5875,468.65,535.7025,571.1215,628.299,685.4071,183.455,50000,0,0,101.8910159,71.98040651,29.92011004,76.39042139
42704868,42704870,42704858,42704857,42704859,42704863,,446.9,389.84,457.03,529.45,565.4105,620.0055,694.5129,188.46,49800,1,0,101.8855316,170.9457885,30.77737693,60.88694334
42728122,42704864,42704862,42704859,42728127,42704861,,420.25,367.73,433.55,500.215,540.903,612.6355,684.1411,154.32,49900,0,0,101.8777581,67.64706055,25.16155675,20.16389519
42728122,42704860,42704875,42704857,42704859,42704863,,428.75,374.85,439.19,509.1925,547.6535,612.457,688.5663,164.88,50000,0,0,101.8765309,68.65870434,26.73899588,35.48668623
42728122,42728124,42704870,42704859,42704861,42704865,,434.35,387.8075,451.815,519.16,548.059,605.0585,672.4633,156.685,50000,0,0,101.8624016,69.98893287,25.30570296,36.60976887
42728122,42728126,42704858,42704857,42704859,42704873,,444.26,397.7525,458.095,525.8725,558.7635,621.587,683.0396,174.73,50000,3,0,101.8571659,370.9768055,28.44765868,58.4256351
42704868,42704866,42704864,42704857,42704859,42728125,,429.6,379.8375,442.29,505.8375,541.357,600.8525,674.2,155.05,50000,0,0,101.8570505,69.27369421,23.61739638,47.09595144
