P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Saber Score
42565970,42565968,42566091,42565986,42565993,42565998,42566036,42565977,42565988,42566008,,96.68,79.03865051,96.66365051,115.2011509,125.7111458,145.1936592,167.6531415,255.6,48500,1,79.55,0.916909333
42565970,42565968,42566033,42565986,42565993,42565998,42565996,42566025,42565977,42566008,,96.85,79.92615128,96.63864899,114.8386536,126.176149,144.7461472,166.6441414,240.49,49800,1,83.55,16.05032831
42565970,42565967,42566091,42565986,42565993,42565998,42566036,42566025,42565977,42566008,,97.41,78.7030983,97.65309906,116.0155983,127.9606014,146.3656036,161.9790945,237.7,48200,1,56.3,19.39799488
42565970,42565967,42566017,42565986,42566021,42566012,42566036,42565977,42565992,42566005,,97.09,77.62809944,98.25310135,118.2780991,129.6256027,151.3131004,177.1771066,241.85,49600,1,65.3,44.33349669
42565970,42565967,42566017,42565986,42566021,42566079,42565996,42565977,42565992,42566005,,97.08,77.59060287,98.42810059,120.1406021,130.7530975,152.1181038,175.3101006,250.22,49300,1,62.3,28.01676691
42565971,42565968,42566053,42565989,42566001,42566079,42565976,42566046,42565975,42566029,,85.82,69.27615166,86.18865204,104.6636505,115.4786533,134.4936531,149.4846535,167.37,48000,1,69.7,-36.88876331
42565971,42565968,42566091,42565995,42565999,42566079,42565976,42566003,42565975,42566029,,89.94,72.58814812,91.07565308,109.6131554,121.7306538,140.9056496,164.109147,206.99,48100,1,69.7,-2.473900095
42565971,42565968,42566091,42565989,42565999,42566079,42565976,42566046,42566003,42565975,,90.28,73.17364693,91.19865036,112.0611515,121.5711517,143.6036476,167.810145,225.48,48000,1,51.7,-9.156347811
42565969,42565968,42566026,42566014,42565991,42566084,42565976,42565994,42566025,42565985,,86.76,70.28064919,86.9306488,106.1806469,117.7206501,133.9831573,152.9081548,143.46,48400,1,82.25,-0.262199296
42565969,42565968,42566009,42566084,42565991,42566012,42565976,42565994,42566025,42565985,,88.01,71.65565491,88.53064728,108.7431507,119.9706501,139.2281578,156.6101518,151.69,48800,1,83.25,4.578612372
42565969,42565968,42566014,42566084,42565991,42566012,42565976,42565994,42566025,42565985,,87.62,72.70565033,89.18065262,107.5681496,119.0356464,137.9106544,152.5111458,154.22,48700,1,84.25,6.03729859
42565969,42565968,42566009,42566014,42565991,42566084,42565976,42566025,42566008,42565985,,88.69,72.04314804,90.23064804,109.9431534,120.3431488,138.490657,159.0146458,164.56,48200,1,83.25,-2.486786246
42565970,42565967,42566017,42565986,42566018,42565996,42566074,42565975,42566008,42566005,,99.82,82.34060287,99.77809906,121.2905979,131.2030945,148.2080948,169.4166066,255.97,49700,1,64.3,49.07961786
42565970,42565967,42566017,42565986,42566064,42565996,42566074,42565975,42566008,42566005,,97.31,79.14459801,97.38210297,117.332098,129.0720993,148.6096016,167.2576105,262.71,48700,1,60.3,29.91863489
42565970,42565967,42566017,42565986,42566075,42565996,42566074,42565975,42566008,42566005,,98.03,80.27810097,97.72809982,117.5656013,130.1681053,148.0255974,169.4061066,250.49,48400,1,65.3,49.36787784
42565971,42565972,42566033,42565983,42565993,42565998,42566066,42566067,42565977,42565975,,87.56,70.36200142,86.81200409,106.4245014,117.5895023,139.0095001,156.1980116,179.6,48600,1,59.15333333,-27.68477499
42565971,42565972,42566026,42565980,42565993,42566067,42566066,42565977,42565975,42565985,,86.38,69.1744976,86.28700638,102.8744984,112.6094982,133.3270027,149.7404996,138.75,49600,1,79.15333333,-17.85692275
42565971,42565972,42566033,42565980,42565993,42566067,42566066,42565977,42565975,42565985,,86.89,69.33700562,86.23699951,104.6869984,114.1920052,135.1945114,153.7384995,147.84,49500,1,84.15333333,-11.98771968
42565971,42565972,42565979,42565980,42565993,42566067,42566036,42566073,42565977,42565975,,88.23,68.04100227,87.16600037,106.8785038,116.8160019,135.0785095,154.1244974,158.23,50000,1,78.15333333,-3.59698087
42565971,42565972,42565979,42565980,42565993,42565998,42566066,42566067,42565977,42565985,,84.73,67.57450485,84.63700104,102.6869965,112.0820019,133.5420021,149.6895117,121.5,49400,1,77.15333333,-7.839693874
42565968,42565967,42566009,42565995,42566018,42566072,42565976,42565975,42566008,42566094,,97.98,78.32875252,96.62874985,117.1162529,127.7037506,146.508754,174.9587506,215.68,49400,1,71.15,11.77315488
42565968,42565967,42566009,42565995,42565999,42566072,42565976,42565975,42566008,42566094,,99.12,79.21625328,98.72875214,118.416254,130.8112442,148.0687424,179.7587537,234.52,50000,1,71.15,14.12688792
42565968,42565967,42566009,42565995,42566018,42566072,42565976,42566016,42566003,42566008,,95.55,77.65374756,96.00375366,116.0537491,127.4262543,148.5537415,166.6547476,207.89,48500,1,73.15,32.5864017
42565969,42565967,42566091,42565983,42566018,42566072,42565976,42566025,42565975,42566008,,95.71,77.59809875,94.67309952,113.7106037,124.3056038,146.0981079,170.4815897,223.05,49500,1,30,14.6905303
42565969,42565967,42566091,42566014,42566018,42566072,42565976,42566025,42565975,42566008,,93.71,78.04810143,93.72310257,112.2481003,123.2631001,142.0505959,166.8280957,208.67,48200,1,40,7.853161544
42565970,42565968,42566017,42565986,42565993,42565996,42566036,42565977,42566034,42566005,,94.33,76.82714653,94.23964691,112.8896484,123.3396454,141.9171486,168.7436394,246.67,49100,1,84.55,0.452157715
42565970,42565968,42566017,42565986,42565993,42565996,42566036,42565977,42566067,42566005,,94.74,77.37615013,95.18864822,113.638649,124.6961514,142.4561592,169.6401535,241.76,48400,1,89.55,1.992646046
42565969,42565967,42566009,42565983,42565999,42566079,42565996,42565994,42566008,42565988,,96.68,80.10760117,97.42010498,118.4200993,129.8200989,148.272596,170.5445958,244.33,49300,1,40,11.71292737
42565969,42565970,42566009,42565983,42565999,42566079,42565996,42565994,42566008,42565988,,96.51,78.46249962,97.92499924,117.1999969,128.6300056,146.4524971,167.900994,236.37,48100,1,66.4,19.0881595
42565973,42565972,42566009,42565981,42565991,42566084,42565976,42565977,42565994,42566025,,84.19,65.88750076,82.75,101.6124992,111.9799976,131.402494,162.765,119.21,48400,1,75.00333333,2.930550277
42565973,42565972,42566009,42566048,42565991,42565998,42565976,42565977,42565994,42566013,,85.3,68.28750229,84.57500076,101.9250011,114.6224987,132.635006,147.223997,118.06,48600,1,97.00333333,3.838483617
42565973,42565967,42566009,42566048,42565991,42566084,42565976,42565977,42565994,42566013,,88.53,70.3451004,87.92010117,106.0326004,116.8425991,136.597599,157.7705959,140.3,48600,1,73.3,9.324736893
42565973,42565972,42565979,42566048,42565991,42565998,42565976,42565977,42565994,42566025,,85.02,67.53750229,82.69999695,102.0125008,114.4225018,129.7525002,153.6025061,115.62,50000,1,91.00333333,3.730909154
42565973,42565967,42566009,42566048,42565991,42565981,42565976,42565994,42566025,42566013,,88.6,70.14510345,87.77009964,105.2325993,114.4700939,137.2300934,155.6971049,137.48,49200,1,77.3,28.67929637
42565973,42565967,42565979,42566048,42565991,42566084,42565976,42565994,42566025,42566013,,85.94,67.75759697,84.74509811,103.5700989,113.7850967,133.3200989,151.282596,118.31,48000,1,74.3,0.3358986
42565970,42565967,42566091,42565983,42565993,42566072,42566036,42565977,42565984,42565990,,96.21,76.9605999,95.04809952,112.6980991,123.5131012,139.5480957,159.8675987,218.32,48900,1,54.3,-10.09005383
42565970,42565967,42566091,42565983,42565993,42566072,42566006,42565977,42565984,42565990,,94.91,77.13560104,93.82310104,111.0230999,121.9131016,138.4256012,160.6195987,208.66,49600,1,50.3,-28.24841738
42565970,42565967,42566033,42565983,42565993,42566072,42566036,42565977,42566067,42565984,,95.85,77.34809875,95.52310562,113.9480991,123.2856003,141.7980957,163.0525958,217.62,48200,1,65.3,-1.31636411
42565971,42565968,42566033,42565986,42566079,42566012,42565996,42566038,42565977,42565975,,89.63,73.3261528,90.5136528,109.8261509,121.2111523,139.0936539,159.5031474,219.46,49400,1,49.7,-28.12795639
42565970,42565969,42565979,42565983,42566018,42566012,42566074,42565994,42565984,42565990,,91.58,73.28750229,90.52500153,109.112505,118.7299976,134.9524971,153.1395061,154.8,49800,1,69.4,4.255890846
42565970,42565969,42565979,42565983,42566064,42566012,42566074,42566002,42565984,42565990,,87.39,69.15450096,85.666996,104.2919979,116.9044968,132.8420006,152.6215042,165.28,48400,1,61.4,-28.2699883
42565970,42565969,42565979,42565983,42566075,42566012,42566074,42565994,42565984,42565990,,89.79,71.97500038,88.92499924,106.8624992,118.2074974,134.5575027,155.604006,149.32,48500,1,70.4,-1.828459464
42565970,42565968,42566053,42565986,42565993,42565996,42566036,42566073,42565977,42565975,,95.32,76.12464905,92.87465668,113.6371555,123.4471523,141.0946465,162.72564,241.67,50000,1,89.55,18.13288182
42565970,42565968,42566033,42565989,42565993,42565978,42566077,42566046,42565975,42566008,,96.56,77.86115074,94.92364883,115.7611504,125.7286472,148.4036514,167.3526633,235.31,49400,1,98.55,20.02186328
42565970,42565968,42566091,42565989,42566079,42565978,42565996,42565975,42566008,42566005,,97.23,80.19314575,98.88065338,116.4556503,128.8506493,147.0256454,175.0171457,259.28,49000,1,74.55,26.64408386
42565970,42565968,42566053,42565989,42566001,42565978,42566077,42566046,42565975,42566008,,93.45,75.91864777,92.14365005,112.8686504,121.8786495,142.4761581,159.5211462,209.93,48600,1,81.55,-10.25785729
42565968,42565967,42566017,42565995,42566021,42565998,42565996,42565977,42566005,42566094,,95.13,75.41324997,95.22575378,115.7757492,126.5332485,150.455751,173.0437567,228.64,48800,1,74.15,14.95302022
42565968,42565967,42566017,42565995,42566021,42566012,42565996,42566052,42565977,42566005,,93.42,74.56374931,94.23874664,116.2262459,127.7362453,147.023748,175.8187512,225.59,49100,1,82.15,8.270572126
42565971,42565973,42566033,42565980,42566021,42566034,42565996,42566002,42565977,42565985,,82.93,65.25150108,82.13900375,101.638998,111.2789997,129.1264984,150.9659894,145.85,48100,1,77.85,-16.07551575
42565971,42565973,42566017,42565980,42566021,42566034,42565996,42566002,42565977,42565985,,82.86,63.95149708,81.03900146,102.001503,112.0789951,131.6715012,155.2154893,149.6,48400,1,80.85,-23.03334028
42565971,42565973,42566033,42565980,42566021,42565998,42565996,42565977,42565985,42566034,,83.97,66.43849754,82.92599869,103.6760006,112.8584984,132.5709953,155.1109979,148.14,48300,1,71.85,-4.337109253
42565971,42565969,42566026,42565980,42566039,42566011,42565976,42566041,42565988,42566013,,81.98,64.64499664,81.36999893,98.71999931,108.952499,127.4074966,149.2604951,110.48,48300,1,46.55,1.975273341
42565970,42565972,42566014,42565983,42565991,42565998,42566066,42566025,42565994,42565975,,91.47,75.62450027,91.31200409,108.1745014,117.2594997,136.3370056,152.3645056,182.66,49000,1,76.00333333,-2.547015809
42565968,42565967,42566091,42565986,42566018,42565998,42565976,42565977,42566067,42566073,,92.69,74.19975281,92.62475586,111.499754,123.8397526,142.9272438,166.4967467,214.95,48100,1,38.15,3.537334129
42565968,42565967,42566026,42565986,42566018,42565998,42565976,42565977,42566067,42566073,,93,73.81225204,91.89974976,113.0747528,123.4822536,141.8447525,163.4932468,201.31,49500,1,39.15,16.56662375
42565968,42565967,42566026,42565986,42566018,42565998,42565976,42565977,42566067,42566052,,92.99,74.72174835,91.82174683,112.1592445,124.4467468,141.6742439,161.1502438,198.02,49900,1,31.15,12.09587827
42565968,42565967,42566045,42565986,42566018,42565998,42565976,42565977,42566067,42566052,,92.94,74.2092495,92.94674683,112.5967484,124.3492451,142.2017464,161.2537498,201.14,49500,1,33.15,7.887621224
42565971,42565968,42566017,42566042,42566001,42566072,42565976,42566008,42565975,42565985,,89.42,71.95065308,89.22565079,109.5131493,120.3006516,138.6706505,166.2521411,182.48,49800,1,87.7,-19.72433031
42565971,42565968,42566017,42566053,42566001,42566072,42565976,42566008,42565975,42565985,,89.37,71.80365181,90.02864838,108.5286484,119.3411499,139.3636383,168.3566528,183.15,49500,1,85.7,-12.0134905
42565971,42565968,42566017,42566053,42566001,42566019,42565976,42565985,42565992,42566005,,84.68,67.05214691,84.66464996,104.8646469,116.28965,137.1571487,155.8076425,151.29,48700,1,100.7,-7.422284782
42565971,42565968,42566017,42566053,42566001,42566072,42565976,42565975,42566029,42565985,,86.31,68.83614922,85.69865036,105.09865,116.2861507,135.4136513,164.3566481,159.44,49000,1,83.7,-27.79234946
42565971,42565968,42566017,42566053,42566001,42566019,42565976,42566029,42565985,42565992,,82.73,65.24714088,82.4096489,102.6471519,115.349649,130.5946556,156.9126587,135.14,48000,1,100.7,-22.44812846
42565969,42565971,42566040,42565983,42566021,42566072,42565976,42565984,42566013,42565992,,86.43,67.98250198,85.97000122,102.8575001,112.3275021,133.7449951,155.2484952,148.58,48400,1,58.55,-26.05828643
42565969,42565971,42565979,42565983,42566079,42566072,42565976,42565984,42566013,42565992,,86.28,68.61550522,86.50300217,102.0780029,112.9280014,133.4480087,157.3839908,147.77,49500,1,44.55,-17.54708737
42565969,42565971,42565979,42565983,42566079,42566072,42565976,42565984,42565988,42566013,,86.54,68.71549797,86.22799683,103.515501,113.7280045,132.0404999,154.4565089,152.74,49600,1,40.55,-19.11334693
42565971,42565967,42565979,42565983,42566079,42566072,42566006,42565984,42566013,42565990,,86.52,68.59809875,85.44810104,103.9730988,115.4281013,133.6480988,163.0635959,148.17,48700,1,16.45,-31.23470247
42565969,42565971,42565979,42565983,42566021,42566072,42566006,42565984,42566013,42565990,,83.86,65.07800293,82.00299835,100.3904991,110.5429996,132.1380028,152.5499998,126.02,48900,1,39.55,-33.70889723
42565969,42565972,42566040,42565989,42566001,42565987,42565976,42566038,42565985,42566029,,82.69,65.69949913,83.38700104,102.0494995,111.0195015,131.5269936,151.7684933,97.67,48500,1,100.7033333,-2.461014688
42565969,42565972,42566040,42565989,42566001,42565981,42565976,42566038,42565985,42566029,,83.97,66.22450447,84.01200104,102.6995029,113.5345013,130.2719933,152.7460056,108.38,49000,1,92.70333333,0.120751513
42565969,42565972,42566040,42566042,42566001,42565978,42565976,42566038,42565985,42566029,,81.36,62.45399952,81.17900467,101.8415031,111.6790085,130.0839951,153.3804977,92.68,48100,1,89.70333333,-1.802687347
42565969,42565972,42566040,42566042,42566001,42565987,42565976,42565988,42565985,42566029,,82.11,63.82899857,82.67900085,100.6290054,110.5790024,133.0889946,153.5884796,106.34,48400,1,94.70333333,18.02950948
42565968,42565967,42566045,42565981,42566021,42565998,42566077,42565977,42565992,42566005,,94.15,76.62574768,93.65074921,114.4882507,124.5632492,142.9282509,168.2687538,228.13,49400,1,46.15,-10.58057696
42565968,42565967,42566017,42565981,42566021,42565998,42566077,42565977,42565992,42566005,,94.64,76.32574844,94.02574921,114.8757477,126.2257538,144.7357536,180.9317508,237.85,50000,1,52.15,-3.575407714
42565971,42565967,42566017,42565995,42566021,42565998,42566036,42565977,42565992,42566005,,92.91,73.80759811,92.74509811,113.1701012,124.2850967,144.1451019,170.8210989,206.76,49400,1,66.45,16.90222919
42565971,42565967,42566045,42565995,42565993,42565998,42566036,42565977,42565992,42566005,,93.31,74.37010193,95.14509964,112.7325993,122.670105,142.8826019,173.4236049,198.96,49700,1,70.45,21.64835483
42565970,42565974,42566033,42565983,42565993,42565998,42566036,42565988,42565975,42566008,,93.83,73.57075119,92.79574966,113.7582493,126.1032494,145.3182465,166.002258,232.29,48700,1,95.1,20.83510756
42565970,42565972,42566045,42565983,42565993,42565998,42566036,42565988,42565975,42566008,,96.7,77.14999771,94.97500229,116.4499969,128.4724983,145.0025002,168.962997,233.72,49400,1,91.00333333,21.88507318
42565970,42565972,42566033,42565983,42565993,42565998,42566036,42565988,42565975,42566008,,97.26,77.5,96.02500153,117.4749985,129.4224953,143.9349945,172.301003,239.69,49700,1,94.00333333,30.18112481
42565969,42565972,42566026,42565995,42565999,42565978,42565976,42565994,42566052,42566046,,86.76,68.7310009,85.85599899,103.3184986,114.8484978,131.0934937,152.5009875,135.62,48500,1,82.70333333,29.27739322
42565969,42565972,42566026,42565995,42565999,42565978,42565976,42565994,42566046,42566016,,88.32,70.94300079,87.46800232,105.6930008,117.2929993,136.7429932,154.6639902,143.08,49300,1,88.70333333,13.58033568
42565969,42565972,42566026,42565995,42565999,42565978,42565976,42565994,42566046,42566002,,87.82,69.83099556,85.95599747,104.4685001,116.3059998,133.2584969,151.8579877,147.66,49700,1,87.70333333,1.949503087
42565970,42565967,42566071,42565981,42566064,42565978,42566077,42566013,42565975,42565992,,93.26,73.30759811,91.67010117,109.9326019,122.7776028,138.8300995,167.2901109,218.08,49500,1,36.3,8.416803926
42565971,42565968,42566026,42565995,42566018,42565981,42566077,42566038,42565975,42566005,,88.77,69.39314842,86.68065262,106.5931473,118.0556488,134.4656578,160.3146489,170.22,48100,1,70.7,-11.24759018
42565971,42565968,42566026,42565995,42566018,42565981,42565976,42566041,42566038,42566005,,86.68,65.87565231,83.77564621,105.9631519,116.388147,136.7806412,156.9611531,145.46,48200,1,72.7,-9.096118063
42565970,42565967,42566033,42565980,42566075,42566012,42566036,42565977,42565994,42566008,,97.39,79.62010193,96.92010498,116.6451015,125.9426041,142.9226044,160.8741019,209.25,48500,1,64.3,9.178505093
42565970,42565974,42566033,42565980,42565991,42565998,42566036,42565977,42565994,42566008,,90.74,71.93324852,90.74575043,109.1082497,118.3332458,137.5257576,158.1972549,178.96,48200,1,89.1,0.465043867
42565970,42565967,42566033,42566084,42565991,42565998,42566036,42565977,42565994,42566008,,96.84,80.17010498,96.82009888,116.5700989,126.4350983,142.9750931,165.2400928,217.61,48100,1,58.3,36.81623042
42565970,42565968,42566033,42566042,42566021,42566012,42565996,42565977,42566008,42565985,,93.77,77.94765472,95.02265167,113.522646,122.8451485,139.5326447,165.4766562,217.69,48200,1,104.55,11.94095835
42565969,42565967,42566091,42565983,42566018,42566090,42566006,42566008,42565975,42565988,,93.69,75.63259697,94.02009583,112.6075993,123.0925991,142.8200989,166.5240959,227.12,48300,1,22,1.278288942
42565969,42565967,42566091,42565983,42566018,42566072,42565976,42566046,42565975,42565988,,94.78,76.19110107,94.61610031,112.3285999,123.2486046,142.4010979,173.7565889,232.07,49800,1,31,3.107040375
42565969,42565967,42566026,42565983,42566039,42566072,42566006,42565975,42565988,42566003,,91.19,73.84810257,89.84809875,108.7231007,122.4131016,139.8506134,165.7501077,213.89,49900,1,22,-19.95236427
42565969,42565967,42566026,42565983,42566039,42566072,42566006,42566008,42565975,42565988,,92.58,74.77310371,91.12310028,110.5981007,123.0056007,141.9705902,164.8020956,217.25,49700,1,31,-11.11844555
42565970,42565972,42566045,42565983,42565999,42566079,42566036,42565975,42565988,42565984,,93.45,75.33749962,93,112.5999985,124.5725021,143.1275055,166.0625031,216.21,48400,1,70.00333333,2.414254844
42565968,42565967,42566009,42565995,42566075,42566090,42565976,42566016,42565994,42565975,,95.54,77.12574768,95.22574997,113.6632481,125.3832481,143.0057533,167.5742567,193.59,49900,1,82.15,8.330801874
42565968,42565967,42566009,42565995,42565991,42566090,42565976,42566016,42565994,42566025,,93,74.41325378,93.10074997,111.78825,123.0707497,143.4032478,164.7302538,173.43,49000,1,84.15,20.24989724
42565969,42565968,42566009,42566014,42566018,42565987,42565976,42566025,42566008,42565985,,90.38,74.50564575,91.0556488,109.9681492,121.3556519,137.5256462,154.3066489,162.94,49700,1,85.25,9.74214375
42565969,42565968,42566009,42566014,42565991,42565987,42565996,42565994,42566025,42565985,,88.61,71.84314919,90.45565033,109.1056519,120.6206516,136.383152,159.2581458,165.89,49700,1,92.25,1.015798096
42565970,42565968,42566033,42565986,42565993,42566012,42565996,42565977,42566073,42565985,,93.84,75.50465393,94.42965317,112.8671532,124.0146511,143.6071457,161.8716447,218.36,49300,1,107.55,24.80244637
42565969,42565968,42566009,42566048,42565991,42566072,42565976,42565994,42566025,42565975,,91.32,73.42115402,89.93365479,109.1086521,122.6486515,142.2911606,165.5026427,179.9,50000,1,83.25,5.809265748
42565969,42565968,42566091,42566048,42565991,42566084,42565976,42565994,42566025,42565975,,89.06,72.0556488,88.75564957,107.793148,119.7131496,136.5606491,155.4686578,179.9,48000,1,76.25,-8.941201121
42565970,42565967,42566091,42566084,42565999,42565978,42566064,42565994,42565975,42565992,,96.85,80.31159782,96.99909973,115.0740967,126.4315956,144.6316002,166.1470998,237.92,48700,1,45.3,11.61823869
42565970,42565967,42566091,42565989,42565999,42565978,42566064,42565975,42565992,42566094,,97.7,80.39909935,97.32410049,116.236599,126.0316006,147.8265968,172.1300996,241.83,48600,1,43.3,8.270570636
42565969,42565970,42566091,42565989,42565999,42565978,42566064,42566008,42565975,42565992,,95.75,79.49149704,95.90399933,114.979002,124.6414963,148.7340096,169.0550008,238.36,49400,1,62.4,8.916012943
42565970,42565967,42566014,42565989,42565999,42565978,42566064,42566002,42566046,42565992,,94.45,76.43009949,93.30509567,113.6425972,124.7950977,148.8325935,169.9860873,224.71,48800,1,57.3,7.039918751
42565970,42565967,42566017,42565981,42565999,42565978,42565996,42566046,42565992,42566094,,97.26,78.33809853,97.2881012,117.6006012,128.4206017,148.8330956,170.1210982,236.95,49000,1,49.3,10.85233763
42565970,42565967,42566017,42565981,42565999,42565978,42565996,42566034,42565992,42566094,,96.92,78.12109756,96.2960968,116.7710972,130.4435982,148.3311058,174.0731059,237.74,49200,1,42.3,12.20345125
42565971,42565968,42566017,42565981,42566021,42566012,42565976,42566002,42566046,42566003,,87.06,70.3491497,87.56164551,106.1241474,118.0766529,138.3766479,163.0171574,199.54,48400,1,69.7,-33.38617384
42565970,42565968,42566017,42565981,42565999,42565978,42566064,42566002,42566046,42566003,,91.01,71.81565094,90.7906456,109.2781467,119.9181473,140.0431404,162.8196434,230.07,48100,1,63.55,-25.16323924
42565973,42565967,42566014,42566048,42565991,42565981,42565976,42565994,42566020,42566002,,86.84,69.22059441,86.3830986,103.5580978,115.5281002,137.8680992,154.4420903,149.19,49500,1,98.3,-12.12106422
42565970,42565972,42566053,42565983,42565999,42566019,42566006,42565988,42566008,42565975,,92.21,73.70900154,90.95899582,109.9464989,122.1914986,141.389003,163.1955055,210.05,49000,1,80.00333333,21.92372978
42565969,42565967,42566026,42565980,42566039,42566011,42566074,42565990,42565984,42566005,,85.92,67.6575985,83.87010193,102.8325996,113.6850971,130.7775963,159.8215988,129.83,48500,1,47,-0.679607736
42565969,42565967,42566017,42565980,42566039,42566011,42566074,42565990,42565984,42566005,,86.36,68.4075985,85.92010117,104.0200958,115.4351036,132.3751015,153.3470988,142.67,48700,1,55,-14.21230584
42565969,42565967,42566017,42565980,42566039,42566034,42565996,42565990,42566032,42566005,,85.93,68.33210182,86.08210373,103.5195961,114.4945999,135.7670952,152.3660864,171.58,48400,1,38,-30.26654124
42565969,42565967,42566017,42565980,42566039,42566011,42565996,42565990,42566013,42566005,,88.39,71.00759697,87.49509811,107.4701042,118.4351048,135.4825928,162.1336018,160.67,49400,1,48,-0.047051566
42565970,42565972,42566033,42565980,42565999,42565998,42566036,42565977,42566067,42565984,,91.71,74.08750153,91.77500153,109.8375015,122.0075005,139.914994,159.566003,176.52,48100,1,73.00333333,2.724088915
42565970,42565971,42566033,42565980,42565999,42565998,42566036,42565977,42566067,42565985,,92.41,75.63750076,93.42499924,111.5125008,121.7575005,140.9374939,160.955497,180.39,48500,1,65.85,12.80154884
42565970,42565968,42566071,42565989,42566021,42565981,42565996,42565994,42566005,42565992,,93.51,75.98914719,94.17664719,111.6016541,121.6016541,137.6666428,169.607654,224.45,48700,1,92.55,-11.87146008
42565970,42565967,42566014,42565989,42566021,42565981,42565996,42566094,42566005,42565992,,97.56,78.52009583,98.29509735,117.170105,127.9651031,152.2700966,176.5930989,226.87,48300,1,68.3,17.40144044
42565967,42565972,42566033,42565986,42565993,42565998,42565976,42566067,42565990,42566008,,92.92,74.79059982,92.77809906,112.1530991,121.5531006,142.3856033,163.3061005,190.45,49200,1,65.60333333,24.1225481
42565970,42565967,42565979,42565986,42565993,42565998,42566036,42566067,42565990,42566008,,96.97,76.74059868,97.05310059,115.6030979,125.6980995,146.5080978,170.4111066,213.09,49600,1,63.3,34.0064317
42565970,42565967,42566033,42565986,42565993,42565998,42566036,42565990,42566008,42566005,,97.83,78.87809944,97.25309753,116.0781002,127.4555988,147.4331062,172.4086066,228.79,48900,1,67.3,18.79989952
42565970,42565967,42566071,42565980,42566039,42565981,42566074,42565990,42565992,42566005,,91.42,72.66609955,89.31610107,108.7285957,119.5810997,136.0961014,163.4286072,183.16,48200,1,57.3,-17.40505546
