rank,mode,uTarget,uSampled,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack
46,mid,0.500,0.517,5,3,NYM,WSH,0,4,4,5,2378.34,24200,88.38,5.326,49500,0
47,chalk,0.850,0.733,4,3,COL,CIN,3,4,5,7,2241.63,23200,99.71,12.857,49900,0
48,mid,0.500,0.504,5,3,DET,ATL,0,2,2,6,2237.50,22800,88.65,5.541,49400,0
49,leverage,0.150,0.119,4,2,PHI,SF,0,5,6,4,2268.13,23200,66.85,1.099,49600,0
50,leverage,0.150,0.168,4,3,PHI,SF,0,5,5,4,2280.37,23100,67.75,1.100,49300,0
51,leverage,0.150,0.370,5,2,DET,ATL,0,4,4,6,2252.64,23100,100.05,12.894,49600,0
52,mid,0.500,0.480,4,4,COL,CIN,4,3,4,8,2270.70,23100,101.62,14.495,49300,0
53,chalk,0.850,0.765,4,2,CIN,COL,0,5,6,4,2284.32,23100,101.95,14.603,49700,0
54,leverage,0.150,0.089,5,2,CIN,COL,0,3,3,5,2385.88,23100,102.55,15.063,49400,0
55,chalk,0.850,0.836,5,1,CIN,COL,1,3,4,6,2265.06,23100,104.32,18.298,49500,0
56,mid,0.500,0.503,5,3,PHI,SF,0,3,3,6,1973.42,21900,33.54,0.492,49400,0
57,leverage,0.150,0.215,4,4,DET,ATL,0,3,3,5,1855.29,21900,42.44,1.195,49700,0
58,mid,0.500,0.448,4,4,DET,ATL,0,3,3,5,1814.28,21400,47.29,1.195,49200,0
59,mid,0.500,0.533,4,3,PHI,SF,0,4,4,5,1861.32,21900,42.82,1.142,49500,0
60,leverage,0.150,0.226,5,1,PHI,SF,0,5,5,6,1949.38,21400,39.78,0.575,49300,0
61,leverage,0.150,0.170,4,4,NYM,WSH,0,2,2,5,1919.79,21700,46.42,0.791,49200,0
62,chalk,0.850,0.924,5,2,PHI,SF,0,4,4,6,1894.31,21400,37.80,0.476,49600,0
63,leverage,0.150,0.240,5,1,PHI,SF,0,5,5,6,1917.39,21900,33.85,0.558,49600,0
64,chalk,0.850,0.651,5,2,ATL,DET,0,4,4,5,1923.67,21900,52.96,1.928,49500,0
65,leverage,0.150,0.192,5,2,PHI,SF,0,4,4,6,1969.16,21900,36.28,0.677,49200,0
66,leverage,0.150,0.035,5,1,ATL,DET,0,5,5,5,1960.20,22100,69.11,3.618,49600,0
67,leverage,0.150,0.188,5,2,PHI,SF,0,3,4,6,1855.69,21500,39.70,0.595,49800,0
68,chalk,0.850,0.849,5,2,PHI,SF,0,3,3,6,2055.36,22600,35.86,0.568,49500,0
69,mid,0.500,0.338,5,2,STL,PIT,1,3,4,6,1926.14,21400,60.24,2.749,50000,0
70,chalk,0.850,0.769,4,3,PHI,SF,0,4,4,5,1904.76,21400,47.69,0.984,49300,0
71,chalk,0.850,0.826,4,2,DET,ATL,0,4,4,4,1791.68,21400,63.79,3.788,49700,0
72,leverage,0.150,0.110,5,2,PHI,SF,0,4,4,6,1911.05,21400,38.16,0.453,49700,0
73,mid,0.500,0.525,5,2,PHI,SF,0,4,4,6,1897.79,21400,37.44,0.479,49800,0
74,leverage,0.150,0.175,5,3,DET,ATL,0,3,3,5,1859.46,21400,55.86,2.257,49800,0
75,chalk,0.850,0.760,4,3,PHI,SF,0,3,4,5,1936.52,21900,43.01,1.147,49700,0
