rank,mode,uTarget,uSampled,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack
38,mid,0.500,0.623,4,3,CHC,PHI,3,3,4,7,1668.20,21800,105.03,7.219,49900,0
39,chalk,0.850,0.842,5,2,PHI,CHC,0,3,4,6,2498.10,24900,103.06,11.442,49500,0
40,leverage,0.150,0.199,5,3,PHI,CHC,3,3,4,8,2328.18,23600,108.09,10.388,49600,0
41,chalk,0.850,0.894,5,1,PHI,CHC,0,5,6,5,1838.59,22000,107.55,10.386,49600,0
42,leverage,0.150,0.130,4,2,CHC,PHI,2,4,6,6,2405.91,23900,104.90,10.325,49400,0
43,mid,0.500,0.608,4,3,CHC,PHI,3,3,5,7,2016.04,22400,105.21,10.889,49600,0
44,mid,0.500,0.376,5,3,PHI,CHC,3,3,4,8,1828.91,21800,101.97,8.379,48900,0
45,leverage,0.150,0.101,5,2,PHI,CHC,2,4,5,7,2322.15,23600,107.98,12.644,48600,0
46,leverage,0.150,0.185,5,2,PHI,CHC,1,4,5,6,2438.93,24000,108.44,12.841,48400,0
47,leverage,0.150,0.185,5,1,PHI,CHC,0,5,5,6,2650.45,25100,107.25,8.366,49900,0
48,chalk,0.850,0.786,5,2,PHI,CHC,0,5,5,5,2309.03,23600,103.45,7.715,48800,0
49,leverage,0.150,0.153,5,1,PHI,CHC,0,4,5,6,1983.15,22400,103.58,12.836,49900,0
50,chalk,0.850,0.922,5,2,PHI,CHC,2,4,5,7,1862.82,21800,106.42,12.057,48300,0
51,mid,0.500,0.409,5,2,PHI,CHC,1,4,5,6,2301.06,23600,109.94,14.152,49900,0
52,leverage,0.150,0.056,5,2,PHI,CHC,0,4,5,5,1941.75,22000,106.98,12.032,48600,0
53,chalk,0.850,0.957,5,2,PHI,CHC,2,4,5,7,2442.87,24300,108.01,10.700,48800,0
54,mid,0.500,0.628,5,3,PHI,CHC,0,4,4,5,2373.10,24300,108.20,12.312,49800,0
55,leverage,0.150,0.075,5,2,PHI,CHC,0,4,4,6,2602.23,24900,102.01,8.814,48200,0
56,mid,0.500,0.644,5,2,PHI,CHC,1,4,5,6,2331.18,23600,107.77,14.076,48400,0
57,leverage,0.150,0.289,4,4,CHC,PHI,4,3,4,8,2403.66,23800,106.16,10.059,48800,0
58,mid,0.500,0.426,5,3,PHI,CHC,0,4,4,5,2548.02,24600,105.89,5.263,48400,0
59,mid,0.500,0.422,5,2,PHI,CHC,0,5,5,5,2410.17,24400,106.36,11.874,48900,0
60,chalk,0.850,0.779,5,2,PHI,CHC,2,4,5,7,2421.18,23800,110.14,12.284,49300,0
61,leverage,0.150,0.045,5,2,PHI,CHC,0,4,4,5,1927.80,22100,107.18,14.063,49600,0
62,chalk,0.850,0.917,5,2,PHI,CHC,1,4,5,6,2048.51,22100,107.35,14.266,48600,0
63,mid,0.500,0.556,4,3,CHC,PHI,3,4,5,7,2452.43,24000,106.98,10.305,49600,0
64,chalk,0.850,0.857,5,1,PHI,CHC,0,5,5,5,1847.40,21800,105.72,12.539,49100,0
65,mid,0.500,0.687,5,2,PHI,CHC,0,3,4,6,2128.85,22800,102.06,12.727,48000,0
66,leverage,0.150,0.086,5,3,WSH,ATL,0,4,4,5,1795.55,21900,100.42,7.383,49000,0
67,chalk,0.850,0.734,5,2,PHI,CHC,0,4,4,6,2149.63,23100,103.14,12.219,48900,0
68,chalk,0.850,0.669,5,2,PHI,CHC,0,4,4,5,2385.71,24300,108.34,11.744,49800,0
69,leverage,0.150,0.184,5,2,PHI,CHC,0,5,5,5,2607.68,24600,106.39,6.423,48000,0
70,chalk,0.850,0.747,5,2,PHI,CHC,1,4,5,6,2449.00,24600,109.02,12.760,49200,0
71,leverage,0.150,0.180,5,3,PHI,CHC,3,3,4,8,2191.10,22100,100.80,10.388,48100,0
72,chalk,0.850,0.892,4,2,PHI,CHC,1,4,5,5,1816.48,21800,102.51,4.787,48800,0
73,leverage,0.150,0.000,5,2,PHI,CHC,0,5,5,5,2395.85,23700,109.21,12.575,48700,0
74,leverage,0.150,0.236,5,2,PHI,CHC,0,4,4,6,2074.15,22600,102.53,11.790,48700,0
75,leverage,0.150,0.140,5,2,PHI,CHC,0,4,4,6,2639.41,24900,104.27,7.419,49500,0
