idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
24,T,fivePlus,5,2,1,CWS,101.59,13.08,43.54,150.10,0.350,1.113,0.000,0.000,0.333
25,T,fivePlus,5,1,0,SD,111.91,17.83,45.35,153.90,0.300,1.112,0.000,0.000,0.429
26,T,fivePlus,5,2,2,SD,107.63,16.88,42.40,150.25,0.380,1.109,0.000,0.000,0.250
27,T,four+BB,4,2,2,COL,107.19,17.43,46.59,154.45,0.280,1.041,0.000,0.000,0.333
28,T,four+BB,4,2,2,COL,106.47,16.65,44.09,154.95,0.280,1.028,0.000,0.000,0.429
29,T,four+BB,4,1,1,SD,110.58,18.63,48.54,153.10,0.250,1.025,0.000,0.000,0.333
30,T,four+BB,4,2,2,SD,109.96,17.73,49.80,155.05,0.280,1.010,0.000,0.000,0.429
31,T,four+BB,4,3,3,MIL,98.75,8.68,40.21,137.30,0.280,0.991,0.000,0.000,0.250
32,T,four+BB,4,2,1,ATL,104.42,14.32,43.54,150.10,0.250,0.988,0.000,0.000,0.538
33,T,four+BB,4,2,2,TEX,98.34,9.88,43.55,141.10,0.280,0.985,0.000,0.000,0.250
34,T,four+BB,4,2,2,COL,105.88,13.58,41.10,145.20,0.280,0.982,0.000,0.000,0.429
35,T,four+BB,4,2,2,ATL,100.60,11.87,36.90,148.75,0.280,0.981,0.000,0.000,0.250
36,T,four+BB,4,2,2,COL,102.40,13.14,41.50,145.35,0.280,0.975,0.000,0.000,0.333
37,T,four+BB,4,2,1,SD,106.33,14.32,39.55,143.90,0.250,0.969,0.000,0.000,0.333
38,T,four+BB,4,2,1,SD,108.88,18.93,46.54,153.10,0.250,0.968,0.000,0.000,0.333
39,T,four+BB,4,3,3,SD,107.45,18.22,46.75,151.75,0.280,0.967,0.000,0.000,0.429
40,T,four+BB,4,2,2,SD,106.63,16.18,37.85,147.16,0.280,0.954,0.000,0.000,0.333
41,T,three-three,3,3,2,COL,105.59,12.09,42.12,145.20,0.180,0.770,0.000,0.000,0.333
42,T,three-three,3,3,3,SD,107.04,15.20,45.01,150.20,0.180,0.768,0.000,0.000,0.250
43,T,three-three,3,3,3,COL,106.35,17.16,44.59,153.00,0.180,0.758,0.000,0.000,0.429
44,T,three-three,3,3,1,MIL,104.10,12.61,42.35,146.90,0.150,0.711,0.000,0.000,0.538
45,C,four+naked,4,2,0,SD,111.49,17.71,50.59,154.10,0.200,0.836,136.783,0.000,0.538
46,C,four+naked,4,3,0,SD,112.62,19.04,47.04,157.10,0.200,0.866,136.139,0.000,0.429
47,C,four+naked,4,2,0,SD,109.70,17.31,50.45,151.30,0.200,0.868,134.924,0.000,0.429
48,C,four+naked,4,3,0,ATL,110.65,19.48,48.54,158.10,0.200,0.792,134.919,0.000,0.333
49,C,four+naked,4,3,0,MIL,109.29,14.91,50.97,148.30,0.200,0.903,134.777,0.000,0.429
50,C,four+naked,4,4,0,MIL,110.36,15.26,47.37,149.90,0.200,0.890,134.047,0.000,0.538
51,C,four+naked,4,2,0,SD,109.64,17.25,46.54,151.10,0.200,0.811,132.909,0.000,0.333
52,C,four+naked,4,2,0,SD,110.42,17.39,44.19,155.30,0.200,0.809,132.514,0.000,0.429
53,C,four+naked,4,3,0,SD,108.24,17.63,48.15,153.85,0.200,0.790,132.315,0.000,0.429
54,C,four+naked,4,4,0,CWS,109.09,16.90,46.44,152.40,0.200,0.731,132.309,0.000,0.333
55,C,four+naked,4,2,0,DET,107.60,16.28,48.99,148.10,0.200,0.889,132.096,0.000,0.250
56,C,four+naked,4,2,0,SD,108.46,16.64,47.19,152.30,0.200,0.890,132.054,0.000,0.429
57,C,four+naked,4,2,0,SD,108.29,17.01,46.15,153.85,0.200,0.885,131.365,0.000,0.333
58,C,four+naked,4,1,0,SD,107.55,16.86,47.44,152.40,0.200,0.822,131.269,0.000,0.333
59,C,four+naked,4,2,0,SD,106.65,19.69,47.99,156.25,0.200,0.794,130.644,0.000,0.250
60,D,fivePlus,5,3,3,SD,119.74,20.99,45.90,158.75,0.380,1.015,0.000,117.184,0.667
61,D,fivePlus,5,3,3,SD,117.35,21.21,45.35,159.90,0.380,1.013,0.000,0.000,0.538
62,D,fivePlus,5,2,2,SD,116.82,20.35,44.65,159.05,0.380,1.024,0.000,0.000,0.538
63,D,fivePlus,5,3,3,SD,118.76,21.85,46.74,160.15,0.380,1.018,0.000,115.630,0.667
64,D,fivePlus,5,2,2,SD,118.40,21.56,47.24,161.15,0.380,1.029,0.000,115.286,0.667
65,D,four+BB,4,3,3,SD,117.06,21.50,46.74,162.15,0.280,0.991,0.000,114.521,0.538
66,D,fivePlus,5,2,2,SD,118.96,21.12,46.74,159.15,0.380,1.025,0.000,114.418,0.538
67,D,fivePlus,5,2,2,SD,117.34,21.61,48.74,159.15,0.380,1.013,0.000,114.205,0.667
68,D,fivePlus,5,1,1,SD,117.27,20.83,45.90,158.75,0.350,1.012,0.000,114.167,0.538
69,D,fivePlus,5,3,3,SD,116.69,21.32,47.74,160.15,0.380,1.016,0.000,114.106,0.429
70,D,fivePlus,5,3,3,SD,118.65,19.95,44.55,156.95,0.380,1.011,0.000,114.076,0.667
71,D,fivePlus,5,3,3,SD,117.84,22.93,46.74,162.15,0.380,1.015,0.000,114.014,0.667
72,D,four+BB,4,3,3,SD,117.80,20.42,47.74,159.15,0.280,0.997,0.000,113.995,0.667
73,D,fivePlus,5,1,1,SD,116.37,19.23,46.35,156.90,0.350,1.037,0.000,113.790,0.429
74,D,four+BB,4,3,3,SD,116.92,20.93,46.74,159.15,0.280,0.993,0.000,113.788,0.538
