idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
34,T,four+BB,4,3,3,COL,99.38,17.97,46.89,150.06,0.280,0.962,0.000,0.000,0.333
35,T,four+BB,4,2,2,ARI,96.33,12.40,41.23,144.45,0.280,0.957,0.000,0.000,0.250
36,T,four+BB,4,1,1,PHI,104.68,16.20,40.04,147.06,0.250,0.946,0.000,0.000,0.333
37,T,four+BB,4,2,1,ARI,98.41,15.23,46.92,148.30,0.250,0.943,0.000,0.000,0.250
38,T,four+BB,4,3,3,SD,102.27,19.19,48.04,149.55,0.280,0.940,0.000,0.000,0.250
39,T,four+BB,4,3,1,CWS,100.37,14.64,47.56,148.06,0.250,0.934,0.000,0.000,0.250
40,T,four+BB,4,2,2,SD,100.03,17.25,41.34,148.70,0.280,0.932,0.000,0.000,0.333
41,T,three-three,3,3,3,CHC,99.42,14.19,40.04,144.06,0.180,0.683,0.000,0.000,0.250
42,T,three-three,3,3,0,ARI,102.20,16.31,48.04,151.80,0.100,0.654,0.000,0.000,0.250
43,T,three-three,3,3,3,MIL,91.95,9.72,43.00,136.45,0.180,0.651,0.000,0.000,0.176
44,T,three-three,3,3,2,ATL,103.92,18.92,43.15,151.31,0.180,0.644,0.000,0.000,0.250
45,C,four+naked,4,2,0,PHI,110.23,20.03,48.92,156.30,0.200,0.902,134.692,0.000,0.538
46,C,four+naked,4,4,0,ATL,111.05,20.77,46.89,159.06,0.200,0.875,134.494,0.000,0.538
47,C,four+naked,4,2,0,PHI,110.54,19.96,47.89,155.06,0.200,0.877,134.484,0.000,0.538
48,C,four+naked,4,3,0,SD,109.13,22.01,49.89,157.06,0.200,0.807,134.074,0.000,0.429
49,C,four+naked,4,4,0,SD,109.08,21.20,48.89,157.06,0.200,0.811,133.524,0.000,0.538
50,C,four+naked,4,2,0,SD,107.35,19.49,51.52,152.06,0.200,0.837,133.108,0.000,0.429
51,C,four+naked,4,3,0,SD,108.61,19.33,48.04,154.55,0.200,0.802,132.629,0.000,0.333
52,C,four+naked,4,4,0,SD,107.87,21.60,47.89,153.06,0.200,0.741,131.814,0.000,0.429
53,C,four+naked,4,2,0,PHI,108.79,19.69,46.04,156.55,0.200,0.830,131.809,0.000,0.538
54,C,four+naked,4,4,0,SD,107.00,19.80,48.04,152.55,0.200,0.740,131.019,0.000,0.538
55,C,four+naked,4,2,0,PHI,108.69,18.40,44.19,153.55,0.200,0.884,130.784,0.000,0.667
56,C,four+naked,4,1,0,PHI,106.68,18.27,47.92,156.30,0.200,0.837,130.642,0.000,0.429
57,C,four+naked,4,4,0,SD,108.02,20.24,45.19,155.55,0.200,0.789,130.614,0.000,0.429
58,C,four+naked,4,1,0,PHI,107.04,17.07,46.04,150.55,0.200,0.893,130.059,0.000,0.538
59,C,four+naked,4,4,0,CWS,105.45,15.42,48.60,151.30,0.200,0.827,129.750,0.000,0.429
60,D,fivePlus,5,1,0,PHI,111.31,20.42,46.89,156.06,0.300,1.012,0.000,108.821,0.667
61,D,fivePlus,5,2,0,PHI,110.60,18.97,46.04,153.55,0.300,1.029,0.000,108.120,0.538
62,D,fivePlus,5,1,1,PHI,110.58,18.31,46.04,156.55,0.350,1.081,0.000,108.087,0.538
63,D,fivePlus,5,2,2,PHI,111.02,18.38,44.89,155.06,0.380,1.054,0.000,107.964,0.538
64,D,fivePlus,5,3,0,PHI,110.61,20.96,48.04,157.55,0.300,1.012,0.000,107.520,0.538
65,D,fivePlus,5,2,1,PHI,109.94,19.22,46.04,156.55,0.350,1.035,0.000,107.406,0.667
66,D,fivePlus,5,1,1,PHI,110.37,19.78,47.92,159.30,0.350,1.056,0.000,107.307,0.538
67,D,four+BB,4,2,1,PHI,110.14,20.79,47.89,157.06,0.250,0.959,0.000,107.063,0.538
68,D,four+BB,4,2,1,PHI,109.94,17.93,44.04,152.55,0.250,0.982,0.000,106.847,0.538
69,D,four+BB,4,3,3,PHI,109.92,18.50,46.04,154.55,0.280,1.018,0.000,106.813,0.538
70,D,fivePlus,5,2,0,PHI,109.31,19.42,46.89,156.06,0.300,1.020,0.000,106.791,0.429
71,D,fivePlus,5,3,0,PHI,109.76,19.01,46.04,155.55,0.300,1.018,0.000,106.678,0.538
72,D,fivePlus,5,1,0,PHI,109.74,18.14,45.04,155.55,0.300,1.047,0.000,106.653,0.538
73,D,fivePlus,5,1,1,PHI,110.39,19.40,46.89,154.06,0.350,1.034,0.000,106.636,0.667
74,D,fivePlus,5,3,0,PHI,110.35,19.93,44.19,155.55,0.300,1.003,0.000,106.625,0.667
