idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
36,T,four+BB,4,2,2,CHC,91.35,19.30,33.99,138.15,0.280,0.895,0.000,0.000,0.333
37,T,four+BB,4,2,1,MIN,86.31,15.94,35.08,134.15,0.250,0.832,0.000,0.000,0.250
38,T,four+BB,4,2,2,NYY,88.70,17.04,33.97,133.81,0.280,0.826,0.000,0.000,0.250
39,T,four+BB,4,2,2,ATH,85.34,12.47,40.58,129.31,0.280,0.804,0.000,0.000,0.250
40,T,four+BB,4,2,1,CIN,89.44,17.94,41.86,136.86,0.250,0.801,0.000,0.000,0.250
41,T,three-three,3,3,2,CIN,90.82,19.81,44.09,141.65,0.180,0.715,0.000,0.000,0.250
42,T,three-three,3,3,3,ATH,88.67,16.34,37.36,131.15,0.180,0.616,0.000,0.000,0.250
43,T,three-three,3,3,1,TB,89.97,15.99,39.44,136.15,0.150,0.612,0.000,0.000,0.250
44,T,three-three,3,3,2,MIA,88.57,18.57,37.44,139.65,0.180,0.598,0.000,0.000,0.176
45,C,four+naked,4,3,0,NYY,100.44,24.27,46.40,151.00,0.200,0.869,123.642,0.000,0.538
46,C,four+naked,4,4,0,DET,100.50,27.72,44.96,152.00,0.200,0.788,122.979,0.000,0.667
47,C,four+naked,4,2,0,NYY,98.94,25.50,47.21,150.00,0.200,0.811,122.544,0.000,0.429
48,C,four+naked,4,4,0,CHC,100.80,26.25,43.09,148.00,0.200,0.803,122.344,0.000,0.538
49,C,four+naked,4,4,0,DET,101.03,27.83,42.09,154.00,0.200,0.909,122.074,0.000,0.429
50,C,four+naked,4,2,0,NYY,98.78,24.72,46.05,150.00,0.200,0.827,121.803,0.000,0.429
51,C,four+naked,4,2,0,NYY,97.98,25.28,46.05,150.00,0.200,0.725,121.007,0.000,0.538
52,C,four+naked,4,3,0,NYY,97.72,26.93,45.86,151.00,0.200,0.760,120.649,0.000,0.429
53,C,four+naked,4,2,0,CHC,100.07,26.20,41.09,153.25,0.200,0.788,120.614,0.000,0.429
54,C,four+naked,4,3,0,NYY,100.02,27.05,41.09,153.25,0.200,0.797,120.564,0.000,0.429
55,C,four+naked,4,2,0,NYY,97.95,24.51,44.97,148.00,0.200,0.750,120.433,0.000,0.667
56,C,four+naked,4,2,0,NYY,97.23,25.93,45.86,153.25,0.200,0.705,120.159,0.000,0.538
57,C,four+naked,4,4,0,CHC,97.70,25.80,44.86,149.00,0.200,0.685,120.129,0.000,0.429
58,C,four+naked,4,2,0,NYY,98.62,24.97,42.96,151.00,0.200,0.790,120.099,0.000,0.429
59,C,four+naked,4,2,0,NYY,98.10,25.87,43.77,152.00,0.200,0.738,119.986,0.000,0.429
60,D,fivePlus,5,3,0,NYY,100.87,26.72,45.97,151.25,0.300,0.998,0.000,98.357,0.538
61,D,three-three,3,3,0,MIA,100.63,23.71,41.09,147.00,0.100,0.525,0.000,98.150,0.538
62,D,fivePlus,5,3,0,NYY,101.16,27.69,42.09,151.25,0.300,1.003,0.000,98.079,0.667
63,D,fivePlus,5,1,0,NYY,100.67,26.61,44.77,151.25,0.300,1.010,0.000,97.578,0.538
64,D,fivePlus,5,3,0,NYY,100.51,28.70,43.09,151.25,0.300,0.996,0.000,97.418,0.667
65,D,four+naked,4,2,0,NYY,100.50,25.69,43.96,151.00,0.200,0.835,122.479,97.410,0.538
66,D,three-three,3,3,0,CHC,99.69,25.19,41.09,150.00,0.100,0.528,0.000,97.200,0.429
67,D,fivePlus,5,2,0,NYY,100.84,27.20,45.97,150.25,0.300,0.983,0.000,97.075,0.667
68,D,fivePlus,5,3,0,NYY,100.81,28.38,42.09,153.25,0.300,1.004,0.000,97.055,0.667
69,D,fivePlus,5,1,0,NYY,100.79,25.77,45.96,151.00,0.300,1.011,0.000,97.022,0.667
70,D,fivePlus,5,2,0,DET,99.45,24.23,40.09,152.00,0.300,1.137,0.000,96.981,0.429
71,D,other,2,2,1,CHC,99.49,24.37,45.82,146.00,0.050,0.321,0.000,96.951,0.429
72,D,four+BB,4,2,2,CHC,99.22,24.17,42.97,149.00,0.280,1.002,0.000,96.730,0.429
73,D,fivePlus,5,2,0,NYY,99.77,24.68,42.96,152.00,0.300,1.051,0.000,96.671,0.538
74,D,four+naked,4,2,0,NYY,99.12,23.45,39.49,148.20,0.200,0.925,118.864,96.644,0.429
