P,P,C,1B,2B,3B,SS,OF,OF,OF
Taj Bradley (42614737),Tarik Skubal (42614724),Edgar Quero (42615017),Sal Stewart (42614793),Oswald Peraza (42615024),Eugenio Suarez (42614784),Zach Neto (42614780),Jo Adell (42614832),Jorge Soler (42614858),Mike Trout (42614756)
Tarik Skubal (42614724),Freddy Peralta (42614727),Logan O'Hoppe (42614910),Pete Alonso (42614774),Casey Schmitt (42614922),Colt Keith (42614817),Zach Neto (42614780),Jo Adell (42614832),Bryce Teodosio (42615075),Jorge Soler (42614858)
Freddy Peralta (42614727),Tarik Skubal (42614724),Logan O'Hoppe (42614910),Josh Bell (42614847),Luke Keaschall (42614803),Tristan Gray (42614962),Brooks Lee (42615013),Matt Wallner (42614897),Mike Trout (42614756),Oneil Cruz (42614772)
Taj Bradley (42614737),Tarik Skubal (42614724),Salvador Perez (42614854),Munetaka Murakami (42614785),Michael Massey (42615037),Miguel Vargas (42614860),Bobby Witt Jr. (42614748),James Wood (42614758),Jac Caglianone (42614885),Isaac Collins (42614949)
Tarik Skubal (42614724),Freddy Peralta (42614727),Connor Wong (42615035),Munetaka Murakami (42614785),Chase Meidroth (42614873),Caleb Durbin (42614986),Thomas Saggese (42615022),Wilyer Abreu (42614777),Jarren Duran (42614783),Roman Anthony (42614764)
Cade Povich (42614743),Tarik Skubal (42614724),William Contreras (42614769),Luis Garcia Jr. (42614900),Nasim Nunez (42614874),Alex Bregman (42614799),Joey Ortiz (42614941),Sal Frelick (42614810),Garrett Mitchell (42614866),Christian Yelich (42614753)
Freddy Peralta (42614727),Tarik Skubal (42614724),Ivan Herrera (42614846),Alec Burleson (42614804),Jose Fermin (42615055),Alex Bregman (42614799),Thomas Saggese (42615022),James Wood (42614758),Victor Scott II (42614906),Seiya Suzuki (42614796)
Tarik Skubal (42614724),Freddy Peralta (42614727),Carter Jensen (42614821),Willson Contreras (42614816),JJ Wetherholt (42614798),Caleb Durbin (42614986),Trevor Story (42614845),Matt Wallner (42614897),Wilyer Abreu (42614777),Ceddanne Rafaela (42614917)
Cade Povich (42614743),Tarik Skubal (42614724),J.C. Escarra (42615039),Ben Rice (42614763),Jazz Chisholm Jr. (42614820),Junior Caminero (42614759),Taylor Walls (42615060),Trent Grisham (42614843),Cody Bellinger (42614795),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Salvador Perez (42614854),Pete Alonso (42614774),Jeremiah Jackson (42614948),Maikel Garcia (42614776),Bobby Witt Jr. (42614748),Dylan Beavers (42614989),Colton Cowser (42614916),Leody Taveras (42615003)
Tarik Skubal (42614724),Freddy Peralta (42614727),Edgar Quero (42615017),Munetaka Murakami (42614785),Brice Turang (42614761),Miguel Vargas (42614860),Colson Montgomery (42614805),Jo Adell (42614832),Jorge Soler (42614858),Luisangel Acuna (42614973)
Cam Schlittler (42614728),Tarik Skubal (42614724),Moises Ballesteros (42614901),Luis Garcia Jr. (42614900),David Hamilton (42614835),Brady House (42614891),CJ Abrams (42614766),James Wood (42614758),Daylen Lile (42614833),Brandon Lockridge (42614982)
Freddy Peralta (42614727),Tarik Skubal (42614724),Rafael Marchan (42615025),Jose Fernandez (42614946),Bryson Stott (42614863),Nolan Arenado (42614911),Geraldo Perdomo (42614792),Tim Tawa (42615028),Corbin Carroll (42614750),James Wood (42614758)
Tarik Skubal (42614724),Freddy Peralta (42614727),Rafael Marchan (42615025),Bryce Harper (42614765),Brandon Lowe (42614794),Nick Yorke (42615046),Konnor Griffin (42614902),Kyle Schwarber (42614747),Adolis Garcia (42614886),Justin Crawford (42614918)
Tarik Skubal (42614724),Freddy Peralta (42614727),Dillon Dingler (42614837),Kody Clemens (42614880),Gleyber Torres (42614856),Nick Yorke (42615046),Kevin McGonigle (42614786),Zach McKinstry (42614907),Kerry Carpenter (42614811),James Wood (42614758)
Freddy Peralta (42614727),Tarik Skubal (42614724),Carter Jensen (42614821),Lenyn Sosa (42614991),Michael Massey (42615037),Miguel Vargas (42614860),Colson Montgomery (42614805),Corbin Carroll (42614750),Tanner Murray (42615053),Oneil Cruz (42614772)
Tarik Skubal (42614724),Brandon Woodruff (42614725),Carson Kelly (42614890),Spencer Torkelson (42614867),Zach McKinstry (42614907),Alex Bregman (42614799),Konnor Griffin (42614902),Marcell Ozuna (42614898),Ryan O'Hearn (42614823),Oneil Cruz (42614772)
Cade Povich (42614743),Tarik Skubal (42614724),Moises Ballesteros (42614901),Yandy Diaz (42614778),Brandon Lowe (42614794),Junior Caminero (42614759),Konnor Griffin (42614902),Cedric Mullins (42614940),Bryan Reynolds (42614819),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Moises Ballesteros (42614901),Spencer Horwitz (42614912),Marcelo Mayer (42614994),Alex Bregman (42614799),Trevor Story (42614845),Wilyer Abreu (42614777),Ian Happ (42614825),Seiya Suzuki (42614796)
Zac Gallen (42614735),Tarik Skubal (42614724),Samuel Basallo (42614903),Spencer Horwitz (42614912),Nico Hoerner (42614789),Alex Bregman (42614799),Konnor Griffin (42614902),Oneil Cruz (42614772),Bryan Reynolds (42614819),Ian Happ (42614825)
Taj Bradley (42614737),Tarik Skubal (42614724),Carson Kelly (42614890),Spencer Horwitz (42614912),Brandon Lowe (42614794),Matt Shaw (42614955),Dansby Swanson (42614875),Pete Crow-Armstrong (42614752),Ryan O'Hearn (42614823),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Carson Kelly (42614890),Luis Garcia Jr. (42614900),Brandon Lowe (42614794),Nick Yorke (42615046),Trevor Story (42614845),Marcell Ozuna (42614898),Bryan Reynolds (42614819),Pete Crow-Armstrong (42614752)
Freddy Peralta (42614727),Tarik Skubal (42614724),Connor Wong (42615035),Willson Contreras (42614816),Gleyber Torres (42614856),Kevin McGonigle (42614786),Trevor Story (42614845),Daulton Varsho (42614815),Victor Scott II (42614906),Jarren Duran (42614783)
Tarik Skubal (42614724),Jose Soriano (42614729),Ivan Herrera (42614846),Victor Caratini (42614920),Jose Fermin (42615055),Caleb Durbin (42614986),Bobby Witt Jr. (42614748),Wilyer Abreu (42614777),Ceddanne Rafaela (42614917),Roman Anthony (42614764)
Tarik Skubal (42614724),Noah Cameron (42614733),Logan O'Hoppe (42614910),Jonathan Aranda (42614809),Vaughn Grissom (42615150),Junior Caminero (42614759),Trea Turner (42614757),Jorge Soler (42614858),TJ Friedl (42614852),Jo Adell (42614832)
Cam Schlittler (42614728),Tarik Skubal (42614724),Moises Ballesteros (42614901),Spencer Horwitz (42614912),JJ Wetherholt (42614798),Alex Bregman (42614799),CJ Abrams (42614766),Oneil Cruz (42614772),Nick Yorke (42615046),Marcell Ozuna (42614898)
Tarik Skubal (42614724),Jose Soriano (42614729),Samuel Basallo (42614903),Ryan O'Hearn (42614823),Nico Hoerner (42614789),Nick Yorke (42615046),Gunnar Henderson (42614751),Leody Taveras (42615003),Marcell Ozuna (42614898),Oneil Cruz (42614772)
Tarik Skubal (42614724),Brayan Bello (42614736),Carson Kelly (42614890),Ryan O'Hearn (42614823),Oswald Peraza (42615024),Nick Yorke (42615046),Zach Neto (42614780),Mike Trout (42614756),Oneil Cruz (42614772),Bryan Reynolds (42614819)
Andrew Abbott (42614741),Tarik Skubal (42614724),Moises Ballesteros (42614901),Jorge Polanco (42614838),Nico Hoerner (42614789),Alex Bregman (42614799),Francisco Lindor (42614767),Jesus Sanchez (42614865),Marcell Ozuna (42614898),Seiya Suzuki (42614796)
Tarik Skubal (42614724),Brandon Woodruff (42614725),Samuel Basallo (42614903),Rafael Devers (42614770),Christian Koss (42614997),Matt Chapman (42614822),Bobby Witt Jr. (42614748),Leody Taveras (42615003),Jung Hoo Lee (42614878),Dylan Beavers (42614989)
Freddy Peralta (42614727),Brandon Woodruff (42614725),Moises Ballesteros (42614901),Kody Clemens (42614880),Brandon Lowe (42614794),Alex Bregman (42614799),Dansby Swanson (42614875),Bryan Reynolds (42614819),Marcell Ozuna (42614898),Seiya Suzuki (42614796)
Freddy Peralta (42614727),Andrew Abbott (42614741),William Contreras (42614769),Jorge Polanco (42614838),Brice Turang (42614761),Alex Bregman (42614799),Konnor Griffin (42614902),Bryan Reynolds (42614819),Oneil Cruz (42614772),Marcell Ozuna (42614898)
Tarik Skubal (42614724),Noah Cameron (42614733),Victor Caratini (42614920),Josh Bell (42614847),Luke Keaschall (42614803),Kazuma Okamoto (42614790),Elly De La Cruz (42614749),Trevor Larnach (42614933),Nathan Lukes (42614939),TJ Friedl (42614852)
Freddy Peralta (42614727),Tarik Skubal (42614724),Drew Millas (42615026),Luis Garcia Jr. (42614900),Brandon Lowe (42614794),Nick Yorke (42615046),CJ Abrams (42614766),Daylen Lile (42614833),Bryan Reynolds (42614819),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Logan O'Hoppe (42614910),Ryan O'Hearn (42614823),Oswald Peraza (42615024),Nick Yorke (42615046),Zach Neto (42614780),Jo Adell (42614832),Oneil Cruz (42614772),Bryan Reynolds (42614819)
Freddy Peralta (42614727),Tarik Skubal (42614724),Drew Millas (42615026),Luis Garcia Jr. (42614900),Nasim Nunez (42614874),Alex Bregman (42614799),Konnor Griffin (42614902),James Wood (42614758),Marcell Ozuna (42614898),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Victor Caratini (42614920),Josh Bell (42614847),Brandon Lowe (42614794),Nick Yorke (42615046),David Hamilton (42614835),Matt Wallner (42614897),Bryan Reynolds (42614819),Oneil Cruz (42614772)
Tarik Skubal (42614724),Freddy Peralta (42614727),Moises Ballesteros (42614901),Kody Clemens (42614880),Luke Keaschall (42614803),Alex Bregman (42614799),Dansby Swanson (42614875),Matt Wallner (42614897),Jo Adell (42614832),Seiya Suzuki (42614796)
Freddy Peralta (42614727),Tarik Skubal (42614724),J.C. Escarra (42615039),Ryan O'Hearn (42614823),Brandon Lowe (42614794),Nick Yorke (42615046),Jose Caballero (42614915),Aaron Judge (42614746),Trent Grisham (42614843),Bryan Reynolds (42614819)
Tarik Skubal (42614724),Freddy Peralta (42614727),Daniel Susac (42615043),Rafael Devers (42614770),Brandon Lowe (42614794),Matt Chapman (42614822),Zach Neto (42614780),Marcell Ozuna (42614898),Nick Yorke (42615046),Ryan O'Hearn (42614823)
Freddy Peralta (42614727),Tarik Skubal (42614724),J.C. Escarra (42615039),Ben Rice (42614763),Vaughn Grissom (42615150),Nick Yorke (42615046),Jose Caballero (42614915),Jorge Soler (42614858),Aaron Judge (42614746),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Ivan Herrera (42614846),Ryan O'Hearn (42614823),Jazz Chisholm Jr. (42614820),Nolan Gorman (42614857),Konnor Griffin (42614902),Trent Grisham (42614843),Oneil Cruz (42614772),Marcell Ozuna (42614898)
Freddy Peralta (42614727),Tarik Skubal (42614724),Connor Wong (42615035),Willson Contreras (42614816),Jazz Chisholm Jr. (42614820),Caleb Durbin (42614986),Konnor Griffin (42614902),Roman Anthony (42614764),Bryan Reynolds (42614819),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Ivan Herrera (42614846),Alec Burleson (42614804),JJ Wetherholt (42614798),Nick Yorke (42615046),Konnor Griffin (42614902),Riley Greene (42614791),Marcell Ozuna (42614898),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Brandon Valenzuela (42615032),Vladimir Guerrero Jr. (42614754),Ernie Clement (42614931),Alex Bregman (42614799),Konnor Griffin (42614902),Daulton Varsho (42614815),Nick Yorke (42615046),Oneil Cruz (42614772)
Tarik Skubal (42614724),Freddy Peralta (42614727),Victor Caratini (42614920),Josh Bell (42614847),Luke Keaschall (42614803),Ryan McMahon (42615001),Jose Caballero (42614915),Aaron Judge (42614746),Randal Grichuk (42615002),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Connor Wong (42615035),Luis Garcia Jr. (42614900),Oswald Peraza (42615024),Caleb Durbin (42614986),Zach Neto (42614780),Jo Adell (42614832),Mike Trout (42614756),Roman Anthony (42614764)
Tarik Skubal (42614724),Freddy Peralta (42614727),Daniel Susac (42615043),Ryan O'Hearn (42614823),Casey Schmitt (42614922),Matt Chapman (42614822),Dansby Swanson (42614875),Jung Hoo Lee (42614878),Seiya Suzuki (42614796),Oneil Cruz (42614772)
Tarik Skubal (42614724),Freddy Peralta (42614727),Moises Ballesteros (42614901),Ryan O'Hearn (42614823),Brandon Lowe (42614794),Nick Yorke (42615046),Dansby Swanson (42614875),Oneil Cruz (42614772),Bryan Reynolds (42614819),Ian Happ (42614825)
Freddy Peralta (42614727),Tarik Skubal (42614724),Salvador Perez (42614854),Kody Clemens (42614880),Brandon Lowe (42614794),Maikel Garcia (42614776),Konnor Griffin (42614902),Marcell Ozuna (42614898),Nick Yorke (42615046),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Carson Kelly (42614890),Ryan O'Hearn (42614823),Brandon Lowe (42614794),Nick Yorke (42615046),Dansby Swanson (42614875),Wilyer Abreu (42614777),Marcell Ozuna (42614898),Oneil Cruz (42614772)
Tarik Skubal (42614724),Freddy Peralta (42614727),William Contreras (42614769),Lenyn Sosa (42614991),Brandon Lowe (42614794),Nick Yorke (42615046),Konnor Griffin (42614902),Jorge Soler (42614858),Bryan Reynolds (42614819),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Logan O'Hoppe (42614910),Ryan O'Hearn (42614823),Brandon Lowe (42614794),Caleb Durbin (42614986),Konnor Griffin (42614902),Jorge Soler (42614858),Bryan Reynolds (42614819),Oneil Cruz (42614772)
Tarik Skubal (42614724),Freddy Peralta (42614727),Logan O'Hoppe (42614910),Ryan O'Hearn (42614823),Brandon Lowe (42614794),Nick Yorke (42615046),Vaughn Grissom (42615150),Mike Trout (42614756),Oneil Cruz (42614772),Bryan Reynolds (42614819)
Tarik Skubal (42614724),Freddy Peralta (42614727),Carson Kelly (42614890),Ryan O'Hearn (42614823),Brandon Lowe (42614794),Alex Bregman (42614799),Konnor Griffin (42614902),Jorge Soler (42614858),Marcell Ozuna (42614898),Bryan Reynolds (42614819)
Tarik Skubal (42614724),Freddy Peralta (42614727),Carson Kelly (42614890),Ryan O'Hearn (42614823),Nico Hoerner (42614789),Nick Yorke (42615046),Dansby Swanson (42614875),Oneil Cruz (42614772),Ian Happ (42614825),Marcell Ozuna (42614898)
Tarik Skubal (42614724),Freddy Peralta (42614727),Carson Kelly (42614890),Vladimir Guerrero Jr. (42614754),Brandon Lowe (42614794),Nick Yorke (42615046),Konnor Griffin (42614902),Jordan Walker (42614893),Marcell Ozuna (42614898),Oneil Cruz (42614772)
Tarik Skubal (42614724),Freddy Peralta (42614727),Logan O'Hoppe (42614910),Willson Contreras (42614816),Brandon Lowe (42614794),Nick Yorke (42615046),Konnor Griffin (42614902),Wilyer Abreu (42614777),Marcell Ozuna (42614898),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Victor Caratini (42614920),Ryan O'Hearn (42614823),Brandon Lowe (42614794),Nick Yorke (42615046),Zach Neto (42614780),Matt Wallner (42614897),Marcell Ozuna (42614898),Oneil Cruz (42614772)
Freddy Peralta (42614727),Tarik Skubal (42614724),Edgar Quero (42615017),Luis Garcia Jr. (42614900),Brandon Lowe (42614794),Nick Yorke (42615046),Konnor Griffin (42614902),Mike Trout (42614756),Bryan Reynolds (42614819),Oneil Cruz (42614772)
Cade Povich (42614743),Tarik Skubal (42614724),Carson Kelly (42614890),Ryan O'Hearn (42614823),Brandon Lowe (42614794),Alex Bregman (42614799),Konnor Griffin (42614902),Seiya Suzuki (42614796),Oneil Cruz (42614772),Bryan Reynolds (42614819)
Freddy Peralta (42614727),Tarik Skubal (42614724),Moises Ballesteros (42614901),Alec Burleson (42614804),Brandon Lowe (42614794),Nick Yorke (42615046),Dansby Swanson (42614875),Oneil Cruz (42614772),Marcell Ozuna (42614898),Ryan O'Hearn (42614823)
Tarik Skubal (42614724),Freddy Peralta (42614727),Salvador Perez (42614854),Ryan O'Hearn (42614823),Brandon Lowe (42614794),Nick Yorke (42615046),Bobby Witt Jr. (42614748),Isaac Collins (42614949),Bryan Reynolds (42614819),Marcell Ozuna (42614898)
