idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
28,T,fivePlus,5,2,0,LAA,102.52,9.48,37.54,142.95,0.300,1.259,0.000,0.000,0.250
29,T,fivePlus,5,2,2,ATH,96.47,10.61,41.54,142.85,0.380,1.258,0.000,0.000,0.176
30,T,fivePlus,5,1,1,CHC,101.92,9.85,45.28,139.07,0.350,1.251,0.000,0.000,0.250
31,T,fivePlus,5,2,1,LAA,98.32,9.28,35.30,139.70,0.350,1.248,0.000,0.000,0.333
32,T,fivePlus,5,1,1,BOS,95.26,7.92,42.13,138.85,0.350,1.246,0.000,0.000,0.176
33,T,fivePlus,5,1,1,NYY,95.98,6.99,47.71,134.25,0.350,1.240,0.000,0.000,0.250
34,T,fivePlus,5,3,3,ATL,99.24,11.86,41.74,140.80,0.380,1.238,0.000,0.000,0.250
35,T,fivePlus,5,2,1,CHC,99.40,11.34,41.74,141.80,0.350,1.237,0.000,0.000,0.250
36,T,fivePlus,5,2,2,KC,98.97,13.20,39.95,146.80,0.380,1.231,0.000,0.000,0.333
37,T,fivePlus,5,2,1,SD,100.09,10.22,39.54,137.95,0.350,1.227,0.000,0.000,0.250
38,T,fivePlus,5,1,0,SEA,101.97,10.14,38.54,141.95,0.300,1.226,0.000,0.000,0.333
39,T,fivePlus,5,2,2,CHC,99.14,9.39,45.07,138.62,0.380,1.223,0.000,0.000,0.250
40,T,fivePlus,5,1,1,KC,101.25,13.40,42.01,145.00,0.350,1.223,0.000,0.000,0.429
41,T,fivePlus,5,2,2,NYY,96.93,7.60,46.29,133.85,0.380,1.410,0.000,0.000,0.429
42,T,fivePlus,5,1,1,SEA,98.99,8.06,38.74,139.80,0.350,1.366,0.000,0.000,0.429
43,T,fivePlus,5,2,2,MIL,97.18,9.12,40.88,141.85,0.380,1.360,0.000,0.000,0.429
44,T,fivePlus,5,1,1,NYY,98.60,8.71,39.74,140.15,0.350,1.335,0.000,0.000,0.429
45,D,fivePlus,5,2,0,KC,108.69,15.21,41.88,151.85,0.300,1.024,0.000,107.256,0.429
46,D,fivePlus,5,2,0,KC,108.99,16.72,42.88,150.85,0.300,1.005,0.000,107.117,0.667
47,D,fivePlus,5,3,0,KC,109.06,16.80,42.88,148.85,0.300,0.997,0.000,106.155,0.667
48,D,fivePlus,5,1,1,KC,107.62,15.92,41.88,151.85,0.350,1.021,0.000,105.239,0.429
49,D,fivePlus,5,1,0,KC,106.81,16.15,42.74,150.80,0.300,1.015,0.000,104.961,0.333
50,D,fivePlus,5,2,0,KC,106.91,15.74,44.54,147.85,0.300,0.981,0.000,104.588,0.429
51,D,fivePlus,5,3,0,KC,106.95,15.38,41.54,150.95,0.300,1.008,0.000,104.574,0.538
52,D,fivePlus,5,2,0,LAA,106.43,12.42,39.88,145.85,0.300,1.107,0.000,104.535,0.333
53,D,fivePlus,5,2,0,KC,106.91,15.31,39.54,149.95,0.300,1.017,0.000,104.533,0.429
54,D,fivePlus,5,2,0,KC,106.89,15.63,41.88,151.85,0.300,1.035,0.000,104.482,0.429
55,D,fivePlus,5,2,0,KC,106.85,14.58,41.88,145.85,0.300,1.005,0.000,104.438,0.429
56,D,fivePlus,5,2,0,KC,106.82,14.69,39.54,148.95,0.300,1.021,0.000,104.414,0.429
57,D,fivePlus,5,3,0,KC,108.03,14.90,46.62,146.97,0.300,0.998,0.000,104.377,0.667
58,D,fivePlus,5,1,0,KC,107.36,15.08,40.88,149.85,0.300,1.030,0.000,104.350,0.538
59,D,fivePlus,5,3,0,DET,107.92,14.85,41.88,145.85,0.300,1.004,0.000,104.302,0.667
