idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
64,D,fivePlus,5,2,0,CWS,117.37,18.51,51.54,160.75,0.300,1.023,0.000,113.672,0.667
65,D,fivePlus,5,2,0,CWS,115.57,16.25,49.55,155.60,0.300,1.033,0.000,113.127,0.538
66,D,fivePlus,5,3,0,CWS,116.74,17.90,51.74,158.05,0.300,1.013,0.000,112.994,0.667
67,D,fivePlus,5,3,0,CWS,115.71,17.06,50.74,158.05,0.300,1.029,0.000,112.640,0.538
68,D,fivePlus,5,3,0,CWS,115.41,16.48,44.55,153.65,0.300,1.017,0.000,112.367,0.538
69,D,fivePlus,5,3,0,CWS,115.91,17.24,45.55,153.65,0.300,1.011,0.000,112.211,0.667
70,D,fivePlus,5,3,0,CWS,115.63,17.37,49.74,156.05,0.300,1.022,0.000,111.896,0.667
71,D,fivePlus,5,3,0,CWS,115.58,17.92,49.74,156.05,0.300,1.008,0.000,111.806,0.667
72,D,fivePlus,5,3,0,CWS,115.29,16.77,49.55,155.60,0.300,1.014,0.000,111.560,0.667
73,D,four+BB,4,3,1,CWS,115.17,16.21,45.55,154.65,0.250,1.002,0.000,111.426,0.667
74,D,fivePlus,5,2,0,LAD,113.92,18.36,52.74,157.05,0.300,0.988,0.000,111.419,0.429
