idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
17,T,fivePlus,5,2,2,WSH,101.02,9.75,42.13,139.30,0.380,1.281,0.000,0.000,0.250
18,T,fivePlus,5,1,0,TEX,103.01,10.86,43.49,142.30,0.300,1.272,0.000,0.000,0.250
19,T,fivePlus,5,2,0,TEX,102.60,8.05,45.19,137.39,0.300,1.270,0.000,0.000,0.250
20,T,fivePlus,5,2,0,CIN,105.35,11.95,46.15,146.30,0.300,1.267,0.000,0.000,0.333
21,T,fivePlus,5,2,0,ATH,103.68,7.86,46.05,134.80,0.300,1.266,0.000,0.000,0.250
22,T,fivePlus,5,2,2,MIN,102.56,9.42,44.19,140.39,0.380,1.259,0.000,0.000,0.333
23,T,fivePlus,5,1,0,BOS,101.41,9.63,46.64,142.92,0.300,1.258,0.000,0.000,0.250
24,T,fivePlus,5,2,1,TB,104.16,12.40,46.49,147.30,0.350,1.256,0.000,0.000,0.250
25,T,fivePlus,5,2,2,CLE,102.33,12.02,47.96,147.30,0.380,1.256,0.000,0.000,0.333
26,T,fivePlus,5,1,1,DET,103.86,11.94,41.17,145.80,0.350,1.254,0.000,0.000,0.333
27,T,four+BB,4,1,1,TOR,106.97,11.13,42.39,146.90,0.250,1.116,0.000,0.000,0.250
28,T,four+BB,4,2,1,ATH,104.44,9.13,39.00,142.30,0.250,1.108,0.000,0.000,0.250
29,T,four+BB,4,2,2,DET,106.29,10.38,39.00,142.30,0.280,1.097,0.000,0.000,0.250
30,T,four+BB,4,2,2,DET,105.96,12.47,40.39,142.90,0.280,1.031,0.000,0.000,0.333
31,T,four+BB,4,2,2,BOS,98.35,8.99,45.64,139.92,0.280,1.013,0.000,0.000,0.250
32,T,four+BB,4,2,2,CLE,102.35,9.79,40.00,139.30,0.280,1.012,0.000,0.000,0.250
33,T,four+BB,4,2,2,NYY,103.25,11.27,41.17,142.80,0.280,1.011,0.000,0.000,0.250
34,T,four+BB,4,3,3,PHI,101.94,6.95,39.44,139.20,0.280,1.008,0.000,0.000,0.250
35,T,four+BB,4,1,1,DET,112.37,14.05,46.70,151.30,0.250,0.990,0.000,0.000,0.429
36,T,four+BB,4,2,2,CIN,106.81,11.59,42.21,147.30,0.280,0.983,0.000,0.000,0.333
37,T,four+BB,4,2,2,MIN,101.49,9.57,45.83,145.19,0.280,0.963,0.000,0.000,0.250
38,T,four+BB,4,3,1,NYY,105.77,12.01,45.73,146.90,0.250,0.931,0.000,0.000,0.429
39,T,four+BB,4,2,1,CLE,102.77,9.93,38.64,147.10,0.250,0.908,0.000,0.000,0.333
40,T,four+BB,4,2,2,DET,106.81,12.28,44.60,141.90,0.280,0.906,0.000,0.000,0.429
41,T,three-three,3,3,3,ATH,99.93,8.55,38.20,140.60,0.180,0.629,0.000,0.000,0.250
42,T,three-three,3,3,2,NYY,102.35,11.46,40.59,147.20,0.180,0.618,0.000,0.000,0.250
43,T,three-three,3,3,1,TOR,104.00,12.58,46.44,149.30,0.150,0.607,0.000,0.000,0.250
44,T,three-three,3,3,3,NYY,105.83,12.33,47.80,146.30,0.180,0.599,0.000,0.000,0.250
45,C,four+naked,4,2,0,SEA,108.81,14.57,50.05,149.30,0.200,0.778,133.835,0.000,0.429
46,C,four+naked,4,4,0,ATH,108.14,12.94,50.05,147.30,0.200,0.740,133.165,0.000,0.429
47,C,four+naked,4,4,0,SEA,106.71,13.71,51.68,148.39,0.200,0.644,132.551,0.000,0.429
48,C,four+naked,4,3,0,DET,107.91,12.68,48.70,147.30,0.200,0.759,132.259,0.000,0.333
49,C,four+naked,4,3,0,DET,109.43,15.06,45.49,152.30,0.200,0.759,132.174,0.000,0.333
50,C,four+naked,4,2,0,CIN,107.11,11.36,50.05,146.30,0.200,0.852,132.135,0.000,0.250
51,C,four+naked,4,3,0,NYY,108.67,14.42,46.73,152.90,0.200,0.760,132.033,0.000,0.429
52,C,four+naked,4,4,0,ATL,106.79,12.45,50.36,147.30,0.200,0.699,131.972,0.000,0.429
53,C,four+naked,4,3,0,SEA,109.62,15.61,44.39,154.90,0.200,0.742,131.814,0.000,0.333
54,C,four+naked,4,4,0,NYY,110.52,14.03,42.39,147.90,0.200,0.765,131.714,0.000,0.429
55,C,four+naked,4,2,0,TB,108.83,12.88,45.60,149.90,0.200,0.785,131.629,0.000,0.333
56,C,four+naked,4,3,0,SEA,107.81,15.12,47.49,153.30,0.200,0.714,131.554,0.000,0.333
57,C,four+naked,4,3,0,DET,107.21,10.67,48.40,141.39,0.200,0.663,131.412,0.000,0.333
58,C,four+naked,4,3,0,ATL,106.37,12.19,50.08,153.30,0.200,0.869,131.410,0.000,0.250
59,C,four+naked,4,2,0,ATL,106.66,10.86,49.16,144.30,0.200,0.734,131.238,0.000,0.333
60,D,fivePlus,5,3,0,NYY,112.60,15.80,45.49,155.30,0.300,1.012,0.000,110.208,0.429
61,D,fivePlus,5,2,0,DET,111.11,13.38,44.60,147.90,0.300,0.992,0.000,108.703,0.429
62,D,fivePlus,5,1,1,DET,110.93,15.13,49.70,150.30,0.350,0.991,0.000,108.530,0.538
63,D,fivePlus,5,2,1,NYY,110.36,14.50,42.39,152.90,0.350,1.033,0.000,108.490,0.333
64,D,three-three,3,3,0,ATL,110.12,13.74,46.49,151.30,0.100,0.470,0.000,108.217,0.333
65,D,fivePlus,5,2,0,CIN,109.95,10.37,45.58,143.99,0.300,1.130,0.000,108.049,0.333
66,D,fivePlus,5,1,1,DET,110.86,13.02,47.70,146.30,0.350,1.034,0.000,107.885,0.538
67,D,fivePlus,5,2,0,NYY,109.76,13.67,40.00,151.30,0.300,1.005,0.000,107.881,0.333
68,D,fivePlus,5,3,0,NYY,109.67,13.49,45.05,149.90,0.300,1.013,0.000,107.772,0.333
69,D,fivePlus,5,2,0,NYY,109.58,13.63,41.39,150.90,0.300,1.024,0.000,107.695,0.333
70,D,fivePlus,5,2,0,NYY,110.08,14.67,44.49,151.30,0.300,1.018,0.000,107.673,0.429
71,D,four+naked,4,4,0,NYY,109.45,13.85,41.39,152.90,0.200,0.754,130.144,107.554,0.333
72,D,fivePlus,5,2,0,DET,109.86,12.09,49.68,144.39,0.300,1.051,0.000,107.415,0.429
73,D,fivePlus,5,2,1,DET,109.83,12.45,41.39,145.90,0.350,1.031,0.000,107.402,0.429
74,D,fivePlus,5,2,2,NYY,109.20,15.94,46.49,152.30,0.380,1.027,0.000,107.276,0.333
