idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
41,T,four+BB,4,3,1,SEA,98.71,12.83,43.29,144.36,0.250,0.954,0.000,0.000,0.250
42,T,four+BB,4,2,1,STL,101.87,13.99,40.25,144.06,0.250,0.946,0.000,0.000,0.250
43,T,four+BB,4,3,1,SD,101.16,16.31,51.95,146.74,0.250,0.945,0.000,0.000,0.429
44,T,four+BB,4,2,1,LAD,99.50,13.51,35.35,146.51,0.250,0.932,0.000,0.000,0.250
45,C,four+naked,4,2,0,LAD,107.04,21.26,50.65,158.80,0.200,0.809,132.365,0.000,0.429
46,C,four+naked,4,2,0,LAD,107.27,20.21,49.65,155.80,0.200,0.827,132.095,0.000,0.429
47,C,four+naked,4,3,0,SD,105.18,20.31,53.34,153.83,0.200,0.737,131.849,0.000,0.429
48,C,four+naked,4,2,0,TOR,107.80,20.82,47.65,158.80,0.200,0.851,131.625,0.000,0.429
49,C,four+naked,4,3,0,LAD,105.09,18.41,52.44,150.63,0.200,0.831,131.309,0.000,0.429
50,C,four+naked,4,3,0,LAD,105.10,19.63,52.39,149.93,0.200,0.701,131.294,0.000,0.429
51,C,four+naked,4,3,0,LAD,105.42,18.57,50.95,153.10,0.200,0.802,130.896,0.000,0.429
52,C,four+naked,4,4,0,STL,105.17,19.62,50.55,156.00,0.200,0.733,130.445,0.000,0.333
53,C,four+naked,4,3,0,SD,104.35,18.19,51.44,151.63,0.200,0.829,130.069,0.000,0.429
54,C,four+naked,4,4,0,TOR,105.16,19.22,49.70,153.00,0.200,0.699,130.010,0.000,0.538
55,C,four+naked,4,4,0,LAD,106.16,18.62,47.70,153.00,0.200,0.785,130.010,0.000,0.538
56,C,four+naked,4,3,0,LAD,103.13,15.57,53.59,144.68,0.200,0.807,129.923,0.000,0.333
57,C,four+naked,4,3,0,LAD,105.48,20.15,48.65,155.80,0.200,0.786,129.805,0.000,0.429
58,C,four+naked,4,4,0,LAD,101.40,16.04,56.38,149.80,0.200,0.783,129.589,0.000,0.429
59,C,four+naked,4,2,0,LAD,104.33,17.34,50.34,148.83,0.200,0.748,129.499,0.000,0.429
60,D,fivePlus,5,1,0,LAD,108.79,18.88,46.25,151.06,0.300,0.993,0.000,106.825,0.538
61,D,fivePlus,5,3,0,LAD,108.67,20.23,49.70,156.00,0.300,1.006,0.000,105.637,0.538
62,D,four+naked,4,2,0,LAA,107.54,18.52,45.25,152.06,0.200,0.833,0.000,105.598,0.429
63,D,fivePlus,5,2,0,LAD,107.97,20.26,48.70,154.00,0.300,0.996,0.000,105.489,0.429
64,D,four+naked,4,3,0,LAD,107.68,17.81,47.60,149.06,0.200,0.837,0.000,105.229,0.429
65,D,four+naked,4,2,0,LAD,107.19,19.59,43.10,154.06,0.200,0.799,0.000,104.741,0.429
66,D,fivePlus,5,2,0,LAD,107.16,19.54,47.65,153.30,0.300,0.997,0.000,104.732,0.538
67,D,fivePlus,5,2,0,LAD,107.62,21.29,49.55,157.00,0.300,0.998,0.000,104.588,0.538
68,D,four+BB,4,2,2,SD,106.99,17.91,50.49,149.83,0.280,1.018,0.000,104.559,0.429
69,D,four+BB,4,2,2,LAA,106.34,18.31,43.65,153.80,0.280,1.037,0.000,104.400,0.333
70,D,fivePlus,5,3,0,TOR,107.36,20.52,49.70,155.00,0.300,0.996,0.000,104.374,0.538
71,D,four+BB,4,3,1,LAA,106.29,18.75,45.65,153.80,0.250,0.964,0.000,104.341,0.333
72,D,four+naked,4,3,0,LAD,107.15,17.53,44.25,148.06,0.200,0.822,0.000,104.137,0.538
73,D,fivePlus,5,3,0,TOR,106.39,18.02,47.70,150.00,0.300,0.986,0.000,103.935,0.429
74,D,four+naked,4,3,0,LAA,106.34,16.65,44.25,150.06,0.200,0.838,0.000,103.894,0.429
