rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
58,0.591,4,3,KC,BAL,0,4,4,4,2213.05,23800,103.97,13.758,49200,0,BAL@KC,KC,4,,0
59,0.582,4,3,KC,BAL,0,4,4,4,2320.45,23800,102.34,13.044,48500,0,BAL@KC,KC,4,,0
60,0.582,4,3,BAL,KC,1,3,4,5,2304.34,23900,97.61,6.262,49000,0,BAL@KC,BAL,4,KC,1
61,0.580,4,3,CIN,TB,1,4,5,5,2303.91,23800,99.23,11.890,48000,0,CIN@TB,CIN,4,TB,1
62,0.564,5,2,KC,BAL,0,4,4,5,2316.81,23800,102.61,14.220,48800,0,BAL@KC,KC,5,,0
63,0.557,5,2,KC,BAL,0,3,3,5,2253.64,23800,103.01,15.374,49100,0,BAL@KC,KC,5,,0
64,0.550,5,2,KC,BAL,0,3,3,5,2200.48,23800,105.51,15.353,49700,0,BAL@KC,KC,5,,0
65,0.548,4,3,KC,BAL,0,4,4,4,2363.13,23800,102.03,12.912,48600,0,BAL@KC,KC,4,,0
66,0.540,4,4,BAL,KC,0,3,3,5,2221.17,23700,95.34,3.772,49800,0,BAL@KC,BAL,4,,0
67,0.532,4,2,TB,CIN,0,3,3,4,2338.29,23700,99.21,11.958,49800,0,CIN@TB,TB,4,,0
68,0.523,5,3,KC,BAL,0,3,3,5,2339.68,23800,103.48,12.885,48700,0,BAL@KC,KC,5,,0
69,0.513,5,2,CIN,TB,0,4,4,5,2378.15,24300,102.26,10.051,48800,0,CIN@TB,CIN,5,,0
70,0.509,5,3,CIN,TB,0,4,4,5,2222.16,23900,103.68,6.497,50000,0,CIN@TB,CIN,5,,0
71,0.509,5,3,TB,CIN,0,4,4,5,2260.97,23900,98.17,6.827,50000,0,CIN@TB,TB,5,,0
72,0.508,5,2,TB,CIN,0,4,4,5,2496.48,24300,97.45,9.103,48600,0,CIN@TB,TB,5,,0
73,0.505,5,3,KC,BAL,0,3,3,5,2372.42,23700,102.67,13.860,48600,0,BAL@KC,KC,5,,0
74,0.505,5,1,BAL,KC,0,5,5,5,2271.92,23900,95.70,7.432,49200,0,BAL@KC,BAL,5,,0
75,0.500,5,2,BAL,KC,0,4,4,5,2267.71,23900,97.36,7.554,49500,0,BAL@KC,BAL,5,,0
