rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
18,-1.712,5,3,WSH,CWS,0,4,4,5,2382.62,24800,104.90,4.634,49900,0,CWS@WSH,WSH,5,,0
19,-1.739,4,3,CHC,LAD,0,5,5,4,2001.50,23300,103.03,4.139,50000,0,CHC@LAD,CHC,4,,0
20,-1.756,5,2,WSH,CWS,0,4,4,5,2433.11,24600,107.33,7.147,50000,0,CWS@WSH,WSH,5,,0
21,-1.759,5,2,WSH,CWS,0,5,5,5,2480.91,24800,104.60,6.380,49900,0,CWS@WSH,WSH,5,,0
22,-1.764,5,3,WSH,CWS,0,4,4,5,2496.50,24800,106.51,6.924,49500,0,CWS@WSH,WSH,5,,0
23,-1.783,5,3,WSH,CWS,0,4,4,5,2396.85,24300,105.52,5.492,49900,0,CWS@WSH,WSH,5,,0
24,-1.785,5,3,SEA,STL,0,4,4,5,2601.56,25400,105.83,6.409,49700,0,SEA@STL,SEA,5,,0
25,-1.788,5,2,SEA,STL,0,5,5,5,2513.34,25400,106.87,6.050,49900,0,SEA@STL,SEA,5,,0
26,-1.797,5,3,SEA,STL,0,4,4,5,2542.62,24800,106.74,6.695,49900,0,SEA@STL,SEA,5,,0
27,-1.798,5,1,PHI,ATL,0,6,6,5,2524.86,25100,99.78,2.838,49900,0,ATL@PHI,PHI,5,,0
28,-1.806,5,3,WSH,CWS,0,4,4,5,2214.52,23800,105.85,8.445,49700,0,CWS@WSH,WSH,5,,0
29,-1.830,5,2,PHI,ATL,0,5,5,5,2459.59,24500,103.31,3.312,49800,0,ATL@PHI,PHI,5,,0
30,-1.842,4,2,KC,LAA,1,5,6,5,2560.88,24600,102.34,5.530,49700,0,KC@LAA,KC,4,LAA,1
31,-1.857,4,2,CWS,WSH,0,5,5,4,2456.20,24200,103.25,4.720,49900,0,CWS@WSH,CWS,4,,0
32,-1.862,5,2,CWS,WSH,0,5,5,5,1782.39,21700,104.81,8.998,49900,0,CWS@WSH,CWS,5,,0
33,-1.863,5,2,WSH,CWS,0,5,5,5,2400.08,24300,104.40,5.843,49600,0,CWS@WSH,WSH,5,,0
34,-1.890,4,4,TOR,CLE,0,4,4,4,2544.01,25300,99.36,3.205,50000,0,CLE@TOR,TOR,4,,0
35,-1.899,5,2,SEA,STL,0,4,4,5,2575.44,24800,107.64,7.519,49900,0,SEA@STL,SEA,5,,0
36,-1.899,5,2,PHI,ATL,0,5,5,5,2318.21,23700,105.50,3.900,49700,0,ATL@PHI,PHI,5,,0
37,-1.906,5,2,WSH,CWS,0,4,4,5,2225.31,23900,105.18,7.261,50000,0,CWS@WSH,WSH,5,,0
38,-1.906,4,2,PHI,ATL,0,6,6,4,2221.91,23700,99.39,2.145,49900,0,ATL@PHI,PHI,4,,0
39,-1.913,4,3,WSH,CWS,1,3,4,5,2443.69,24800,100.38,2.685,49800,0,CWS@WSH,WSH,4,CWS,1
40,-1.916,5,3,LAA,KC,0,4,4,5,2441.00,24600,102.52,5.920,49500,0,KC@LAA,LAA,5,,0
41,-1.920,5,3,NYY,HOU,0,4,4,5,2361.36,24200,105.05,7.341,50000,0,HOU@NYY,NYY,5,,0
42,-1.935,5,1,BOS,BAL,0,6,6,5,2561.17,25400,104.18,6.139,49800,0,BAL@BOS,BOS,5,,0
43,-1.949,5,3,WSH,CWS,0,4,4,5,2435.16,24600,102.47,5.671,50000,0,CWS@WSH,WSH,5,,0
44,-1.952,5,2,WSH,CWS,0,4,4,5,2152.58,23400,104.96,7.922,49800,0,CWS@WSH,WSH,5,,0
45,-1.969,4,2,WSH,CWS,0,6,6,4,2286.83,24000,103.20,6.439,49800,0,CWS@WSH,WSH,4,,0
46,-1.978,5,3,WSH,CWS,0,4,4,5,2486.85,24800,105.45,7.673,49600,0,CWS@WSH,WSH,5,,0
47,-1.981,4,4,WSH,CWS,0,4,4,4,2343.10,24300,104.27,5.781,49700,0,CWS@WSH,WSH,4,,0
48,-1.995,5,2,KC,LAA,0,5,5,5,2624.58,24800,105.72,7.416,49600,0,KC@LAA,KC,5,,0
49,-1.995,5,2,WSH,CWS,0,5,5,5,2029.19,22800,103.34,7.065,49800,0,CWS@WSH,WSH,5,,0
50,-1.996,5,2,WSH,CWS,0,4,4,5,2362.71,24300,103.87,6.577,49600,0,CWS@WSH,WSH,5,,0
51,-2.001,5,2,WSH,CWS,0,5,5,5,1836.41,21400,104.03,10.384,49600,0,CWS@WSH,WSH,5,,0
52,-2.001,5,2,WSH,CWS,0,5,5,5,2356.46,24300,103.86,7.124,49900,0,CWS@WSH,WSH,5,,0
53,-2.002,4,3,SEA,STL,0,5,5,4,2464.55,24800,107.62,6.291,50000,0,SEA@STL,SEA,4,,0
54,-2.006,5,2,WSH,CWS,0,5,5,5,1905.39,21700,106.25,8.778,49500,0,CWS@WSH,WSH,5,,0
55,-2.010,5,3,WSH,CWS,0,4,4,5,2298.72,24100,104.87,8.942,49700,0,CWS@WSH,WSH,5,,0
56,-2.012,5,3,PHI,ATL,0,4,4,5,2279.47,24000,100.81,3.071,50000,0,ATL@PHI,PHI,5,,0
57,-2.018,5,2,LAA,KC,0,5,5,5,2566.40,25400,99.81,3.780,49600,0,KC@LAA,LAA,5,,0
58,-2.020,5,2,WSH,CWS,0,5,5,5,2401.35,24300,102.52,5.261,49500,0,CWS@WSH,WSH,5,,0
59,-2.022,5,2,WSH,CWS,0,5,5,5,2305.75,24400,106.17,8.556,49500,0,CWS@WSH,WSH,5,,0
60,-2.027,5,2,WSH,CWS,0,5,5,5,2259.23,23400,102.15,7.478,49700,0,CWS@WSH,WSH,5,,0
61,-2.046,5,2,KC,LAA,0,4,5,5,2608.75,25400,105.44,5.953,49800,0,KC@LAA,KC,5,,0
62,-2.047,5,3,WSH,CWS,0,3,3,5,2435.16,24500,101.27,3.085,50000,0,CWS@WSH,WSH,5,,0
63,-2.064,4,2,LAA,KC,0,5,5,4,2333.26,23900,99.01,4.197,49700,0,KC@LAA,LAA,4,,0
64,-2.067,5,2,MIA,SF,0,4,5,5,2521.19,25300,103.15,2.795,49600,0,MIA@SF,MIA,5,,0
65,-2.072,5,3,NYY,HOU,0,4,4,5,2297.91,23800,103.55,7.441,49600,0,HOU@NYY,NYY,5,,0
66,-2.073,5,2,PHI,ATL,0,5,5,5,1759.66,21200,105.67,4.131,49600,0,ATL@PHI,PHI,5,,0
67,-2.075,5,3,CWS,WSH,0,4,4,5,2434.42,24200,103.27,6.552,49600,0,CWS@WSH,CWS,5,,0
68,-2.077,5,2,PHI,ATL,0,5,5,5,2364.51,24500,104.64,3.730,49900,0,ATL@PHI,PHI,5,,0
69,-2.081,5,2,PHI,ATL,0,5,5,5,2467.41,25100,101.33,4.053,49700,0,ATL@PHI,PHI,5,,0
70,-2.083,4,3,PHI,ATL,0,5,5,4,2326.46,23700,103.24,3.799,49600,0,ATL@PHI,PHI,4,,0
71,-2.087,5,3,ATL,PHI,0,4,4,5,2493.99,25300,99.43,6.427,50000,0,ATL@PHI,ATL,5,,0
72,-2.090,5,2,SF,MIA,0,5,5,5,2439.28,24100,102.63,2.811,49700,0,MIA@SF,SF,5,,0
73,-2.096,5,2,LAA,KC,0,5,5,5,2571.40,25400,101.85,5.910,49700,0,KC@LAA,LAA,5,,0
74,-2.096,4,2,KC,LAA,1,4,5,5,2592.39,25300,101.00,4.330,49500,0,KC@LAA,KC,4,LAA,1
75,-2.101,5,2,BOS,BAL,0,5,5,5,2474.69,25300,105.41,6.820,49700,0,BAL@BOS,BOS,5,,0
