rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
17,0.662,4,3,CHC,TB,1,4,5,5,2174.42,23300,98.01,17.058,49300,0,CHC@TB,CHC,4,TB,1
18,0.650,5,3,CHC,TB,0,4,4,5,2041.67,23300,99.59,18.290,49400,0,CHC@TB,CHC,5,,0
19,0.643,4,2,CHC,TB,1,4,5,5,1949.87,22500,99.18,16.788,49000,0,CHC@TB,CHC,4,TB,1
20,0.627,5,3,CHC,TB,0,4,4,5,2033.22,23300,98.79,17.243,50000,0,CHC@TB,CHC,5,,0
21,0.609,4,2,TB,CHC,1,4,5,5,1939.48,22400,95.57,14.862,48800,0,CHC@TB,TB,4,CHC,1
22,0.564,4,3,CHC,TB,1,4,5,5,2088.56,23300,97.91,20.250,49300,0,CHC@TB,CHC,4,TB,1
23,0.511,4,1,TB,CHC,1,4,6,5,2233.02,23300,92.81,11.655,49400,0,CHC@TB,TB,4,CHC,1
24,0.475,4,3,CHC,TB,1,4,5,5,2146.53,23300,97.70,16.408,49800,0,CHC@TB,CHC,4,TB,1
25,0.452,5,2,TB,CHC,0,4,4,5,2156.29,23300,95.14,13.947,48200,0,CHC@TB,TB,5,,0
26,0.448,5,3,TB,CHC,0,4,4,5,2105.73,23300,94.75,16.911,49700,0,CHC@TB,TB,5,,0
27,0.424,4,4,CHC,TB,0,4,4,4,2171.08,23300,97.22,16.148,48200,0,CHC@TB,CHC,4,,0
28,0.415,4,2,CHC,TB,1,4,5,5,1974.36,22300,95.54,12.247,49300,0,CHC@TB,CHC,4,TB,1
29,0.414,4,1,CHC,TB,1,4,6,5,1994.39,22300,95.36,14.061,49200,0,CHC@TB,CHC,4,TB,1
30,0.405,4,4,CHC,TB,0,4,4,4,1861.42,21800,99.22,19.351,48900,0,CHC@TB,CHC,4,,0
31,0.401,5,1,CHC,TB,0,4,5,5,2041.30,23300,98.24,14.922,49900,0,CHC@TB,CHC,5,,0
32,0.400,4,1,CHC,TB,1,4,6,5,2119.93,23300,95.70,12.054,48700,0,CHC@TB,CHC,4,TB,1
33,0.396,4,3,NYY,ATH,1,3,4,5,1898.42,21800,99.03,17.816,49000,0,ATH@NYY,NYY,4,ATH,1
34,0.384,5,3,CHC,TB,0,4,4,5,2007.09,22500,99.10,17.849,48400,0,CHC@TB,CHC,5,,0
35,0.381,4,2,CHC,TB,1,4,5,5,1903.39,22500,98.61,16.791,49100,0,CHC@TB,CHC,4,TB,1
36,0.381,4,3,TB,CHC,1,3,4,5,1962.17,22400,94.80,13.700,48300,0,CHC@TB,TB,4,CHC,1
37,0.365,4,3,NYY,ATH,0,4,4,4,2105.73,23300,100.02,21.092,49700,0,ATH@NYY,NYY,4,,0
38,0.358,4,2,NYY,ATH,0,4,5,4,2159.37,23300,100.16,19.687,49900,0,ATH@NYY,NYY,4,,0
39,0.357,5,2,CHC,TB,0,4,4,5,2072.78,23300,98.09,17.055,48600,0,CHC@TB,CHC,5,,0
40,0.317,4,1,CHC,TB,1,4,5,5,1895.15,21900,96.66,13.487,49200,0,CHC@TB,CHC,4,TB,1
41,0.311,4,4,NYY,ATH,0,4,4,4,1970.18,22500,99.15,21.255,49800,0,ATH@NYY,NYY,4,,0
42,0.300,5,1,NYY,ATH,0,4,5,5,2269.38,23300,98.40,19.106,48700,0,ATH@NYY,NYY,5,,0
43,0.297,4,4,CHC,TB,0,3,3,5,1862.82,22500,97.20,19.379,49300,0,CHC@TB,CHC,4,,0
44,0.288,4,4,CHC,TB,0,4,4,4,2069.69,23300,98.64,18.095,48800,0,CHC@TB,CHC,4,,0
45,0.286,4,2,ATH,NYY,1,4,5,5,1892.72,22300,95.61,9.879,49600,0,ATH@NYY,ATH,4,NYY,1
46,0.279,4,2,CHC,TB,1,3,4,5,2159.07,23700,92.63,17.155,49200,0,CHC@TB,CHC,4,TB,1
47,0.246,4,2,NYY,ATH,0,4,5,4,2156.01,23300,98.48,16.471,49400,0,CHC@TB,CHC,2,TB,2
48,0.245,4,3,ATH,NYY,1,4,5,5,1907.90,22100,91.19,7.641,48300,0,ATH@NYY,ATH,4,NYY,1
49,0.215,5,1,NYY,ATH,0,4,4,5,2131.10,23300,100.67,20.202,48800,0,ATH@NYY,NYY,5,,0
50,0.207,4,1,ATH,NYY,1,4,6,5,2005.22,22300,93.81,8.275,49900,0,ATH@NYY,ATH,4,NYY,1
51,0.204,5,1,CHC,TB,0,4,4,5,2057.79,23300,97.53,16.525,49500,0,CHC@TB,CHC,5,,0
52,0.190,5,1,TB,CHC,0,4,5,5,2185.98,23300,93.26,13.024,49500,0,CHC@TB,TB,5,,0
53,0.184,4,2,CHC,TB,0,4,5,4,1899.18,22300,96.99,15.993,49900,0,CHC@TB,CHC,4,,0
54,0.179,4,4,CHC,TB,0,3,3,5,1906.93,22500,97.34,18.698,48400,0,CHC@TB,CHC,4,,0
55,0.178,4,3,ATH,NYY,1,4,5,5,1969.67,22300,92.79,8.796,49200,0,ATH@NYY,ATH,4,NYY,1
56,0.173,4,2,NYY,ATH,1,3,4,5,2054.17,23300,99.01,17.912,49800,0,ATH@NYY,NYY,4,ATH,1
57,0.171,4,4,CHC,TB,0,4,4,4,2016.83,23300,98.62,19.501,49800,0,CHC@TB,CHC,4,,0
58,0.171,4,4,CHC,TB,0,4,4,4,2043.65,23300,98.06,18.149,49500,0,CHC@TB,CHC,4,,0
59,0.160,4,3,CHC,TB,0,4,5,4,2081.95,22500,94.24,11.722,48500,0,ATH@NYY,ATH,3,NYY,1
60,0.154,5,2,CHC,TB,0,4,4,5,2098.00,23300,96.87,13.127,48200,0,CHC@TB,CHC,5,,0
61,0.150,5,3,CHC,TB,0,4,4,5,1983.46,22500,99.12,18.965,48700,0,CHC@TB,CHC,5,,0
62,0.139,5,2,CHC,TB,0,4,4,5,2063.40,23300,96.98,16.343,48800,0,CHC@TB,CHC,5,,0
63,0.137,4,3,NYY,ATH,0,3,4,5,1808.42,22500,96.98,20.889,49400,0,CHC@TB,CHC,3,TB,1
64,0.137,4,3,NYY,ATH,1,4,5,5,2057.18,23300,98.15,16.743,50000,0,ATH@NYY,NYY,4,ATH,1
65,0.137,4,3,TB,CHC,1,3,4,5,1995.60,22500,92.73,16.159,48600,0,CHC@TB,TB,4,CHC,1
66,0.136,4,1,TB,CHC,1,4,6,5,1958.09,21900,93.24,12.454,48300,0,CHC@TB,TB,4,CHC,1
67,0.124,4,3,NYY,ATH,0,3,3,4,2138.71,23300,98.80,20.293,48300,0,ATH@NYY,NYY,4,,0
68,0.121,5,3,CHC,TB,0,4,4,5,2162.15,23300,98.56,19.306,48100,0,CHC@TB,CHC,5,,0
69,0.117,5,2,CHC,TB,0,4,5,5,1986.96,23300,97.42,16.116,50000,0,CHC@TB,CHC,5,,0
70,0.101,5,3,TB,CHC,0,3,3,5,2172.30,23700,93.66,17.204,49900,0,CHC@TB,TB,5,,0
71,0.093,5,2,CHC,TB,0,4,4,5,2098.48,23300,97.67,17.464,49800,0,CHC@TB,CHC,5,,0
72,0.083,4,3,CHC,TB,1,3,4,5,1888.28,21500,93.53,12.477,48200,0,CHC@TB,CHC,4,TB,1
73,0.083,5,2,CHC,TB,0,4,4,5,1913.11,21500,97.92,18.118,48000,0,CHC@TB,CHC,5,,0
74,0.083,5,3,CHC,TB,0,3,3,5,1899.05,22500,97.38,18.080,48600,0,CHC@TB,CHC,5,,0
75,0.079,5,3,TB,CHC,0,4,4,5,2182.22,23300,96.60,15.668,49700,0,CHC@TB,TB,5,,0
